Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,300,-174,70,194,168,-63,-68,-52,-148,-661,-542,-545
  └─ Profit from operations,452,90,56,64,36,-46,-88,-69,-85,-148,-159,-108
  └─ Receivables,-7,30,-95,-115,4,58,55,-142,9,30,-225,-428
  └─ Inventory,-120,-328,135,259,182,158,-129,-78,-763,-1224,-1002,-433
  └─ Payables,103,84,-8,4,-28,-219,107,255,703,685,880,466
  └─ Other WC items,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Working capital changes,-25,-214,31,147,158,-4,33,35,-52,-510,-347,-395
  └─ Direct taxes,-127,-49,-17,-17,-27,-13,-13,-18,-12,-4,-36,-42
Cash from Investing Activity,42,106,141,-180,288,88,110,123,26,214,273,-145
  └─ Fixed assets purchased,-49,-4,-12,-5,-6,-4,-4,-13,-14,-16,-15,-18
  └─ Fixed assets sold,0,0,0,4,2,1,1,12,0,1,0,0
  └─ Investments purchased,0,-201,-939,-1149,-436,-26,0,0,-190,0,0,-314
  └─ Investments sold,64,0,1049,1168,649,0,0,0,0,162,96,121
  └─ Interest received,26,121,14,21,22,43,93,36,63,10,8,41
  └─ Dividends received,4,3,4,3,18,18,0,33,94,33,182,101
  └─ Investment in group cos,0,0,-10,-68,-4,0,0,0,-1,-11,-52,0
  └─ Redemp n Canc of Shares,0,0,0,0,6,0,8,70,71,43,60,0
  └─ Inter corporate deposits,0,0,0,0,0,0,-5,-10,10,-20,-3,13
  └─ Other investing items,-3,188,35,-154,36,56,18,-5,-7,12,-3,-89
Cash from Financing Activity,-336,139,-255,-40,-370,-67,-20,12,-27,489,416,531
  └─ Proceeds from shares,6,0,0,294,0,0,0,2,0,2,0,1486
  └─ Proceeds from borrowings,0,0,0,0,251,616,467,506,864,1865,2119,2868
  └─ Repayment of borrowings,0,0,0,0,-531,-612,-455,-470,-835,-1257,-1561,-3687
  └─ Interest paid fin,-125,-101,-93,-104,-52,-29,-27,-21,-23,-81,-99,-64
  └─ Dividends paid,-54,-28,-28,-37,-38,-36,-0,-0,-31,-36,-41,-60
  └─ Financial liabilities,0,0,0,0,0,-5,-5,-4,-3,-4,-2,-11
  └─ Other financing items,-163,268,-133,-193,0,-1,0,-2,0,0,0,0
Net Cash Flow,6,72,-44,-25,85,-42,23,83,-149,42,147,-159
  └─ Free Cash Flow,250,-177,58,193,164,-66,-71,-53,-162,-677,-556,-563
  └─ CFO/OP,101%,-145%,172%,369%,753%,61%,59%,39%,124%,384%,298%,414%
