Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-32,-16,34
  └─ Profit from operations,,27.84,33.07,42.45
  └─ Receivables,,-23.50,-45.54,-24.41
  └─ Inventory,,-21.27,-16.75,13.68
  └─ Payables,,-0.62,1.32,1.61
  └─ Loans Advances,,-8.66,8.66,0.00
  └─ Operating Deposits,,-5.02,4.16,0.16
  └─ Other WC items,,0.45,1.18,3.77
  └─ Working capital changes,,-58.61,-46.98,-5.20
  └─ Direct taxes,,-1.42,-2.56,-2.78
Cash from Investing Activity,,-3,-49,-32
  └─ Fixed assets purchased,,-4.57,-17.07,-32.14
  └─ Fixed assets sold,,0.00,0.00,0.07
  └─ Capital WIP,,0.00,-32.97,0.00
  └─ Investments purchased,,-0.02,0.00,0.00
  └─ Investments sold,,1.43,0.58,0.10
Cash from Financing Activity,,35,66,-3
  └─ Proceeds from shares,,0.00,0.00,29.11
  └─ Proceeds from borrowings,,31.52,44.12,0.49
  └─ Repayment of borrowings,,-7.95,0.00,-21.50
  └─ Interest paid fin,,-9.36,-10.25,-10.71
  └─ Other financing items,,21.05,32.17,0.00
Net Cash Flow,,-0,0,-0
  └─ Free Cash Flow,,-37,-67,2
  └─ CFO/OP,,-116%,-46%,94%
