Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-70,-210,-300,-67,-132,-399,-42,-83,365
  └─ Profit from operations,-58,-110,-203,116,91,127,297,496,516
  └─ Receivables,-13,-9,-37,-32,-29,19,7,-75,-71
  └─ Inventory,-25,-104,-104,-203,-402,308,-343,-521,146
  └─ Payables,17,53,55,104,174,-558,170,20,62
  └─ Other WC items,10,-42,-9,-56,61,-322,-126,30,-223
  └─ Working capital changes,-12,-101,-95,-186,-197,-553,-293,-546,-86
  └─ Direct taxes,-1,1,-2,3,-26,27,-46,-33,-65
Cash from Investing Activity,82,-758,-660,-445,-491,304,63,-1438,-108
  └─ Fixed assets purchased,-2,-21,-49,-44,-221,-238,-343,-223,-189
  └─ Fixed assets sold,1,0,0,1,0,0,0,15,0
  └─ Investments purchased,0,0,0,0,0,0,-5,0,0
  └─ Interest received,9,18,57,92,114,61,54,43,145
  └─ Acquisition of companies,0,0,-12,-52,-521,-395,-267,-158,0
  └─ Other investing items,75,-755,-656,-441,138,876,624,-1116,-63
Cash from Financing Activity,-9,1063,1033,718,644,-51,81,1431,-282
  └─ Proceeds from shares,0,1065,1056,799,769,0,0,1668,2
  └─ Proceeds from borrowings,0,0,0,0,94,147,458,171,195
  └─ Repayment of borrowings,-8,-2,0,-3,-60,-62,-172,-81,-169
  └─ Interest paid fin,-1,-0,-4,-1,-13,-16,-27,-58,-52
  └─ Financial liabilities,0,0,-19,-40,-57,-120,-177,-219,-255
  └─ Other financing items,0,0,0,-38,-88,0,0,-50,-4
Net Cash Flow,3,95,73,206,22,-146,102,-91,-25
  └─ Free Cash Flow,-71,-231,-349,-110,-353,-637,-385,-292,176
  └─ CFO/OP,106%,22%,128%,-166%,583%,134%,6%,-22%,164%
