Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Cash from Operating Activity,,15,24,42,56,61,68,97,86,99,87
  └─ Profit from operations,,20,27,38,45,72,76,97,95,126,131
  └─ Receivables,,2,-0,2,7,-2,-5,-5,2,0,0
  └─ Inventory,,0,-1,-1,-2,-2,-1,1,-0,0,0
  └─ Payables,,-4,4,7,9,-0,5,19,4,0,0
  └─ Other WC items,,0,0,0,0,0,0,0,0,-2,-12
  └─ Working capital changes,,-1,3,8,15,-4,-0,15,7,-2,-12
  └─ Direct taxes,,-3,-5,-3,-4,-7,-8,-15,-16,-25,-32
Cash from Investing Activity,,-23,-64,-97,-77,-9,-12,-80,-115,-83,-191
  └─ Fixed assets purchased,,-24,-65,-98,-77,-10,-15,-38,-71,-36,-128
  └─ Fixed assets sold,,0,0,0,0,0,0,0,0,0,1
  └─ Investments purchased,,0,0,0,0,0,0,-0,0,0,0
  └─ Investments sold,,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,,0,1,0,0,2,3,4,4,4,5
  └─ Dividends received,,0,0,0,0,0,0,0,0,0,0
  └─ Other investing items,,0,0,0,0,-0,0,-46,-49,-51,-69
Cash from Financing Activity,,27,31,71,17,-48,-52,-43,-24,-50,60
  └─ Proceeds from borrowings,,33,38,84,36,0,-0,1,0,0,80
  └─ Repayment of borrowings,,-1,-0,0,-0,0,-25,-22,-5,-32,0
  └─ Interest paid fin,,-4,-5,-11,-17,-27,-24,-20,-17,-15,-13
  └─ Dividends paid,,-2,-2,-2,-2,-2,-2,-2,-3,0,0
  └─ Other financing items,,0,0,0,0,-18,0,0,1,-3,-8
Net Cash Flow,,18,-9,16,-3,5,4,-26,-53,-34,-45
  └─ Free Cash Flow,,-8,-41,-56,-21,51,53,60,15,63,-41
  └─ CFO/OP,,97%,113%,123%,136%,96%,103%,119%,110%,100%,92%
