Metric,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,-0.50,-1.10,-24.55
  └─ Profit from operations,1.56,2.47,3.22
  └─ Receivables,-8.24,-7.15,13.48
  └─ Inventory,-4.99,-2.51,-45.17
  └─ Loans Advances,5.15,-1.64,-2.42
  └─ Other WC items,6.34,8.14,7.10
  └─ Working capital changes,-1.73,-3.17,-27.02
  └─ Direct taxes,-0.33,-0.40,-0.75
Cash from Investing Activity,-0.29,-0.34,-0.03
  └─ Fixed assets purchased,-0.44,-0.47,-0.15
  └─ Investments purchased,0.00,-0.03,-0.01
  └─ Investments sold,0.00,0.02,0.00
  └─ Interest received,0.15,0.12,0.12
  └─ Dividends received,0.00,0.01,0.01
Cash from Financing Activity,-0.51,2.18,23.72
  └─ Proceeds from shares,0.00,0.05,0.00
  └─ Proceeds from borrowings,0.29,3.25,24.81
  └─ Interest paid fin,-0.80,-1.13,-1.09
Net Cash Flow,-1.29,0.73,-0.86
  └─ Free Cash Flow,-0.94,-1.57,-24.70
  └─ CFO/OP,-10%,-28%,-770%
