Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-3,4,12,46,-46,45,25
  └─ Profit from operations,,43,45,57,60,59,105,129
  └─ Receivables,,-21,-3,-43,-19,-73,-97,-90
  └─ Inventory,,4,-14,8,-27,-57,-1,-9
  └─ Payables,,-21,-16,1,41,37,56,28
  └─ Working capital changes,,-38,-34,-34,-5,-93,-42,-71
  └─ Direct taxes,,-7,-7,-12,-9,-12,-18,-34
Cash from Investing Activity,,-5,-6,-77,10,-2,-87,-17
  └─ Fixed assets purchased,,-4.05,-5.32,-8.60,-25.33,-26.01,-35.23,-37.78
  └─ Fixed assets sold,,0.02,0.06,2.61,1.55,0.19,0.14,2.92
  └─ Investments purchased,,0.00,-1.08,-1.88,-5.23,-8.92,-10.02,-0.02
  └─ Investments sold,,0.00,0.00,0.00,2.01,3.00,7.25,6.49
  └─ Interest received,,0.15,0.07,0.60,3.84,3.02,3.42,0.00
  └─ Dividends received,,0.01,0.00,0.00,0.01,0.00,0.02,0.00
  └─ Invest in subsidiaries,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01
  └─ Investment in group cos,,0.00,0.00,-0.04,-0.48,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,,0.00,0.01,0.00,0.00,0.00,0.60,0.00
  └─ Acquisition of companies,,0.00,0.00,0.00,-5.70,0.00,0.00,0.00
  └─ Inter corporate deposits,,0.00,0.00,0.00,-11.30,7.50,-7.85,0.00
  └─ Other investing items,,-1.00,0.03,-69.80,50.51,19.53,-45.33,11.16
Cash from Financing Activity,,9,5,63,-41,33,74,-17
  └─ Proceeds from shares,,0.00,17.98,157.40,0.00,0.00,131.50,0.00
  └─ Proceeds from borrowings,,27.80,0.14,0.00,1.20,50.27,1.61,11.08
  └─ Repayment of borrowings,,-8.94,-13.17,-59.23,-24.80,-0.28,-43.13,-0.18
  └─ Interest paid fin,,-9.53,-10.57,-9.13,-5.95,-4.62,-5.16,-3.32
  └─ Dividends paid,,0.00,0.00,0.00,0.00,0.00,0.00,-4.03
  └─ Financial liabilities,,-0.04,-0.07,0.00,0.00,0.00,-0.36,-0.49
  └─ Other financing items,,-0.76,11.07,-25.94,-11.14,-12.26,-10.80,-19.69
Net Cash Flow,,1,3,-2,15,-14,31,-9
  └─ Free Cash Flow,,-7,-1,6,22,-71,10,-10
  └─ CFO/OP,,11%,25%,44%,96%,-63%,63%,48%
