Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,28,68,-53,-27,50,109,81,103,71,202,-29,60
  └─ Profit from operations,105,54,76,42,106,108,102,75,93,94,117,124
  └─ Receivables,-9,7,-69,-39,-64,15,39,18,-122,92,-98,10
  └─ Inventory,-75,-4,-22,-79,12,2,42,-31,-44,-57,-36,-135
  └─ Payables,0,0,-28,115,-3,-1,-93,51,144,98,8,81
  └─ Loans Advances,-8,3,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,42,21,-4,-57,0,0,0,0,0,0,0,0
  └─ Working capital changes,-50,26,-124,-60,-55,16,-12,39,-22,133,-127,-43
  └─ Direct taxes,-27,-13,-5,-8,-1,-15,-9,-10,0,-24,-20,-20
Cash from Investing Activity,-18,-36,-70,-31,-22,-11,13,-15,-10,-44,-58,-43
  └─ Fixed assets purchased,-19.25,-38.67,-78.46,-35.06,-34.15,-25.93,-24.62,-18.75,-21.76,-33.04,-18.58,-40.38
  └─ Fixed assets sold,0.00,0.14,2.42,0.19,0.00,0.00,0.00,0.36,0.06,0.17,0.00,0.22
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-0.05,-22.26,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,1.74,0.00,29.26,9.39,52.75,0.93,0.00,0.00,0.00,0.00
  └─ Interest received,1.58,2.76,3.57,2.90,1.97,2.69,1.79,1.91,2.36,0.81,2.89,5.34
  └─ Acquisition of companies,0.00,-1.33,-39.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-0.11,0.68,40.32,0.49,-19.41,3.03,5.25,0.15,9.59,-11.81,-42.76,-8.43
Cash from Financing Activity,22,-25,97,66,-33,-102,-66,-81,-88,-133,107,-25
  └─ Proceeds from shares,0.85,0.59,0.60,0.83,0.08,0.03,0.00,0.00,0.00,0.00,210.00,0.03
  └─ Proceeds from borrowings,35.69,0.00,120.13,93.45,5.67,0.00,11.86,0.00,0.00,15.89,4.62,28.12
  └─ Repayment of borrowings,-0.17,-10.20,0.00,0.00,-2.24,-47.63,-25.77,-42.45,-34.47,-81.49,-50.93,-13.52
  └─ Interest paid fin,-3.15,-4.06,-18.38,-21.85,-34.54,-33.18,-28.64,-23.10,-23.32,-33.58,-31.50,-25.58
  └─ Dividends paid,-10.81,-11.49,-5.59,-6.10,-1.55,-6.18,-5.82,-2.55,-3.25,-9.07,-3.89,-8.82
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-15.17,-17.60,-13.08,-13.51,-10.36,-11.10,-5.62
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.51,-14.39,-10.05,0.00
Net Cash Flow,32,6,-26,8,-4,-4,28,7,-27,25,19,-8
  └─ Free Cash Flow,8,29,-129,-62,16,83,56,85,49,169,-48,20
  └─ CFO/OP,54%,158%,-86%,-79%,62%,129%,101%,163%,93%,263%,-10%,59%
