Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,75,75,55,120,54,292,158,68,7,8,20,52
  └─ Profit from operations,84,103,156,176,174,-10,31,-9,18,14,27,84
  └─ Receivables,1,-58,-77,-28,-83,156,-25,43,-16,8,-33,-26
  └─ Inventory,1,-0,-0,0,-1,-2,1,6,0,0,0,-0
  └─ Payables,17,-5,16,16,14,73,48,42,-132,-24,6,18
  └─ Loans Advances,-5,0,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,-23,47,-48,-35,-13,79,104,-42,133,6,13,-16
  └─ Working capital changes,-10,-17,-109,-46,-83,307,128,49,-14,-10,-15,-25
  └─ Direct taxes,1,-10,8,-10,-37,-4,-1,27,3,4,7,-7
Cash from Investing Activity,-137,-188,-241,-184,-217,-242,-26,-55,70,-7,-64,20
  └─ Fixed assets purchased,-158,-204,-272,-183,-207,-283,-52,-14,-11,-16,-84,-103
  └─ Fixed assets sold,1,2,0,7,1,12,16,3,40,12,29,131
  └─ Investments sold,5,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,15,7,5,4,3,5,2,1,4,4,6,2
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,0,0,0,0,-2,-2,0,0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,0,0,0,0,2,0,5
  └─ Other investing items,0,7,25,-12,-13,25,8,-44,37,-10,-14,-14
Cash from Financing Activity,68,119,198,32,168,-47,-110,-36,-23,25,-3,-88
  └─ Proceeds from shares,0,0,0,0,57,0,0,0,65,0,0,90
  └─ Proceeds from borrowings,38,413,673,242,386,124,68,47,19,98,161,176
  └─ Repayment of borrowings,-25,-295,-416,-169,-302,-212,-67,-74,-96,-30,-132,-274
  └─ Interest paid fin,-57,-57,-59,-62,-64,-52,-126,-9,-10,-43,-29,-47
  └─ Financial liabilities,0,0,0,0,0,-3,-2,0,-2,-1,-3,-33
  └─ Other financing items,112,57,0,20,91,95,17,0,0,0,0,0
Net Cash Flow,6,7,11,-33,5,3,23,-23,53,25,-47,-16
  └─ Free Cash Flow,-81,-126,-217,-56,-152,21,122,56,35,4,-35,80
  └─ CFO/OP,88%,84%,32%,75%,53%,-1319%,-1681%,-103%,14%,26%,59%,76%
