Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,-39,-5,-5
  └─ Profit from operations,4,21,36,24
  └─ Receivables,-5,-21,-29,-20
  └─ Inventory,14,-7,-27,5
  └─ Payables,0,0,0,-64
  └─ Loans Advances,0,0,0,57
  └─ Other WC items,-11,-25,32,0
  └─ Working capital changes,-2,-52,-25,-23
  └─ Interest paid,0,-2,-4,0
  └─ Direct taxes,0,-3,-6,-6
  └─ Exceptional CF items,0,-3,-7,0
Cash from Investing Activity,-8,-0,-0,1
  └─ Fixed assets purchased,-8.32,-2.14,-3.92,-0.47
  └─ Fixed assets sold,0.00,0.00,0.00,0.01
  └─ Interest received,0.50,1.65,3.56,1.23
Cash from Financing Activity,23,30,11,-8
  └─ Proceeds from shares,21.68,42.99,0.00,0.00
  └─ Proceeds from borrowings,3.79,1.75,14.80,7.35
  └─ Repayment of borrowings,0.00,-11.57,0.00,-11.35
  └─ Interest paid fin,-2.12,-2.87,-3.45,-3.55
  └─ Other financing items,0.00,-0.21,0.00,0.00
Net Cash Flow,17,-10,6,-11
  └─ Free Cash Flow,-7,-42,-9,-5
  └─ CFO/OP,16%,-233%,5%,8%
