Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,734,488,1118,-22,255,561,-1564,-134,926,913,950,-122
  └─ Profit from operations,371,514,946,-1479,-707,-153,624,477,637,767,709,300
  └─ Receivables,54,-598,-304,741,468,170,-25,-142,60,-414,157,285
  └─ Inventory,-163,-420,0,0,-689,47,-761,364,-209,-2121,1008,856
  └─ Payables,536,996,-226,192,882,494,-1368,-855,554,2660,-1056,-1588
  └─ Other WC items,-61,0,704,518,292,7,-54,26,-111,29,144,18
  └─ Working capital changes,366,-22,175,1451,953,718,-2208,-607,293,154,252,-429
  └─ Direct taxes,-2,-4,-3,7,9,-4,19,-4,-4,-7,-11,7
Cash from Investing Activity,91,-224,-864,-8,201,138,-108,-337,-450,-373,-216,-130
  └─ Fixed assets purchased,-189,-267,-616,-464,-223,-203,-106,-277,-400,-175,-191,-156
  └─ Fixed assets sold,196,44,116,111,103,14,3,0,0,13,3,3
  └─ Investments purchased,0,-2,-6,0,-0,0,0,0,0,0,0,0
  └─ Investments sold,84,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,0,0,1,14,5,0,2,1,2,9,6,13
  └─ Dividends received,0,0,1,0,0,0,0,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,0,-236,0,0
  └─ Other investing items,0,0,-360,331,315,326,-8,-62,-52,14,-34,10
Cash from Financing Activity,-898,-272,-246,26,-473,-665,1641,454,-332,-669,-710,367
  └─ Proceeds from shares,500,0,27,783,0,0,185,0,0,0,0,0
  └─ Proceeds from borrowings,337,2073,1884,0,696,0,3259,778,266,325,2732,1216
  └─ Repayment of borrowings,0,0,0,-180,-129,-310,-1420,-65,-139,-216,-2732,-206
  └─ Interest paid fin,-933,-752,-1023,-1308,-1041,-353,-383,-257,-457,-668,-708,-641
  └─ Dividends paid,-0,-0,0,0,0,0,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2
  └─ Other financing items,-801,-1593,-1134,731,0,0,0,0,0,-110,0,0
Net Cash Flow,-73,-9,7,-4,-18,34,-32,-16,145,-129,25,115
  └─ Free Cash Flow,741,265,617,-375,136,373,-1667,-410,526,751,762,-275
  └─ CFO/OP,-364%,-173%,303%,1%,-18%,937%,-277%,-32%,158%,134%,158%,-668%
