Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.50,12.18,-0.07
  └─ Profit from operations,0.48,18.21,0.34
  └─ Receivables,0.00,-3.18,0.31
  └─ Inventory,0.00,-0.23,0.23
  └─ Payables,0.00,-2.34,-0.24
  └─ Loans Advances,-0.48,0.00,0.00
  └─ Other WC items,0.01,-0.28,-0.67
  └─ Working capital changes,-0.47,-6.03,-0.38
  └─ Direct taxes,0.48,0.00,-0.03
Cash from Investing Activity,-0.48,0.01,0.00
  └─ Other investing items,-0.48,0.01,0.00
Cash from Financing Activity,0.04,-12.09,0.00
  └─ Proceeds from shares,0.00,32.57,0.00
  └─ Proceeds from borrowings,0.04,0.17,0.00
  └─ Other financing items,0.00,-44.83,0.00
Net Cash Flow,0.05,0.10,-0.07
  └─ Free Cash Flow,0.50,12.18,-0.07
  └─ CFO/OP,5%,-3582%,-12%
