Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,74,123,137,176,115,253,268
  └─ Profit from operations,99,70,154,204,245,301,353
  └─ Receivables,-19,23,-6,-18,-14,12,-34
  └─ Inventory,-4,1,-2,-4,-2,-3,-12
  └─ Payables,0,0,0,0,-8,7,27
  └─ Other WC items,13,39,-0,14,-56,3,-2
  └─ Working capital changes,-9,63,-9,-8,-81,20,-21
  └─ Direct taxes,-15,-10,-9,-19,-50,-67,-64
Cash from Investing Activity,-43,-295,-84,-94,-246,-209,-442
  └─ Fixed assets purchased,-29,-242,-92,-77,-85,-321,-502
  └─ Fixed assets sold,0,0,1,0,0,0,0
  └─ Investments purchased,0,0,0,0,-23,-344,-821
  └─ Investments sold,0,0,0,0,10,255,852
  └─ Interest received,0,0,2,3,24,20,24
  └─ Dividends received,0,0,0,0,0,0,0
  └─ Investment in group cos,0,-57,-5,-22,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,1,3,0
  └─ Other investing items,-15,3,10,2,-173,178,5
Cash from Financing Activity,-32,184,32,-51,128,301,136
  └─ Proceeds from shares,0,50,0,34,633,0,0
  └─ Proceeds from borrowings,31,180,100,49,0,326,186
  └─ Repayment of borrowings,-31,-27,-12,-18,-472,0,-3
  └─ Interest paid fin,-26,-39,-44,-42,-26,-8,-24
  └─ Dividends paid,-6,0,0,-5,-6,-7,-7
  └─ Financial liabilities,0,0,0,0,0,-11,-16
  └─ Other financing items,0,20,-12,-69,0,0,0
Net Cash Flow,-1,12,85,31,-3,345,-38
  └─ Free Cash Flow,46,-118,46,100,29,-67,-234
  └─ CFO/OP,106%,198%,95%,97%,68%,108%,97%
