exDate,recDate,subject,faceVal
24-Jul-2026 18:05:41,24-Jul-2026 18:05:41,Record Date,1
24-Jul-2026 17:42:36,24-Jul-2026 17:42:36,Record Date,1
28-Apr-2026 15:38:12,28-Apr-2026 15:38:12,General Updates,1
16-Mar-2026 15:03:01,16-Mar-2026 15:03:01,Record Date,1
16-Mar-2026 14:58:50,16-Mar-2026 14:58:50,Dividend,1
29-Jan-2026 16:25:15,29-Jan-2026 16:25:15,Record Date,1
29-Jan-2026 16:05:52,29-Jan-2026 16:05:52,Dividend,1
29-Dec-2025 17:10:20,29-Dec-2025 17:10:20,Copy of Newspaper Publication,1
17-Oct-2025 19:21:33,17-Oct-2025 19:21:33,Record Date,1
17-Oct-2025 18:57:08,17-Oct-2025 18:57:08,Dividend,1
17-Oct-2025 18:47:12,17-Oct-2025 18:47:12,Dividend,1
24-Jul-2025 16:25:24,24-Jul-2025 16:25:24,Record Date,1
24-Jul-2025 16:19:57,24-Jul-2025 16:19:57,Record Date,1
24-Jul-2025 15:41:51,24-Jul-2025 15:41:51,Dividend,1
08-May-2025 15:51:50,08-May-2025 15:51:50,Dividend,1
19-Mar-2025 12:46:24,19-Mar-2025 12:46:24,Record Date,1
19-Mar-2025 12:38:01,19-Mar-2025 12:38:01,Dividend,1
06-Feb-2025 15:17:51,06-Feb-2025 15:17:51,Record Date,1
06-Feb-2025 15:00:38,06-Feb-2025 15:00:38,Dividend,1
11-Dec-2024 16:52:23,11-Dec-2024 16:52:23,Copy of Newspaper Publication,1
26-Oct-2024 15:46:25,26-Oct-2024 15:46:25,Record Date,1
26-Oct-2024 15:29:31,26-Oct-2024 15:29:31,Dividend,1
27-Jul-2024 14:38:45,27-Jul-2024 14:38:45,Record Date,1
27-Jul-2024 14:24:49,27-Jul-2024 14:24:49,Dividend,1
18-Jul-2024 14:16:58,18-Jul-2024 14:16:58,Copy of Newspaper Publication,1
18-Jun-2024 15:31:14,18-Jun-2024 15:31:14,Record Date,1
18-Jun-2024 15:22:12,18-Jun-2024 15:22:12,Updates,1
30-Apr-2024 15:22:12,30-Apr-2024 15:22:12,Dividend Updates,1
30-Apr-2024 14:02:30,30-Apr-2024 14:02:30,Dividend,1
20-Mar-2024 18:59:00,20-Mar-2024 18:59:00,Copy of Newspaper Publication,1
19-Mar-2024 13:47:16,19-Mar-2024 13:47:16,Updates,1
19-Mar-2024 13:30:08,19-Mar-2024 13:30:08,Dividend,1
15-Mar-2024 19:24:07,15-Mar-2024 19:24:07,Record Date,1
16-Dec-2023 22:24:06,16-Dec-2023 22:24:06,Copy of Newspaper Publication,1
02-Nov-2023 18:47:04,02-Nov-2023 18:47:04,Updates,1
01-Nov-2023 13:19:01,01-Nov-2023 13:19:01,Record Date,1
