bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Hindalco Industries Limited,10-Jul-2026,1,-,INE038A01020,-,-,10-Jul-2026,EQ,Dividend - Rs 5 Per Share,HINDALCO,Hindalco Industries Ltd.,,
-,-,Hindalco Industries Limited,08-Aug-2025,1,-,INE038A01020,-,-,08-Aug-2025,EQ,Dividend - Rs 5 Per Share,HINDALCO,Hindalco Industries Ltd.,,
-,-,Hindalco Industries Limited,09-Aug-2024,1,-,INE038A01020,-,-,09-Aug-2024,EQ,Annual General Meeting/Dividend - Rs 3.5 Per Share,HINDALCO,Hindalco Industries Ltd.,,
22-Aug-2023,16-Aug-2023,Hindalco Industries Limited,14-Aug-2023,1,-,INE038A01020,-,-,-,EQ,Annual General Meeting/Dividend - Rs  3 Per Share,HINDALCO,Hindalco Industries Ltd.,,
22-Aug-2022,16-Aug-2022,Hindalco Industries Limited,11-Aug-2022,1,-,INE038A01020,-,-,-,EQ,Annual General Meeting/Dividend - Rs 4 Per Share,HINDALCO,Hindalco Industries Ltd.,,
23-Aug-2021,17-Aug-2021,Hindalco Industries Limited,12-Aug-2021,1,-,INE038A01020,-,-,-,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,HINDALCO,Hindalco Industries Ltd.,,
10-Sep-2020,05-Sep-2020,Hindalco Industries Limited,03-Sep-2020,1,-,INE038A01020,-,-,-,EQ, Annual General Meeting/Dividend - Re 1 Per Share,HINDALCO,Hindalco Industries Ltd.,,
30-Aug-2019,17-Aug-2019,Hindalco Industries Limited,14-Aug-2019,1,-,INE038A01020,-,-,-,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,HINDALCO,Hindalco Industries Ltd.,,
21-Sep-2018,15-Sep-2018,Hindalco Industries Limited,12-Sep-2018,1,-,INE038A01020,-,-,-,EQ, Dividend- Rs 1.20 Per Share,HINDALCO,Hindalco Industries Ltd.,,
13-Sep-2017,07-Sep-2017,Hindalco Industries Limited,05-Sep-2017,1,-,INE038A01020,-,-,-,EQ, Annual General Meeting/Dividend - Rs 1.10 Per Share,HINDALCO,Hindalco Industries Ltd.,,
14-Sep-2016,08-Sep-2016,Hindalco Industries Limited,06-Sep-2016,1,-,INE038A01020,-,-,-,EQ, Dividend - Re 1/- Per Share,HINDALCO,Hindalco Industries Ltd.,,
16-Sep-2015,09-Sep-2015,Hindalco Industries Limited,07-Sep-2015,1,-,INE038A01020,-,-,-,EQ,Dividend - Re 1 Per Share,HINDALCO,Hindalco Industries Ltd.,,
17-Sep-2014,10-Sep-2014,Hindalco Industries Limited,08-Sep-2014,1,-,INE038A01020,-,-,-,EQ,Annual General Meeting / Dividend - Re 1/- Per Share,HINDALCO,Hindalco Industries Ltd.,,
10-Sep-2013,03-Sep-2013,Hindalco Industries Limited,30-Aug-2013,1,-,INE038A01020,-,-,-,EQ,Annual General Meeting And Dividend Rs.1.40 Per Share,HINDALCO,Hindalco Industries Ltd.,,
11-Sep-2012,04-Sep-2012,Hindalco Industries Limited,31-Aug-2012,1,-,INE038A01020,-,-,-,EQ,Annual General Meeting/Dividend Rs 1.55 Per Share,HINDALCO,Hindalco Industries Ltd.,,
23-Sep-2011,16-Sep-2011,Hindalco Industries Limited,14-Sep-2011,1,-,INE038A01020,-,-,-,EQ,Dividend-Rs.1.50 Per Share,HINDALCO,Hindalco Industries Ltd.,,
03-Sep-2010,26-Aug-2010,Hindalco Industries Limited,24-Aug-2010,1,-,INE038A01020,-,-,-,EQ,Dividend-Rs.1.35 Per Share,HINDALCO,Hindalco Industries Ltd.,,
18-Sep-2009,14-Sep-2009,Hindalco Industries Limited,10-Sep-2009,1,-,INE038A01020,-,-,-,EQ,Dividend-Rs.1.35 Pr Share,HINDALCO,Hindalco Industries Ltd.,,
05-Sep-2008,05-Sep-2008,Hindalco Industries Limited,28-Aug-2008,1,-,INE038A01020,04-Sep-2008,28-Aug-2008,-,EQ,Rhs 3:7@Prem Rs95/Div185%,HINDALCO,Hindalco Industries Ltd.,,
31-Jul-2007,25-Jul-2007,Hindalco Industries Limited,23-Jul-2007,1,-,INE038A01020,-,-,-,EQ,Agm,HINDALCO,Hindalco Industries Ltd.,,
,,HINDALCO,16-Mar-2007,1,,,,,16-Mar-2007,,Dividend - Rs 1.54 Per Share,HINDALCO,HINDALCO,,yahoo
