an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
14-Aug-2026 11:40:46,3.07 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_14082026113931_Letter2SE14082026.pdf,Bosch Limited has informed the Exchange about the ESG Ratings provided by Crisil,,,General Updates,00:00:01,14082026114046,14-Aug-2026 11:40:47,3.07 MB,True,,,106743703,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-14 11:40:46,BOSCHLTD
13-Aug-2026 17:31:51,3.21 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2024_13082026173013_L2SETranscriptAug2026.pdf,Bosch Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,13082026173151,13-Aug-2026 17:31:52,3.21 MB,True,,,106742135,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-13 17:31:51,BOSCHLTD
12-Aug-2026 13:46:56,1.97 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_12082026134602_LettertoexchangenewspaperADAug26signed.pdf,Bosch Limited has informed the Exchange about Copy of Newspaper Publication,,,Copy of Newspaper Publication,00:00:01,12082026134656,12-Aug-2026 13:46:57,1.97 MB,True,,,106738755,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-12 13:46:56,BOSCHLTD
11-Aug-2026 20:30:11,3.60 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2026_11082026202842_AGMoutcome11082026.pdf,"Bosch Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 11, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",,,Shareholders meeting,00:00:01,11082026203011,11-Aug-2026 20:30:12,3.60 MB,True,,,106737781,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-11 20:30:11,BOSCHLTD
11-Aug-2026 18:23:42,7.20 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2026_11082026182329_Letter2SEChairspeech.pdf,Bosch Limited has informed the Exchange regarding 'Chairman's Speech'.,,,Updates,00:00:01,11082026182342,11-Aug-2026 18:23:43,7.20 MB,True,,,106737327,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-11 18:23:42,BOSCHLTD
11-Aug-2026 18:20:29,7.20 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2026_11082026181955_Letter2SEChairspeech.pdf,Bosch Limited has informed the Exchange regarding 'Chairman's Speech'.,,,Updates,00:00:01,11082026182029,11-Aug-2026 18:20:30,7.20 MB,True,,,106737301,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-11 18:20:29,BOSCHLTD
10-Aug-2026 18:49:41,3.74 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2026_10082026184927_L2SEQ1FY202627Presentation.pdf,Bosch Limited has informed the Exchange about Investor Presentation,,,Investor Presentation,00:00:01,10082026184941,10-Aug-2026 18:49:42,3.74 MB,True,,,106735192,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-10 18:49:41,BOSCHLTD
10-Aug-2026 18:32:00,4.55 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2026_10082026183118_Letter2SE10082026.pdf,"Bosch Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",,,Outcome of Board Meeting,00:00:02,10082026183200,10-Aug-2026 18:32:02,4.55 MB,True,,,106735113,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-10 18:32:00,BOSCHLTD
05-Aug-2026 13:24:43,4.07 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_05082026132340_IntimationlettertoSE05082026sign.pdf,Bosch Limited has informed the Exchange about Copy of Newspaper Publication,,,Copy of Newspaper Publication,00:00:01,05082026132443,05-Aug-2026 13:24:44,4.07 MB,True,,,106726057,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-05 13:24:43,BOSCHLTD
03-Aug-2026 11:05:22,3.10 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_03082026110413_LettertoSE03082026.pdf,Bosch Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,03082026110522,03-Aug-2026 11:05:23,3.10 MB,True,,,106721493,Auto Ancillaries,INE323A01026,Bosch Limited,2026-08-03 11:05:22,BOSCHLTD
20-Jul-2026 10:58:30,3.16 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_20072026105805_L2SE20July2026.pdf,Bosch Limited has informed the Exchange regarding 'Intimation about the receipt of trading approval'.,,,Updates,00:00:00,20072026105830,20-Jul-2026 10:58:30,3.16 MB,True,,,106703097,Auto Ancillaries,INE323A01026,Bosch Limited,2026-07-20 10:58:30,BOSCHLTD
13-Jul-2026 10:40:43,5.87 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_13072026104031_Letter2SEAGM2026AD.pdf,Bosch Limited has informed the Exchange about Copy of Newspaper Publication for the 74th AGM,,,Copy of Newspaper Publication,00:00:01,13072026104043,13-Jul-2026 10:40:44,5.87 MB,True,,,106695229,Auto Ancillaries,INE323A01026,Bosch Limited,2026-07-13 10:40:43,BOSCHLTD
10-Jul-2026 17:25:08,3.16 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_10072026172457_Letter2SE10072026.pdf,Bosch Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,10072026172508,10-Jul-2026 17:25:09,3.16 MB,True,,,106693807,Auto Ancillaries,INE323A01026,Bosch Limited,2026-07-10 17:25:08,BOSCHLTD
09-Jul-2026 13:52:27,6.50 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_09072026135213_Lettter2SE09072026.pdf,"Bosch Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the period April 01, 2026 to June 30, 2026",,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",00:00:01,09072026135227,09-Jul-2026 13:52:28,6.50 MB,True,,,106691858,Auto Ancillaries,INE323A01026,Bosch Limited,2026-07-09 13:52:27,BOSCHLTD
01-Jul-2026 16:35:27,2.92 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_01072026163451_01072026_Letter_to_SE_-_RBIC_WOS.pdf,Bosch Limited has informed the Exchange about Bosch Chassis Systems India Private Limited becoming a Wholly Owned Subsidiary of the Company,,,General Updates,00:00:01,01072026163527,01-Jul-2026 16:35:28,2.92 MB,True,,,106683358,Auto Ancillaries,INE323A01026,Bosch Limited,2026-07-01 16:35:27,BOSCHLTD
24-Jun-2026 12:20:44,2.95 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_24062026122025_Letter2SE24062026.pdf,"Bosch Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,Trading Window,00:00:00,24062026122044,24-Jun-2026 12:20:44,2.95 MB,True,,,106672181,Auto Ancillaries,INE323A01026,Bosch Limited,2026-06-24 12:20:44,BOSCHLTD
22-Jun-2026 18:27:52,3.38 MB,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_22062026182655_Lettertostockexchange220626.pdf,Bosch Limited has informed the Exchange about Copy of Newspaper Publication,,,Copy of Newspaper Publication,00:00:01,22062026182752,22-Jun-2026 18:27:53,3.38 MB,True,,,106669852,Auto Ancillaries,INE323A01026,Bosch Limited,2026-06-22 18:27:52,BOSCHLTD
