symbol,event_type,mode,buy,sell,hold,n_train,train_avg,train_win,n_test,test_avg,test_win,test_t,placebo,edge
20MICRONS,ANNOUNCEMENT,descriptive,-6,0,6,122,2.182329793490336,63.934426229508205,53,1.9074383755159143,54.71698113207547,1.890636259778937,0.5215959253400653,1.385842450175849
20MICRONS,ANNOUNCEMENT,tradeable,2,6,4,122,0.7489014792280837,50.0,52,-0.12451841153696729,44.230769230769226,-0.15493899416947476,0.31576520149514975,-0.44028361303211705
20MICRONS,RESULTS,descriptive,2,12,10,49,0.9683455668557208,55.10204081632652,22,0.18910415157682486,45.45454545454545,0.09208016830946994,1.322614039858855,-1.1335098882820303
20MICRONS,RESULTS,tradeable,-5,-1,4,38,1.144308221695288,55.26315789473685,16,1.5618384661011835,62.5,1.2660805760806493,0.9889267962710555,0.572911669830128
ADANIENT,ANNOUNCEMENT,descriptive,-8,9,17,261,5.373050789977736,63.601532567049816,109,0.7177974762934864,48.62385321100918,0.9100406741478319,0.1558255548974361,0.5619719213960503
ADANIENT,ANNOUNCEMENT,tradeable,0,11,11,134,2.751110619374582,62.68656716417911,40,-0.5356076190507691,35.0,-0.8052221660136641,0.3794984485718682,-0.9151060676226374
ADANIENT,RESULTS,descriptive,-8,4,12,51,3.61761141075043,62.745098039215684,23,3.6975738786468466,65.21739130434783,2.5978463935050273,3.133733470986249,0.5638404076605976
ADANIENT,RESULTS,tradeable,-3,4,7,51,0.6972549144310689,60.78431372549019,23,1.6186022988611513,56.52173913043478,1.1112119286204876,1.9801661331743048,-0.36156383431315353
ADANIPORTS,ANNOUNCEMENT,descriptive,-4,4,8,310,0.8402253566036173,57.74193548387097,133,1.2601637369832175,58.64661654135338,3.0876252142456626,0.5561890759223629,0.7039746610608546
ADANIPORTS,ANNOUNCEMENT,tradeable,0,9,9,174,1.3745349405450042,58.04597701149425,63,0.5968802483502937,52.38095238095239,1.0761110380050318,0.8426916380669869,-0.24581138971669314
ADANIPORTS,RESULTS,descriptive,-2,5,7,51,0.23406183154864413,58.82352941176471,22,1.7400174240973423,59.09090909090909,1.5213448149980546,0.6713674873645783,1.068649936732764
ADANIPORTS,RESULTS,tradeable,-2,5,7,51,0.23406183154864413,58.82352941176471,22,1.7400174240973423,59.09090909090909,1.5213448149980546,0.6713674873645783,1.068649936732764
ALLCARGO,ANNOUNCEMENT,descriptive,-7,3,10,276,0.872577631893162,53.2608695652174,118,-4.484372331475299,30.508474576271187,-3.5354437264418195,-2.3613581787260873,-2.123014152749212
ALLCARGO,ANNOUNCEMENT,tradeable,0,12,12,119,0.7351218784690067,53.78151260504202,35,-0.19225499418417463,42.857142857142854,-0.11170362943320383,-2.791174320594502,2.598919326410327
ALLCARGO,RESULTS,descriptive,-8,0,8,53,0.9007837326558563,58.490566037735846,23,-2.312564106715575,30.434782608695656,-1.898437483390792,-0.59328819765797,-1.719275909057605
ALLCARGO,RESULTS,tradeable,2,3,1,53,0.32074835979639127,52.83018867924528,23,1.2476541256759117,69.56521739130434,1.8448713341790235,-0.005379396608465287,1.253033522284377
ALMONDZ,ANNOUNCEMENT,descriptive,-3,8,11,118,1.5165203724378242,57.6271186440678,50,1.846268236864974,48.0,1.0408048920760573,1.2324212206261016,0.6138470162388725
ALMONDZ,ANNOUNCEMENT,tradeable,0,8,8,44,1.2230200197157945,56.81818181818182,28,-0.6112900032547275,53.57142857142857,-0.41838132708522585,0.8161715934831162,-1.4274615967378437
ALMONDZ,RESULTS,descriptive,1,8,7,51,1.6479205397326253,60.78431372549019,22,3.2241648720036826,63.63636363636363,1.3858467531620369,2.383780467891186,0.8403844041124966
ALMONDZ,RESULTS,tradeable,1,8,7,51,1.6479205397326253,60.78431372549019,22,3.2241648720036826,63.63636363636363,1.3858467531620369,2.383780467891186,0.8403844041124966
APOLLOHOSP,ANNOUNCEMENT,descriptive,-7,10,17,156,3.1287978997625068,65.38461538461539,70,1.418445958948137,64.28571428571429,2.38283150871723,0.3949887092204601,1.023457249727677
APOLLOHOSP,ANNOUNCEMENT,tradeable,0,2,2,88,0.7211299284030785,59.09090909090909,31,-0.20056601377309435,41.935483870967744,-0.6293415949040669,0.16897056670994243,-0.3695365804830368
APOLLOHOSP,RESULTS,descriptive,-7,2,9,51,2.4189784874270375,70.58823529411765,23,4.39330251599064,69.56521739130434,2.7397821895376904,1.131326701593657,3.261975814396983
APOLLOHOSP,RESULTS,tradeable,-5,0,5,38,2.4583792583948836,73.68421052631578,20,1.9279560289743203,60.0,1.6841745721567936,0.7346905274430231,1.1932655015312972
ASIANPAINT,ANNOUNCEMENT,descriptive,0,12,12,279,1.3689797200842218,62.00716845878136,118,-0.6506913608059541,43.22033898305085,-1.7711790623700228,-0.9215088379778792,0.27081747717192506
ASIANPAINT,ANNOUNCEMENT,tradeable,0,12,12,140,1.462353340237469,60.71428571428571,52,-0.970967675557614,38.46153846153847,-1.8982245926892947,-0.9215088379778792,-0.04945883757973479
ASIANPAINT,RESULTS,descriptive,0,9,9,51,2.0332218962669604,76.47058823529412,22,-0.579983544105601,45.45454545454545,-0.5178132939151286,-0.9062806170537477,0.3262970729481467
ASIANPAINT,RESULTS,tradeable,0,9,9,51,2.0332218962669604,76.47058823529412,22,-0.579983544105601,45.45454545454545,-0.5178132939151286,-0.9062806170537477,0.3262970729481467
AXISBANK,ANNOUNCEMENT,descriptive,-8,2,10,739,0.026602227666569875,52.503382949932345,321,0.6890971719769077,60.747663551401864,3.435226725017945,0.27985728561110496,0.4092398863658027
AXISBANK,ANNOUNCEMENT,tradeable,0,7,7,208,0.05512387006526848,51.442307692307686,59,-0.11553861275074859,45.76271186440678,-0.22710138930299492,0.19171879939099126,-0.30725741214173985
AXISBANK,RESULTS,descriptive,-8,9,17,51,3.2937970925420292,68.62745098039215,22,-0.01642324940156279,54.54545454545454,-0.010377334480916357,0.12693222926090902,-0.1433554786624718
AXISBANK,RESULTS,tradeable,-1,12,13,51,2.4805728660519835,66.66666666666666,22,-0.09135383307512461,40.909090909090914,-0.061171302737428726,0.1444316295963222,-0.2357854626714468
BAJAJ-AUTO,ANNOUNCEMENT,descriptive,-8,6,14,311,0.7469927146292921,57.556270096463024,133,1.7167207802756526,63.90977443609023,4.01591762759538,1.0482826579952582,0.6684381222803943
BAJAJ-AUTO,ANNOUNCEMENT,tradeable,0,4,4,267,0.34496414212805043,53.18352059925093,76,0.3932030972228147,48.68421052631579,1.200299027923647,0.34142674976552867,0.05177634745728604
BAJAJ-AUTO,RESULTS,descriptive,-7,12,19,47,1.9319626708207769,65.95744680851064,21,0.5811218532936736,47.61904761904761,0.4039852533340547,0.6756027509006566,-0.09448089760698297
