,-5,-4,-3,-2,-1,0,1,2,3,4,5
2018-07-02,-0.002461802491993237,-0.026009603482057497,0.002290410013406574,-0.013926717422456658,0.017278474953018597,-0.0068656242741641504,0.007141597530364807,0.01281341552494375,-0.023984975598999814,0.011399962554390575,0.012549497843602486
2018-07-05,-0.013926717422456658,0.017278474953018597,-0.0068656242741641504,0.007141597530364807,0.01281341552494375,-0.023984975598999814,0.011399962554390575,0.012549497843602486,0.0199896828429722,0.01267581288232944,0.03508216512303619
2018-07-23,-0.014012177165682371,0.008496315892394968,0.002690383580824185,0.013384602339390539,0.016695142447599398,-0.01416924251362539,-0.012816031907780912,0.003987085740099872,-0.007206381967235886,0.007342899319987772,0.015420510311106916
2018-08-03,0.007342899319987772,0.015420510311106916,0.026786022546264388,0.006261051803165496,-0.011182469055737387,-0.002964099549905841,0.010982067571437604,-0.0072498342608932065,0.022972988455767007,-0.001602690300733789,-0.007697873755900475
2018-08-14,-0.0072498342608932065,0.022972988455767007,-0.001602690300733789,-0.007697873755900475,-0.007249353262221536,0.012293502846836057,-0.0037182713492410757,-0.005070725850099711,0.01881578625974356,0.008302565806439066,0.01681590130806998
2018-09-10,-0.0016644202269455732,0.015771000346179842,-0.008274641184449982,0.022812374243341926,0.009111174218434881,-0.004763320965067819,-0.0012858863181433033,0.004657393473251892,-0.012260366419984736,-0.009808720624281952,0.0015501916880640287
2018-10-19,0.008577968654953305,0.01238270875824421,0.007897646287680082,0.014228570525072426,0.0017016673591293552,-0.029127122616634638,-0.029436680329841813,0.0021280856564473982,-0.016168080171382715,-0.004530552267337451,0.023051655009728167
2018-10-19,0.008577968654953305,0.01238270875824421,0.007897646287680082,0.014228570525072426,0.0017016673591293552,-0.029127122616634638,-0.029436680329841813,0.0021280856564473982,-0.016168080171382715,-0.004530552267337451,0.023051655009728167
2018-11-28,-0.0009969046829185757,-0.016271128031919213,-0.002115442372814358,-0.0034187297609042933,0.011262536016403368,0.017624240805838243,0.0016478778338047118,-0.002475185511771838,-0.010150592856084883,-0.0022794550709118733,0.01044044448958581
2018-12-24,0.008242542038722434,0.0038837460270637614,-0.005019879170476971,-0.005922669312897089,-0.0069825347861416365,-0.0016281589892708226,0.0022247732530185083,0.015238234993703692,-0.0026545142488094697,-0.004064399442188837,-0.006575137090230387
2018-12-31,-0.0069825347861416365,-0.0016281589892708226,0.0022247732530185083,0.015238234993703692,-0.0026545142488094697,-0.004064399442188837,-0.006575137090230387,-0.0011954228774029296,0.0002363615967091448,0.0014085440137026062,-0.0029080876938905043
