audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl,seqNumber_int
Un-Audited,N,2015-01-19 11:45:02,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:01,19-Jan-2015 11:48:03,19-Jan-2015 11:45,01-Apr-2014 To 31-Mar-2015,Old,2014-10-01,Non-Ind-AS,-,INE002A01018,N,01-Oct-201431-Dec-2014Q3UNNCAERELIANCE,Quarterly,-,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_125067.html,125067,RELIANCE,2014-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,125067
Un-Audited,N,2015-01-19 11:45:03,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:00,19-Jan-2015 11:48:03,19-Jan-2015 11:45,01-Apr-2014 To 31-Mar-2015,Old,2014-10-01,Non-Ind-AS,-,INE002A01018,N,01-Oct-201431-Dec-2014Q3UNNNAERELIANCE,Quarterly,-,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_125068.html,125068,RELIANCE,2014-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,125068
Audited,N,2015-04-20 11:41:02,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:02,20-Apr-2015 11:44:04,20-Apr-2015 11:41,01-Apr-2014 To 31-Mar-2015,Old,2015-01-01,Non-Ind-AS,-,INE002A01018,N,01-Jan-201531-Mar-2015Q4ANNCAERELIANCE,Quarterly,-,Fourth Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_127133.html,127133,RELIANCE,2015-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,127133
Audited,N,2015-04-20 11:41:03,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:01,20-Apr-2015 11:44:04,20-Apr-2015 11:41,01-Apr-2014 To 31-Mar-2015,Old,2015-01-01,Non-Ind-AS,-,INE002A01018,N,01-Jan-201531-Mar-2015Q4ANNNAERELIANCE,Quarterly,-,Fourth Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_127135.html,127135,RELIANCE,2015-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,127135
Audited,N,2016-04-25 17:43:54,Reliance Industries Limited,Non-Consolidated,Cumulative,00:02:08,25-Apr-2016 17:46:02,25-Apr-2016 17:43,01-Apr-2015 To 31-Mar-2016,Old,2015-04-01,Non-Ind-AS,-,INE002A01018,N,01-Apr-201531-Mar-2016ANANCNAERELIANCE,Annual,-,Annual,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1006257.html,1006257,RELIANCE,2016-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1006257
Audited,N,2016-04-25 17:43:55,Reliance Industries Limited,Consolidated,Cumulative,00:02:16,25-Apr-2016 17:46:11,25-Apr-2016 17:43,01-Apr-2015 To 31-Mar-2016,Old,2015-04-01,Non-Ind-AS,-,INE002A01018,N,01-Apr-201531-Mar-2016ANANCCAERELIANCE,Annual,-,Annual,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1006259.html,1006259,RELIANCE,2016-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1006259
Un-Audited,N,2016-09-29 21:44:46,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:16,29-Sep-2016 21:48:02,29-Sep-2016 21:44,01-Apr-2016 To 31-Mar-2017,Old,2016-04-01,Ind-AS,-,INE002A01018,N,01-Apr-201630-Jun-2016Q1UNNNIERELIANCE,Quarterly,I,First Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014341.html,1014341,RELIANCE,2016-06-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014341
Un-Audited,N,2016-09-29 21:44:47,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:28,29-Sep-2016 21:48:15,29-Sep-2016 21:44,01-Apr-2015 To 31-Mar-2016,Old,2016-01-01,Ind-AS,-,INE002A01018,N,01-Jan-201631-Mar-2016Q4UNNNIERELIANCE,Quarterly,I,Fourth Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014342.html,1014342,RELIANCE,2016-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1014342
Un-Audited,N,2016-09-29 21:44:48,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:32,29-Sep-2016 21:48:20,29-Sep-2016 21:44,01-Apr-2015 To 31-Mar-2016,Old,2015-04-01,Ind-AS,-,INE002A01018,N,01-Apr-201530-Jun-2015Q1UNNNIERELIANCE,Quarterly,I,First Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014343.html,1014343,RELIANCE,2015-06-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014343
Un-Audited,N,2016-09-29 21:44:49,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:36,29-Sep-2016 21:48:25,29-Sep-2016 21:44,01-Apr-2016 To 31-Mar-2017,Old,2016-04-01,Ind-AS,-,INE002A01018,N,01-Apr-201630-Jun-2016Q1UNNCIERELIANCE,Quarterly,I,First Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014344.html,1014344,RELIANCE,2016-06-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014344
Un-Audited,N,2016-09-29 21:44:50,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:40,29-Sep-2016 21:48:30,29-Sep-2016 21:44,01-Apr-2015 To 31-Mar-2016,Old,2016-01-01,Ind-AS,-,INE002A01018,N,01-Jan-201631-Mar-2016Q4UNNCIERELIANCE,Quarterly,I,Fourth Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014345.html,1014345,RELIANCE,2016-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1014345
Un-Audited,N,2016-09-29 21:44:51,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:43,29-Sep-2016 21:48:34,29-Sep-2016 21:44,01-Apr-2015 To 31-Mar-2016,Old,2015-04-01,Ind-AS,-,INE002A01018,N,01-Apr-201530-Jun-2015Q1UNNCIERELIANCE,Quarterly,I,First Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014346.html,1014346,RELIANCE,2015-06-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014346
Un-Audited,N,2016-10-25 19:49:58,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:05,25-Oct-2016 19:52:03,25-Oct-2016 19:49,01-Apr-2016 To 31-Mar-2017,Old,2016-07-01,Ind-AS,-,INE002A01018,N,01-Jul-201630-Sep-2016Q2UNNNIERELIANCE,Quarterly,I,Second Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014680.html,1014680,RELIANCE,2016-09-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014680
Un-Audited,N,2016-10-25 19:49:59,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:16,25-Oct-2016 19:52:15,25-Oct-2016 19:49,01-Apr-2015 To 31-Mar-2016,Old,2015-07-01,Ind-AS,-,INE002A01018,N,01-Jul-201530-Sep-2015Q2UNNNIERELIANCE,Quarterly,I,Second Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014681.html,1014681,RELIANCE,2015-09-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014681
Un-Audited,N,2016-10-25 19:50:01,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:19,25-Oct-2016 19:52:20,25-Oct-2016 19:50,01-Apr-2016 To 31-Mar-2017,Old,2016-07-01,Ind-AS,-,INE002A01018,N,01-Jul-201630-Sep-2016Q2UNNCIERELIANCE,Quarterly,I,Second Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014682.html,1014682,RELIANCE,2016-09-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014682
Un-Audited,N,2016-10-25 19:50:04,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:59,25-Oct-2016 19:54:03,25-Oct-2016 19:50,01-Apr-2015 To 31-Mar-2016,Old,2015-07-01,Ind-AS,-,INE002A01018,N,01-Jul-201530-Sep-2015Q2UNNCIERELIANCE,Quarterly,I,Second Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1014683.html,1014683,RELIANCE,2015-09-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1014683
Un-Audited,N,2017-01-17 10:47:03,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:02,17-Jan-2017 10:50:05,17-Jan-2017 10:47,01-Apr-2016 To 31-Mar-2017,Old,2016-10-01,Ind-AS,-,INE002A01018,N,01-Oct-201631-Dec-2016Q3UNNNIERELIANCE,Quarterly,I,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1017717.html,1017717,RELIANCE,2016-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1017717
Un-Audited,N,2017-01-17 11:20:32,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:33,17-Jan-2017 11:24:05,17-Jan-2017 11:20,01-Apr-2015 To 31-Mar-2016,Old,2015-10-01,Ind-AS,-,INE002A01018,N,01-Oct-201531-Dec-2015Q3UNNNIERELIANCE,Quarterly,I,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1017718.html,1017718,RELIANCE,2015-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1017718
Un-Audited,N,2017-01-17 13:49:02,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:02,17-Jan-2017 13:52:04,17-Jan-2017 13:49,01-Apr-2016 To 31-Mar-2017,Old,2016-10-01,Ind-AS,-,INE002A01018,N,01-Oct-201631-Dec-2016Q3UNNCIERELIANCE,Quarterly,I,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1017719.html,1017719,RELIANCE,2016-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1017719
Un-Audited,N,2017-01-17 14:44:44,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:21,17-Jan-2017 14:48:05,17-Jan-2017 14:44,01-Apr-2015 To 31-Mar-2016,Old,2015-10-01,Ind-AS,-,INE002A01018,N,01-Oct-201531-Dec-2015Q3UNNCIERELIANCE,Quarterly,I,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1017720.html,1017720,RELIANCE,2015-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1017720
Audited,N,2017-06-18 14:54:01,Reliance Industries Limited,Non-Consolidated,Cumulative,00:04:01,18-Jun-2017 14:58:02,18-Jun-2017 14:54,01-Apr-2016 To 31-Mar-2017,Old,2016-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201631-Mar-2017ANANCNNERELIANCE,Annual,N,Annual,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1027173.html,1027173,RELIANCE,2017-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1027173
Audited,N,2017-06-18 14:54:03,Reliance Industries Limited,Consolidated,Cumulative,00:04:14,18-Jun-2017 14:58:17,18-Jun-2017 14:54,01-Apr-2016 To 31-Mar-2017,Old,2016-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201631-Mar-2017ANANCCNERELIANCE,Annual,N,Annual,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1027175.html,1027175,RELIANCE,2017-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1027175
Un-Audited,N,2017-07-26 17:23:09,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:54,26-Jul-2017 17:26:03,26-Jul-2017 17:23,01-Apr-2017 To 31-Mar-2018,Old,2017-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201730-Jun-2017Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1027843.html,1027843,RELIANCE,2017-06-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1027843
Un-Audited,N,2017-07-26 17:21:33,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:30,26-Jul-2017 17:24:03,26-Jul-2017 17:21,01-Apr-2017 To 31-Mar-2018,Old,2017-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201730-Jun-2017Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1027844.html,1027844,RELIANCE,2017-06-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1027844
Un-Audited,N,2017-10-17 14:47:06,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:11,17-Oct-2017 14:50:17,17-Oct-2017 14:47,01-Apr-2017 To 31-Mar-2018,Old,2017-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-201730-Sep-2017Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1031664.html,1031664,RELIANCE,2017-09-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1031664
Un-Audited,N,2017-10-17 14:47:06,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:58,17-Oct-2017 14:50:04,17-Oct-2017 14:47,01-Apr-2017 To 31-Mar-2018,Old,2017-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-201730-Sep-2017Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1031665.html,1031665,RELIANCE,2017-09-30,https://nsearchives.nseindia.com/corporate/xbrl/-,1031665
Un-Audited,N,2018-01-24 14:08:15,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:04:05,24-Jan-2018 14:12:20,24-Jan-2018 14:08,01-Apr-2017 To 31-Mar-2018,Old,2017-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-201731-Dec-2017Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1035297.html,1035297,RELIANCE,2017-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1035297
Un-Audited,N,2018-01-24 14:08:15,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:48,24-Jan-2018 14:12:03,24-Jan-2018 14:08,01-Apr-2017 To 31-Mar-2018,Old,2017-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-201731-Dec-2017Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,https://nsearchives.nseindia.com/archives/financial_results/financial_res_RELIANCE_1035298.html,1035298,RELIANCE,2017-12-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1035298
Audited,N,2018-06-13 11:17:19,Reliance Industries Limited,Non-Consolidated,Cumulative,00:03:17,13-Jun-2018 11:20:36,13-Jun-2018 11:17,01-Apr-2017 To 31-Mar-2018,New,2017-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201731-Mar-2018ANANCNNERELIANCE,Annual,N,Annual,,,1038929,RELIANCE,2018-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1038929
Audited,N,2018-06-13 11:16:39,Reliance Industries Limited,Consolidated,Cumulative,00:03:26,13-Jun-2018 11:20:05,13-Jun-2018 11:16,01-Apr-2017 To 31-Mar-2018,New,2017-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201731-Mar-2018ANANCCNERELIANCE,Annual,N,Annual,,,1038931,RELIANCE,2018-03-31,https://nsearchives.nseindia.com/corporate/xbrl/-,1038931
Un-Audited,N,2018-08-07 17:12:30,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:33,07-Aug-2018 17:16:03,07-Aug-2018 17:12,01-Apr-2018 To 31-Mar-2019,New,2018-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201830-Jun-2018Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,,1047325,RELIANCE,2018-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_37521_30148_27072018083524_WEB.xml,1047325
Un-Audited,N,2018-08-07 17:10:30,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:33,07-Aug-2018 17:14:03,07-Aug-2018 17:10,01-Apr-2018 To 31-Mar-2019,New,2018-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201830-Jun-2018Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,,1047326,RELIANCE,2018-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_37522_30151_27072018083745_WEB.xml,1047326
Un-Audited,N,2018-10-22 12:19:23,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:40,22-Oct-2018 12:22:03,22-Oct-2018 12:19,01-Apr-2018 To 31-Mar-2019,New,2018-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-201830-Sep-2018Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,,1049730,RELIANCE,2018-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_39347_52379_17102018080350_WEB.xml,1049730
Un-Audited,N,2018-10-19 16:56:14,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:50,19-Oct-2018 17:00:04,19-Oct-2018 16:56,01-Apr-2018 To 31-Mar-2019,New,2018-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-201830-Sep-2018Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,,1049734,RELIANCE,2018-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_39349_52383_17102018080748_WEB.xml,1049734
Un-Audited,N,2019-01-17 19:52:25,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:38,17-Jan-2019 19:56:03,17-Jan-2019 19:52,01-Apr-2018 To 31-Mar-2019,New,2018-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-201831-Dec-2018Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1054506,RELIANCE,2018-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_41556_74178_17012019065221_WEB.xml,1054506
Un-Audited,N,2019-01-17 19:50:01,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:07,17-Jan-2019 19:52:08,17-Jan-2019 19:50,01-Apr-2018 To 31-Mar-2019,New,2018-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-201831-Dec-2018Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1054508,RELIANCE,2018-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_41557_74182_17012019065604_WEB.xml,1054508
Audited,N,2019-05-06 14:20:23,Reliance Industries Limited,Non-Consolidated,Cumulative,00:03:45,06-May-2019 14:24:08,06-May-2019 14:20,01-Apr-2018 To 31-Mar-2019,New,2018-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201831-Mar-2019ANANCNNERELIANCE,Annual,N,Annual,,,1059015,RELIANCE,2019-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_43585_97150_19042019113343_WEB.xml,1059015
Audited,N,2019-05-06 14:13:27,Reliance Industries Limited,Consolidated,Cumulative,00:02:42,06-May-2019 14:16:09,06-May-2019 14:13,01-Apr-2018 To 31-Mar-2019,New,2018-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201831-Mar-2019ANANCCNERELIANCE,Annual,N,Annual,,,1059017,RELIANCE,2019-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_43586_97155_19042019114014_WEB.xml,1059017
Un-Audited,N,2019-07-19 19:21:23,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:01:55,19-Jul-2019 19:23:18,19-Jul-2019 19:21,01-Apr-2019 To 31-Mar-2020,New,2019-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201930-Jun-2019Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,,1064973,RELIANCE,2019-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_46064_121945_19072019072122_WEB.xml,1064973
Un-Audited,N,2019-07-19 19:24:04,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:15,19-Jul-2019 19:27:19,19-Jul-2019 19:24,01-Apr-2019 To 31-Mar-2020,New,2019-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201930-Jun-2019Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,,1064974,RELIANCE,2019-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_46065_121955_19072019072403_WEB.xml,1064974
Un-Audited,N,2019-10-18 20:36:11,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:03:53,18-Oct-2019 20:40:04,18-Oct-2019 20:36,01-Apr-2019 To 31-Mar-2020,New,2019-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-201930-Sep-2019Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,,1068834,RELIANCE,2019-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_48646_154045_18102019083610_WEB.xml,1068834
Un-Audited,N,2019-10-18 20:50:42,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:21,18-Oct-2019 20:54:03,18-Oct-2019 20:50,01-Apr-2019 To 31-Mar-2020,New,2019-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-201930-Sep-2019Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,,1068838,RELIANCE,2019-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_48648_154061_18102019085041_WEB.xml,1068838
Un-Audited,N,2020-01-17 19:37:39,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:24,17-Jan-2020 19:40:03,17-Jan-2020 19:37,01-Apr-2019 To 31-Mar-2020,New,2019-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-201931-Dec-2019Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1074544,RELIANCE,2019-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_51508_205237_17012020073738_WEB.xml,1074544
Un-Audited,N,2020-01-17 19:40:25,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:38,17-Jan-2020 19:44:03,17-Jan-2020 19:40,01-Apr-2019 To 31-Mar-2020,New,2019-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-201931-Dec-2019Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1074546,RELIANCE,2019-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_51509_205240_17012020074024_WEB.xml,1074546
Audited,N,2020-04-30 22:13:45,Reliance Industries Limited,Non-Consolidated,Cumulative,00:02:18,30-Apr-2020 22:16:03,30-Apr-2020 22:13,01-Apr-2019 To 31-Mar-2020,New,2019-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201931-Mar-2020ANANCNNERELIANCE,Annual,N,Annual,,,1081418,RELIANCE,2020-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_54973_246431_30042020101344_WEB.xml,1081418
Audited,N,2020-06-03 11:45:47,Reliance Industries Limited,Consolidated,Cumulative,00:02:32,03-Jun-2020 11:48:19,03-Jun-2020 11:45,01-Apr-2019 To 31-Mar-2020,New,2019-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-201931-Mar-2020ANANCCNERELIANCE,Annual,N,Annual,,,1081420,RELIANCE,2020-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_54974_246436_30042020101801_WEB.xml,1081420
Un-Audited,N,2020-07-30 22:09:23,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:41,30-Jul-2020 22:12:04,30-Jul-2020 22:09,01-Apr-2020 To 31-Mar-2021,New,2020-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202030-Jun-2020Q1UNNNNERELIANCE,Quarterly,N,First Quarter,,,1088371,RELIANCE,2020-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_58733_300006_30072020100922_WEB.xml,1088371
Un-Audited,N,2020-07-30 22:11:41,Reliance Industries Limited,Consolidated,Non-cumulative,00:02:22,30-Jul-2020 22:14:03,30-Jul-2020 22:11,01-Apr-2020 To 31-Mar-2021,New,2020-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202030-Jun-2020Q1UNNCNERELIANCE,Quarterly,N,First Quarter,,,1088372,RELIANCE,2020-06-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_58734_300010_30072020101141_WEB.xml,1088372
Un-Audited,N,2020-10-30 21:03:24,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:41,30-Oct-2020 21:06:05,30-Oct-2020 21:03,01-Apr-2020 To 31-Mar-2021,New,2020-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202030-Sep-2020Q2UNNNNERELIANCE,Quarterly,N,Second Quarter,,,1093624,RELIANCE,2020-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_62733_353035_30102020090324_WEB.xml,1093624
Un-Audited,N,2020-10-30 21:05:03,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:01,30-Oct-2020 21:08:04,30-Oct-2020 21:05,01-Apr-2020 To 31-Mar-2021,New,2020-07-01,Ind-AS New,-,INE002A01018,N,01-Jul-202030-Sep-2020Q2UNNCNERELIANCE,Quarterly,N,Second Quarter,,,1093626,RELIANCE,2020-09-30,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_62734_353038_30102020090502_WEB.xml,1093626
Un-Audited,N,2021-01-22 20:25:55,Reliance Industries Limited,Non-Consolidated,Non-cumulative,00:02:11,22-Jan-2021 20:28:06,22-Jan-2021 20:25,01-Apr-2020 To 31-Mar-2021,New,2020-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202031-Dec-2020Q3UNNNNERELIANCE,Quarterly,N,Third Quarter,,,1100203,RELIANCE,2020-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_66240_397671_22012021082555_WEB.xml,1100203
Un-Audited,N,2021-01-22 20:27:23,Reliance Industries Limited,Consolidated,Non-cumulative,00:03:09,22-Jan-2021 20:30:32,22-Jan-2021 20:27,01-Apr-2020 To 31-Mar-2021,New,2020-10-01,Ind-AS New,-,INE002A01018,N,01-Oct-202031-Dec-2020Q3UNNCNERELIANCE,Quarterly,N,Third Quarter,,,1100205,RELIANCE,2020-12-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_66241_397674_22012021082723_WEB.xml,1100205
Audited,N,2021-04-30 20:00:27,Reliance Industries Limited,Non-Consolidated,Cumulative,00:03:39,30-Apr-2021 20:04:06,30-Apr-2021 20:00,01-Apr-2020 To 31-Mar-2021,New,2020-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202031-Mar-2021ANANCNNERELIANCE,Annual,N,Annual,,,1106823,RELIANCE,2021-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_69588_445283_30042021080022_WEB.xml,1106823
Audited,N,2021-04-30 20:02:12,Reliance Industries Limited,Consolidated,Cumulative,00:03:54,30-Apr-2021 20:06:06,30-Apr-2021 20:02,01-Apr-2020 To 31-Mar-2021,New,2020-04-01,Ind-AS New,-,INE002A01018,N,01-Apr-202031-Mar-2021ANANCCNERELIANCE,Annual,N,Annual,,,1106825,RELIANCE,2021-03-31,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_69589_445286_30042021080201_WEB.xml,1106825
