symbol,is_nifty50,financial_period,result_date_announced_to_nse,actual_result_declaration_date,prior_notice_days,intimation_details,raw_broadcast_time
RECLTD,NO,Quarterly Financial Results,2024-01-23,2024-01-23,0 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding outcome of Board Meeting held on January 23, 20",23-Jan-2024 14:15:31
SONACOMS,NO,Qtr ended 31-DEC-2023,N/A,2024-01-23,N/A,N/A,23-JAN-2024
UNITDSPR,NO,Qtr ended 31-DEC-2023,N/A,2024-01-23,N/A,N/A,23-JAN-2024
CIPLA,YES ✅,Qtr ended 31-DEC-2023,2023-12-22,2024-01-22,31 Days Prior Notice,Updates Cipla Limited has informed the Exchange regarding ''.Intimation under Reg 30 of  SEBI (Listing Obligations and D,22-JAN-2024
COFORGE,NO,Qtr ended 31-DEC-2023,2023-12-19,2024-01-22,34 Days Prior Notice,Updates Coforge Limited has informed the Exchange regarding 'Intimation under Regulation 30'.,22-JAN-2024
COLPAL,NO,Qtr ended 31-DEC-2023,N/A,2024-01-22,N/A,N/A,22-JAN-2024
ICICIBANK,YES ✅,Qtr ended 31-DEC-2023,2023-12-20,2024-01-20,31 Days Prior Notice,Updates ICICI Bank Limited has informed the Exchange regarding 'Intimation of receipt of RBI approval for re-appointment,20-JAN-2024
IDFCFIRSTB,NO,Qtr ended 31-DEC-2023,2024-01-15,2024-01-20,5 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates IDFC First Bank Limited has informed the Exchange about Earnings ,20-JAN-2024
IREDA,NO,Qtr ended 31-DEC-2023,N/A,2024-01-20,N/A,N/A,20-JAN-2024
KOTAKBANK,YES ✅,Qtr ended 31-DEC-2023,2023-12-28,2024-01-20,23 Days Prior Notice,"Updates Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",20-JAN-2024
PERSISTENT,NO,Qtr ended 31-DEC-2023,2023-12-16,2024-01-20,35 Days Prior Notice,Updates Persistent Systems Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the Securities,20-JAN-2024
UNIONBANK,NO,Qtr ended 31-DEC-2023,N/A,2024-01-20,N/A,N/A,20-JAN-2024
HINDUNILVR,YES ✅,Qtr ended 31-DEC-2023,2024-01-12,2024-01-19,7 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Intimation of Earnings Conference Call for the quarter ended 31st,19-JAN-2024
HINDZINC,NO,Qtr ended 31-DEC-2023,2024-01-12,2024-01-19,7 Days Prior Notice,Updates Hindustan Zinc Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (Listing ,19-JAN-2024
PAYTM,NO,Qtr ended 31-DEC-2023,2024-01-09,2024-01-19,10 Days Prior Notice,Outcome of Board Meeting One 97 Communications Limited has informed the Exchange regarding Outcome of Board Meeting held,19-JAN-2024
RBLBANK,NO,Qtr ended 31-DEC-2023,2024-01-04,2024-01-19,15 Days Prior Notice,Updates RBL Bank Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Disclosure ,19-JAN-2024
RELIANCE,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-19,N/A,N/A,19-JAN-2024
SUPREMEIND,NO,Qtr ended 31-DEC-2023,2024-01-16,2024-01-19,3 Days Prior Notice,Updates Supreme Industries Limited has informed the Exchange regarding 'Intimation regarding conversion of Statutory Aud,19-JAN-2024
INDUSINDBK,NO,Qtr ended 31-DEC-2023,2023-12-15,2024-01-18,34 Days Prior Notice,Updates Indusind Bank Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (Listing O,18-JAN-2024
POLYCAB,NO,Qtr ended 31-DEC-2023,2023-12-22,2024-01-18,27 Days Prior Notice,Updates Polycab India Limited has informed the Exchange regarding 'Intimation / clarification  on Search initiated by In,18-JAN-2024
ASIANPAINT,YES ✅,Qtr ended 31-DEC-2023,2023-12-14,2024-01-17,34 Days Prior Notice,Loss of Share Certificates Please find enclosed the intimation dated 12th December 2023 received from TSR ConsultantsPri,17-JAN-2024
ICICIPRULI,NO,Quarterly Financial Results,2024-01-17,2024-01-17,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of ,17-Jan-2024 20:01:42
ICICIPRULI,NO,Quarterly Financial Results,2024-01-17,2024-01-17,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of ,17-Jan-2024 19:59:33
LTM,NO,Qtr ended 31-DEC-2023,N/A,2024-01-17,N/A,N/A,17-JAN-2024
OFSS,NO,Qtr ended 31-DEC-2023,N/A,2024-01-17,N/A,N/A,17-JAN-2024
FEDERALBNK,NO,Qtr ended 31-DEC-2023,2024-01-04,2024-01-16,12 Days Prior Notice,Updates The Federal Bank  Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Di,16-JAN-2024
HDFCBANK,YES ✅,Qtr ended 31-DEC-2023,2023-12-28,2024-01-16,19 Days Prior Notice,Updates HDFC Bank Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligatio,16-JAN-2024
ICICIGI,NO,Quarterly Financial Results,2023-12-26,2024-01-16,21 Days Prior Notice,Outcome of Board Meeting ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of ,16-Jan-2024 19:26:39
MAHABANK,NO,Qtr ended 31-DEC-2023,N/A,2024-01-16,N/A,N/A,16-JAN-2024
ANGELONE,NO,Quarterly Financial Results,2024-01-15,2024-01-15,0 Days Prior Notice,"Financial Result Updates Angel One Limited has submitted to the Exchange, the financial results for the period ended Dec",2024-01-15 17:52:13
ANGELONE,NO,Quarterly Financial Results,2024-01-15,2024-01-15,0 Days Prior Notice,"Financial Result Updates Angel One Limited has submitted to the Exchange, the financial results for the period ended Dec",2024-01-15 17:48:13
ANGELONE,NO,Quarterly Financial Results,2024-01-15,2024-01-15,0 Days Prior Notice,"Financial Result Updates Angel One Limited has submitted to the Exchange, the financial results for the period ended Dec",2024-01-15 17:46:13
JIOFIN,YES ✅,Qtr ended 31-DEC-2023,2023-12-11,2024-01-15,35 Days Prior Notice,Reply to Clarification- Financial results The Exchange had sought clarification from Jio Financial Services Limited for ,15-JAN-2024
DMART,NO,Qtr ended 31-DEC-2023,2023-12-09,2024-01-13,35 Days Prior Notice,Updates Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,13-JAN-2024
HCLTECH,YES ✅,Qtr ended 31-DEC-2023,2023-12-13,2024-01-12,30 Days Prior Notice,Updates HCL Technologies Limited has informed the Exchange regarding 'Intimation of participation by the Company in the ,12-JAN-2024
HDFCLIFE,YES ✅,Qtr ended ,N/A,2024-01-12,N/A,N/A,12-Jan-2024
WIPRO,YES ✅,Qtr ended 31-DEC-2023,2023-12-19,2024-01-12,24 Days Prior Notice,Updates Wipro Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligations a,12-JAN-2024
HDFCAMC,NO,Qtr ended 31-DEC-2023,2024-01-04,2024-01-11,7 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates HDFC Asset Management Company Limited has informed the Exchange a,11-JAN-2024
INFY,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-11,N/A,N/A,11-JAN-2024
TCS,YES ✅,Qtr ended 31-DEC-2023,2023-12-31,2024-01-11,11 Days Prior Notice,Updates Tata Consultancy Services Limited has informed the Exchange regarding 'Intimation of merger of TSR Consultants P,11-JAN-2024
LICI,NO,Quarterly Financial Results,2023-12-11,2024-01-08,28 Days Prior Notice,Outcome of Board Meeting Life Insurance Corporation Of India has informed the Exchange regarding Outcome of Board Meetin,08-Jan-2024 17:40:37
ICICIGI,NO,Quarterly Financial Results,2023-12-26,2023-12-26,0 Days Prior Notice,Outcome of Board Meeting ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of ,26-Dec-2023 12:03:31
LICI,NO,Quarterly Financial Results,2023-11-10,2023-12-11,31 Days Prior Notice,"Financial Result Updates Life Insurance Corporation Of India has submitted to the Exchange, the financial results for th",11-Dec-2023 12:44:51
LICI,NO,Quarterly Financial Results,2023-11-10,2023-12-11,31 Days Prior Notice,"Financial Result Updates Life Insurance Corporation Of India has submitted to the Exchange, the financial results for th",11-Dec-2023 12:34:33
RECLTD,NO,Quarterly Financial Results,2023-10-26,2023-11-30,35 Days Prior Notice,Updates REC Limited has informed the Exchange regarding 'Intimation on Board Meeting-Updates'.,30-Nov-2023 12:46:45
ICICIGI,NO,Quarterly Financial Results,2023-10-18,2023-11-20,33 Days Prior Notice,"Financial Result Updates ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial re",20-Nov-2023 18:32:43
LICI,NO,Quarterly Financial Results,2023-10-31,2023-11-10,10 Days Prior Notice,Updates Life Insurance Corporation Of India has informed the Exchange regarding 'Clarification with regard to Board Meet,10-Nov-2023 17:06:32
MUTHOOTFIN,NO,Quarterly Financial Results,2023-11-09,2023-11-09,0 Days Prior Notice,Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on No,09-Nov-2023 18:05:03
MUTHOOTFIN,NO,Quarterly Financial Results,2023-11-09,2023-11-09,0 Days Prior Notice,Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on No,09-Nov-2023 17:51:48
PFC,NO,Qtr ended 30-SEP-2023,2023-11-08,2023-11-09,1 Days Prior Notice,"Financial Result Updates Power Finance Corporation Limited has submitted to the Exchange, the financial results for the ",09-NOV-2023
CHOLAFIN,NO,Qtr ended 30-SEP-2023,2023-11-02,2023-11-03,1 Days Prior Notice,"Financial Result Updates Cholamandalam Investment and Finance Company Limited has submitted to the Exchange, the financi",03-NOV-2023
RECLTD,NO,Quarterly Financial Results,2023-09-27,2023-11-01,35 Days Prior Notice,Outcome of Board Meeting REC Limited has informed the Exchange regarding  outcome of Board meeting,01-Nov-2023 13:04:10
LICI,NO,Quarterly Financial Results,2023-10-31,2023-10-31,0 Days Prior Notice,Updates Life Insurance Corporation Of India has informed the Exchange regarding 'Clarification with regard to Board Meet,31-Oct-2023 13:17:27
RECLTD,NO,Quarterly Financial Results,2023-09-27,2023-10-27,30 Days Prior Notice,Outcome of Board Meeting REC Limited has informed the Exchange regarding  outcome of Board meeting,27-Oct-2023 15:02:23
SBICARD,NO,Qtr ended 30-SEP-2023,N/A,2023-10-27,N/A,N/A,27-OCT-2023
SBILIFE,YES ✅,Qtr ended ,2023-09-25,2023-10-27,32 Days Prior Notice,Updates SBI Life Insurance Company Limited has informed the Exchange regarding 'Intimation under Regulation 30 read with,27-Oct-2023
RECLTD,NO,Quarterly Financial Results,2023-09-27,2023-10-26,29 Days Prior Notice,Outcome of Board Meeting REC Limited has informed the Exchange regarding  outcome of Board meeting,26-Oct-2023 19:23:04
SHRIRAMFIN,YES ✅,Qtr ended 30-SEP-2023,N/A,2023-10-26,N/A,N/A,26-OCT-2023
ICICIGI,NO,Quarterly Financial Results,2023-09-24,2023-10-18,24 Days Prior Notice,Outcome of Board Meeting ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meet,18-Oct-2023 19:14:34
ICICIPRULI,NO,Quarterly Financial Results,2023-09-15,2023-10-17,32 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation to investors on ,17-Oct-2023 18:44:12
ICICIPRULI,NO,Quarterly Financial Results,2023-09-15,2023-10-17,32 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation to investors on ,17-Oct-2023 18:39:09
HDFCLIFE,YES ✅,Qtr ended ,2023-10-06,2023-10-13,7 Days Prior Notice,Updates HDFC Life Insurance Company Limited has informed the Exchange regarding 'Update on the Board Meeting intimation ,13-Oct-2023
ANGELONE,NO,Quarterly Financial Results,2023-09-15,2023-10-12,27 Days Prior Notice,"Shareholders meeting Angel One Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, ",2023-10-12 17:56:13
ANGELONE,NO,Quarterly Financial Results,2023-09-15,2023-10-12,27 Days Prior Notice,"Shareholders meeting Angel One Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, ",2023-10-12 17:54:01
RECLTD,NO,Quarterly Financial Results,2023-09-20,2023-09-27,7 Days Prior Notice,Updates REC Limited has informed the Exchange regarding 'Intimation of incorporation of subsidiary company'.,27-Sep-2023 14:51:09
ICICIGI,NO,Quarterly Financial Results,2023-09-24,2023-09-24,0 Days Prior Notice,Outcome of Board Meeting ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meet,24-Sep-2023 15:13:21
ANGELONE,NO,Quarterly Financial Results,2023-08-16,2023-09-15,30 Days Prior Notice,Shareholders meeting Angel One Limited has informed the Exchange regarding Notice of Postal Ballot ,2023-09-15 19:31:06
ANGELONE,NO,Quarterly Financial Results,2023-07-13,2023-08-16,34 Days Prior Notice,"Financial Result Updates Angel One Limited has submitted to the Exchange, the financial results for the period ended Jun",2023-08-16 17:08:45
MUTHOOTFIN,NO,Quarterly Financial Results,2023-08-11,2023-08-11,0 Days Prior Notice,Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on Au,11-Aug-2023 16:42:45
LICI,NO,Quarterly Financial Results,2023-08-10,2023-08-10,0 Days Prior Notice,"Financial Result Updates Life Insurance Corporation Of India has submitted to the Exchange, the financial results for th",10-Aug-2023 18:07:44
ANGELONE,NO,Quarterly Financial Results,2023-07-13,2023-08-09,27 Days Prior Notice,"Financial Result Updates Angel One Limited has submitted to the Exchange, the financial results for the period ended Jun",2023-08-09 18:30:55
ANGELONE,NO,Quarterly Financial Results,2023-07-13,2023-08-09,27 Days Prior Notice,"Financial Result Updates Angel One Limited has submitted to the Exchange, the financial results for the period ended Jun",2023-08-09 18:24:20
RECLTD,NO,Quarterly Financial Results,2023-07-21,2023-07-26,5 Days Prior Notice,"Updates REC Limited has informed the Exchange regarding updates on Board Meeting dated July 26, 2023.",26-Jul-2023 15:48:14
RECLTD,NO,Quarterly Financial Results,2023-07-21,2023-07-26,5 Days Prior Notice,"Updates REC Limited has informed the Exchange regarding updates on Board Meeting dated July 26, 2023.",26-Jul-2023 15:40:47
SBILIFE,YES ✅,Qtr ended ,N/A,2023-07-25,N/A,N/A,25-Jul-2023
HDFCLIFE,YES ✅,Qtr ended ,N/A,2023-07-21,N/A,N/A,21-Jul-2023
RECLTD,NO,Quarterly Financial Results,2023-07-21,2023-07-21,0 Days Prior Notice,"Updates REC Limited has informed the Exchange regarding updates on Board Meeting dated July 26, 2023.",21-Jul-2023 18:53:35
ICICIGI,NO,Quarterly Financial Results,2023-07-13,2023-07-18,5 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates ICICI Lombard General Insurance Company Limited has informed the ,18-Jul-2023 17:51:37
ICICIGI,NO,Quarterly Financial Results,2023-07-13,2023-07-18,5 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates ICICI Lombard General Insurance Company Limited has informed the ,18-Jul-2023 17:48:55
ICICIPRULI,NO,Quarterly Financial Results,2023-06-21,2023-07-18,27 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation under regulation,18-Jul-2023 13:28:25
ICICIPRULI,NO,Quarterly Financial Results,2023-06-21,2023-07-18,27 Days Prior Notice,Updates ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding 'Intimation under regulation,18-Jul-2023 13:25:15
ANGELONE,NO,Quarterly Financial Results,2023-06-23,2023-07-14,21 Days Prior Notice,Shareholders meeting Regulation 30 and Regulation 44(3) of the SEBI (Listing Obligations and DisclosureRequirements) Reg,2023-07-14 16:48:25
ANGELONE,NO,Quarterly Financial Results,2023-06-23,2023-07-13,20 Days Prior Notice,Shareholders meeting Regulation 30 and Regulation 44(3) of the SEBI (Listing Obligations and DisclosureRequirements) Reg,2023-07-13 19:19:37
ANGELONE,NO,Quarterly Financial Results,2023-06-23,2023-07-13,20 Days Prior Notice,Shareholders meeting Regulation 30 and Regulation 44(3) of the SEBI (Listing Obligations and DisclosureRequirements) Reg,2023-07-13 19:16:08
ANGELONE,NO,Quarterly Financial Results,2023-05-29,2023-06-23,25 Days Prior Notice,"Outcome of Board Meeting Angel One Limited has informed the Exchange regarding  Board meeting held on May 29, 2023. ",2023-06-23 19:47:29
RECLTD,NO,Quarterly Financial Results,2023-05-17,2023-06-13,27 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on May 17, 2023.",13-Jun-2023 12:07:08
ANGELONE,NO,Quarterly Financial Results,2023-04-27,2023-06-01,35 Days Prior Notice,Acquisition Angel One Limited has informed the Exchange about  Intimation under Regulation 30 of Securities and Exchange,2023-06-01 15:00:09
ANGELONE,NO,Quarterly Financial Results,2023-04-27,2023-05-29,32 Days Prior Notice,Acquisition Angel One Limited has informed the Exchange about  Intimation under Regulation 30 of Securities and Exchange,2023-05-29 17:14:26
ANGELONE,NO,Quarterly Financial Results,2023-04-27,2023-05-29,32 Days Prior Notice,Acquisition Angel One Limited has informed the Exchange about  Intimation under Regulation 30 of Securities and Exchange,2023-05-29 14:36:06
LICI,NO,Quarterly Financial Results,2023-04-24,2023-05-24,30 Days Prior Notice,Updates Life Insurance Corporation Of India has informed the Exchange regarding 'Intimation under Regulation 30 of the S,24-May-2023 20:17:27
RECLTD,NO,Quarterly Financial Results,2023-05-17,2023-05-24,7 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on May 17, 2023.",24-May-2023 19:09:12
RECLTD,NO,Quarterly Financial Results,2023-05-17,2023-05-24,7 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on May 17, 2023.",24-May-2023 17:13:16
MUTHOOTFIN,NO,Quarterly Financial Results,2023-05-19,2023-05-19,0 Days Prior Notice,"Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding  Board meeting held on May 19, 2023",19-May-2023 17:21:40
MUTHOOTFIN,NO,Quarterly Financial Results,2023-05-19,2023-05-19,0 Days Prior Notice,"Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding  Board meeting held on May 19, 2023",19-May-2023 16:56:31
RECLTD,NO,Quarterly Financial Results,2023-05-17,2023-05-17,0 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on May 17, 2023.",17-May-2023 17:31:06
RECLTD,NO,Quarterly Financial Results,2023-05-17,2023-05-17,0 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding  Board meeting held on May 17, 2023.",17-May-2023 17:26:18
SHRIRAMFIN,YES ✅,Qtr ended 31-MAR-2023,2023-03-24,2023-04-28,35 Days Prior Notice,Updates Shriram Finance Limited has informed the Exchange regarding 'Intimation in connection with pricing of Senior Sec,28-APR-2023
ANGELONE,NO,Quarterly Financial Results,2023-03-26,2023-04-27,32 Days Prior Notice,Board Meeting Intimation Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulat,2023-04-27 20:04:09
HDFCLIFE,YES ✅,Qtr ended ,2023-04-26,2023-04-26,0 Days Prior Notice,Outcome of Board Meeting HDFC Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on ,26-Apr-2023
SBILIFE,YES ✅,Qtr ended ,N/A,2023-04-26,N/A,N/A,26-Apr-2023
ICICIPRULI,NO,Quarterly Financial Results,2023-04-20,2023-04-20,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,20-Apr-2023 18:33:59
ICICIPRULI,NO,Quarterly Financial Results,2023-04-20,2023-04-20,0 Days Prior Notice,Outcome of Board Meeting ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meet,20-Apr-2023 18:32:17
ICICIGI,NO,Quarterly Financial Results,2023-04-04,2023-04-18,14 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Intimation of Q4-FY2023 and,18-Apr-2023 19:28:02
