date,mom_20,mom_60,vol_20,mkt_mom_20,rel_strength,dist_52w_high,above_ma50,month,win,is_annual,q_prof_yoy,q_sales_yoy,q_opm,a_sales_growth,a_profit_growth,a_opm,a_div_payout,r_roce,r_ccc,b_debt_equity,c_fcf_pos,c_cfo_op
2008-01-09,0.07463831170425084,0.182363858735741,0.019081104206455625,0.05224304553935677,0.0269270236599799,-0.006874693584771885,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-09,0.06317699281137745,-0.22680340981747982,0.03270923334285124,-0.011113677764680086,0.007555756983396389,-0.24918896311244065,1.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-16,-0.1502339199222077,-0.26095721935754446,0.034494388683241894,-0.16709583787749382,-0.018689987110547257,-0.3934106084288318,0.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-15,-0.1943614363021412,-0.24688516599936972,0.03780464269498774,-0.18033833818929157,-0.09264923765543576,-0.525527593356198,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-14,-0.09742953144788402,-0.2492364127263128,0.04162613258571191,-0.029455575659063093,-0.061480400605098184,-0.631786078086243,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-15,0.5225044187548464,0.5868633172971474,0.02761178735495171,0.33112379122429414,0.3741414577970603,-0.3158348049617452,1.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-16,-0.044270540266151515,0.1265421796513193,0.03060003326333921,-0.004704332798468158,-0.14403399676038453,-0.1825304973362426,0.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-25,0.04536434386524579,0.061476081165441565,0.02180678181808283,0.05775137338860015,-0.0788138998539214,-0.09822378768178563,1.0,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-21,0.052870819856728035,0.07587211907411762,0.014467125061580018,0.01974611006341931,-0.04346473589272404,-0.07227027798307961,1.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,0.050330152165129594,0.03985550312271102,0.016222491333645502,0.030201480919858747,0.010289201156482575,-0.04625193388943849,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-15,0.06094064284648937,0.001928918444252803,0.015226620956209542,0.02821271580020035,-0.005646603076616907,-0.07261048220180422,1.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-19,-0.009008546333611256,-0.006896710500654879,0.01227445847107818,0.006192515240034391,-0.018921247631385474,-0.05827921266147662,1.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-22,0.08001805533921114,0.07093006864159546,0.013804858083629357,0.007934134481437649,-0.050564119494331816,-0.03531696386218808,1.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-13,-0.03657850625328374,-0.030646045984829562,0.012939240435409529,-0.023827691563158004,0.02268722412965385,-0.09457304917056952,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-11,-0.0128148735374225,-0.009897980785374738,0.01411655762953582,0.045955020394558455,-0.01577435094873203,-0.09649694981756507,1.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-15,0.0051221695284837665,-0.1531230255042082,0.01981228895223565,0.04000823628867667,-0.10153159559617575,-0.20739280536590987,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-07,-0.05812664425692404,-0.05906478453982977,0.02530522754422019,-0.051462707090185855,0.07057148979804839,-0.2712042928356,1.0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-12,-0.01766326826781539,-0.12988543150745224,0.0266524535168451,0.017887408344713807,-0.08132155252054174,-0.31493930626230937,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-25,0.008491806410183544,-0.06909423608189935,0.012893804671361664,0.003423831798235133,-0.07756605760588053,-0.28589605469929824,0.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-12,0.0067703972500587906,-0.02387343133405695,0.013129785660491429,0.03570898659676547,-0.011656450201981472,-0.18807973221475904,1.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-05,0.11236480341433541,0.17217814277498822,0.020261699280801015,0.09974739853380155,0.08273987055468046,-0.03429667221942434,1.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-10,0.020958186776045773,0.0417275453948045,0.01004349507512119,0.013697333957837898,-0.014268846326646267,-0.02712456909399108,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-09,-0.08733697764903792,-0.07494941610701333,0.014064825698498153,-0.07578587598673348,0.0017060578235601476,-0.15827951230469917,0.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-11,0.10160785770657155,0.1095577314925269,0.02153999418145841,0.04141004649085822,0.04370394912352804,-0.04604823142555814,1.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-07,-0.02144794873440048,-0.03515077649182097,0.015765141083337,0.055999015920747075,-0.04319820819411657,-0.08622923369474977,0.0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09,-0.03614330833146728,-0.014652260508428716,0.016615789589419817,-0.022123021425189293,-0.026487485735977367,-0.07903006513015065,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,0.08662254032031069,0.12119102539482207,0.013914779690254907,0.03961148729396924,0.019958741210704956,0.0,1.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-11,-0.10666421323215192,0.03690286862539116,0.01723844288674999,-0.010938597861574029,-0.08059002546424998,-0.14275572631319178,0.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-30,-0.07628440684410565,-0.06040739493616454,0.013515019391181517,-0.014629379115222663,-0.09281264281415869,-0.16120451484342269,0.0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,-0.05059869820237961,-0.10446057528137076,0.01702437938137864,-0.0010129617177720984,-0.1584748876036921,-0.23695068254977003,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-09,0.041843833195657876,0.06300123961215487,0.01592017289463576,0.007604410154353536,-0.0030250665962858747,-0.20608437177502337,1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-12,0.04405412141335252,-0.01639716146930492,0.008466646211142055,0.026464008259600158,-0.03577596910460745,-0.01639716146930492,1.0,4,0,1.0,0.0,0.0,0.0,-13.64,8.0,10.0,12.0,9.0,-2.0,0.7700309841234971,0.0,109.0
2016-09-21,0.0596929059825928,0.09363060283467561,0.013295324511156545,0.01715116706747777,0.03236426504816836,-0.0093771112396136,1.0,9,1,0.0,0.0,0.0,0.0,-27.19,34.0,15.0,10.0,10.0,-21.0,0.8408937794745116,0.0,112.0
2016-10-17,-0.004084729363032058,0.05406212060000293,0.014158931527943291,-0.025410139950634347,0.0526870345064836,-0.04514771846777954,1.0,10,1,0.0,0.0,0.0,0.0,-27.19,34.0,15.0,10.0,10.0,-21.0,0.8408937794745116,0.0,112.0
2017-01-09,0.0491628561323727,0.019439005915963037,0.011035543974868911,0.007985754339809858,0.05878183223890465,-0.029798319218707903,1.0,1,1,0.0,0.0,0.0,0.0,-27.19,34.0,15.0,10.0,10.0,-21.0,0.8408937794745116,0.0,112.0
