date,symbol,isin,source,event_type,title,amount,ratio,url
2004-12-28 00:00:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Ltd has informed the Exchange on December 28, 2004 that the Company has issued a Press release and t",,,-
2005-04-27 00:00:00,RELIANCE,INE002A01018,announcement,DIVIDEND,"Reliance Industries Ltd has informed the Exchange that the Board at its meeting held on April 27, 2005, have recommended",,,-
2005-04-27 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Company has issued a Media release dated April 27, 2005, in r",,,-
2005-06-18 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Board of Directors at its meeting held on June 18, 2005 have ",,,-
2005-06-18 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange of the Media Release titled 'Kokilaben Ambani Announces Amicable Famil,,,-
2005-06-28 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has submitted to the Exchange a media release titled 'RIL exercises the option of conversion of ,,,-
2005-08-25 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Company has issued a media release dated August 24, 2005, tit",,,-
2005-10-18 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding two media releases issued by the company dated October 17, 2",,,-
2005-10-25 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the company has issued a media release on October 24,2005 informi",,,-
2005-11-16 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Company has released a Media Release on November 16, 2005 wit",,,-
2005-11-26 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Company has bagged the prestigious ""Golden Peacock Innovation",,,-
2005-11-29 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Company has bagged the prestigious ""National Award for R&D Ef",,,-
2005-12-29 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange that the Company has bagged the ""National Award for Excellence"" for th",,,-
2006-01-12 00:00:00,RELIANCE,INE002A01018,announcement,OUTCOME_OF_BOARD_MEETING,Reliance Industries Ltd has informed the Exchange that in response to the request received from the BODs of Reliance Ind,,,-
2006-01-23 00:00:00,RELIANCE,INE002A01018,announcement,OUTCOME_OF_BOARD_MEETING,"Reliance Industries Ltd has informed the Exchange that the Board of Directors of the Company, at its meeting held on Jan",,,-
2006-02-03 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange that the Company's Jamnagar Refinery has been awarded 'First Prize' in,,,-
2006-02-08 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange with regard to reconstitution of the Board of Directors of four (4) Re,,,-
2006-04-03 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 03,2006 titled ""No decision yet ",,,-
2006-04-12 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has issued a media release with regards to proposed transfer of 225 mn. Equity shares of Relianc,,,-
2006-04-27 00:00:00,RELIANCE,INE002A01018,announcement,DIVIDEND,"Reliance Industries Ltd has informed the Exchange that the Board at its meeting held on April 27, 2006 has recommended a",,,-
2006-04-27 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding the media release dated April 27, 2006, titled ""Net profit n",,,-
2006-07-20 00:00:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated July 20,2006, titled ""Turnover of Rs 2",,,-
2006-10-20 10:05:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated October 19,2006, titled ""Turnover of R",,,-
2006-10-25 14:36:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,Reliance Industries Ltd has informed the Exchange that there was a fire in one of the secondary processing units (VGO-Hy,,,-
2006-10-27 09:35:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange that the Diesel Hydrotreating Unit - II of the Refinery at Jamnagar ha,,,-
2006-11-01 19:40:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange regarding filing of amended development plan for KG-D6 with the Direct,,,-
2006-11-09 15:52:00,RELIANCE,INE002A01018,announcement,OUTCOME_OF_BOARD_MEETING,"Reliance Industries Ltd has informed the Exchange that the Board of Directors at its meeting held on November 09,2006, a",,,-
2006-11-17 11:44:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated November 16, 2006, titled ""RIL signs P",,,-
2006-12-04 13:39:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd had informed the Exchange regarding shut down of VGO Hydrotreater II Unit due to a fire in one o,,,-
2006-12-13 11:19:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release, dated December 12, 2006, titled ""DGH Approv",,,-
2007-01-02 11:55:00,RELIANCE,INE002A01018,announcement,PRESS_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release, dated December 30, 2006, titled ""Standard &",,,-
2007-01-18 18:38:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated January 18,2007, titled ""Strong Operat",,,-
2007-02-26 10:03:00,RELIANCE,INE002A01018,announcement,OUTCOME_OF_BOARD_MEETING,"4) Appoint Dr. R. A. Mashelkar as an independent director on the Company's board, subject to necessary Government approv",,,-
2007-02-26 10:03:00,RELIANCE,INE002A01018,announcement,OUTCOME_OF_BOARD_MEETING,"Reliance Industries Ltd has informed the Exchange that ""The Board of Directors of the Company at its meeting held today ",,,-
2007-02-26 13:31:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release, dated February 24, 2007, titled ""KG D6 Gas ",,,-
2007-02-27 12:35:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange regarding a media release regarding initiation of necessary steps to i,,,-
2007-03-13 11:19:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated March 12, 2007, titled ""RIL makes two ",,,-
2007-03-22 11:32:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated March 21, 2007, titled ""Reliance Indus",,,-
2007-04-02 09:19:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated March 31, 2007, titled ""RIL - GSPL Sig",,,-
2007-04-24 17:53:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,Reliance Industries Ltd has informed the Exchange regarding a media release issued by the Company on the result of the C,,,-
2007-04-26 17:46:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated April 26, 2007, titled ""Robust Operati",,,-
2007-05-15 17:03:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated May 15, 2007, titled ""RIL makes two si",,,-
2007-07-17 19:06:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated July 17, 2007, titled ""RIL makes a Sig",,,-
2007-07-28 18:02:32,RELIANCE,INE002A01018,financial_result,RESULT_First Quarter,Non-Consolidated | Un-Audited | First Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2007-07-28 18:55:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated July 28, 2007, titled ""Superior Operat",,,-
2007-09-04 17:45:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated September 04, 2007, titled ""Reliance m",,,-
2007-09-10 12:08:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated September 10, 2007, titled ""Reliance s",,,-
2007-09-10 16:39:42,RELIANCE,INE002A01018,financial_result,RESULT_Annual,Non-Consolidated | Audited | Annual,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2007-09-10 16:42:27,RELIANCE,INE002A01018,financial_result,RESULT_Annual,Consolidated | Audited | Annual,,,https://nsearchives.nseindia.com/corporate/xbrl/-
2007-09-24 09:22:00,RELIANCE,INE002A01018,announcement,MEDIA_RELEASE,"Reliance Industries Ltd has informed the Exchange regarding a media release dated September 21, 2007, titled as ""First O",,,-
2007-10-18 17:48:44,RELIANCE,INE002A01018,financial_result,RESULT_Second Quarter,Non-Consolidated | Un-Audited | Second Quarter,,,https://nsearchives.nseindia.com/corporate/xbrl/-
