symbol,event_type,rule,event_date,entry_date,exit_date,entry_price,exit_price,net_return_%,market_adjusted_%
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-12,2024-04-30,2024-05-24,3050.63,3380.44,10.71120641658111,9.15291248369906
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-06-03,2024-05-22,2024-06-13,3136.76,3220.5,2.5695830835574696,-0.975450422710511
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-06-04,2024-05-23,2024-06-14,3382.79,3258.68,-3.7688507676012506,-5.936896737829245
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-06-05,2024-05-24,2024-06-18,3380.44,3305.93,-2.304050792566781,-4.921109530268353
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-07-08,2024-06-26,2024-07-19,3167.51,3002.87,-5.2979122765207,-8.071824612724487
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-02,2024-07-23,2024-08-14,2992.53,3037.24,1.3939797567101286,2.763725602847378
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-05,2024-08-26,2024-09-17,3066.11,2972.4,-3.156371717634998,-4.787484838657818
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-06,2024-08-27,2024-09-18,3064.21,2953.51,-3.712531426766219,-5.150713442535015
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-10-01,2024-09-19,2024-10-14,2940.38,3098.18,5.266702026539171,6.399271348188707
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-10-03,2024-09-20,2024-10-15,3005.67,3101.77,3.097607382867873,5.9420145551392745
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-03,2024-10-23,2024-11-14,2832.88,2824.14,-0.40858010577869963,3.2860477154240564
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-06,2024-10-25,2024-11-19,2690.91,2818.84,4.654128955268188,7.3930820083182525
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2024-12-06,2024-11-26,2024-12-18,2148.47,2455.08,14.171112258566565,14.153134580271908
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-01-05,2024-12-24,2025-01-16,2370.21,2425.56,2.2351533038557636,3.9877482828314603
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-01-07,2024-12-26,2025-01-17,2397.99,2397.54,-0.1187433294974504,2.184395246149362
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-01-11,2025-01-01,2025-01-23,2552.44,2382.75,-6.748138664648584,-4.484090160017473
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-02-07,2025-01-29,2025-02-19,2316.42,2178.75,-6.043241374033281,-5.049422659646585
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-02,2025-03-20,2025-04-16,2337.1,2413.32,3.1616558782251114,2.098516966758146
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-06,2025-03-25,2025-04-22,2318.16,2443.2,5.29357780773444,3.1869954671862266
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-11,2025-03-28,2025-04-25,2313.62,2352.08,1.5624879439629091,-0.6484575483083677
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-06,2025-04-23,2025-05-16,2451.29,2552.59,4.032702061864201,1.1930744384583858
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-08,2025-04-25,2025-05-20,2352.08,2499.24,6.156643700046727,3.4754115048186374
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-07-05,2025-06-25,2025-07-17,2526.07,2615.43,3.4375143100006444,3.965547985319273
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-03,2025-07-23,2025-08-14,2613.33,2280.58,-12.832836045943063,-10.49896636264408
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-10,2025-07-30,2025-08-22,2531.77,2323.86,-8.31192925328451,-8.372475611678409
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-09-09,2025-08-28,2025-09-19,2274.18,2522.87,10.835309661114156,7.463391170554868
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-10-05,2025-09-23,2025-10-16,2675.2,2556.46,-4.5387954152515615,-6.190797962977978
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-10-11,2025-09-30,2025-10-24,2504.78,2503.08,-0.16783904095869487,-4.978882838444942
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2025-11-11,2025-10-29,2025-11-21,2536.27,2421.22,-4.63613090187317,-4.690825207855587
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-01-01,2025-12-19,2026-01-13,2238.0,2157.54,-3.6953482359525003,-2.7938000588723977
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-01-05,2025-12-23,2026-01-15,2247.79,2152.34,-4.346707493715629,-2.3925193043349946
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-02-01,2026-01-20,2026-02-12,2054.18,2210.81,7.524928570817336,5.247313515828733
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-02-07,2026-01-28,2026-02-19,1993.81,2155.74,8.021522934862013,7.5811618478647365
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-03-02,2026-02-18,2026-03-13,2210.21,1960.22,-11.410598101607338,-1.0762944093440807
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-05-06,2026-04-24,2026-05-18,2286.58,2688.6,17.481745627879754,18.519491577249426
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-05-07,2026-04-27,2026-05-19,2320.76,2723.78,17.265834887026855,19.23613806659159
