symbol,event_type,rule,event_date,entry_date,exit_date,entry_price,exit_price,net_return_%,market_adjusted_%
ADANIENT,ANNOUNCEMENT,buy-8d / sell+8d,2026-06-05,2026-05-26,2026-06-17,2967.97,2951.9,-0.6415480055346755,-1.3608010095414236
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-01-02,2023-12-20,2024-01-12,998.74,1191.1,19.160966239597453,15.64136766995815
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-01-04,2023-12-22,2024-01-16,1013.88,1177.54,16.041120288301947,12.842433776596096
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-01-07,2023-12-27,2024-01-18,1010.82,1138.76,12.556197958669568,13.445148419884777
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-01-08,2023-12-27,2024-01-18,1010.82,1138.76,12.556197958669568,13.445148419884777
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-01-10,2023-12-29,2024-01-23,1010.78,1122.03,10.906973380770568,13.173737604522618
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-02,2024-01-19,2024-02-14,1137.18,1251.05,9.913458909748874,8.906862108778679
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-04,2024-01-23,2024-02-15,1122.03,1250.26,11.328203393916747,8.164422040766118
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-05,2024-01-23,2024-02-15,1122.03,1250.26,11.328203393916747,8.164422040766118
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-03-01,2024-02-20,2024-03-14,1283.27,1251.05,-2.6105785798015813,-2.3839761416498018
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-03-09,2024-02-27,2024-03-21,1311.83,1245.72,-5.13967280232105,-4.299968977914759
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-03-12,2024-02-28,2024-03-22,1282.28,1264.62,-1.4774659348614105,-2.1407551328488705
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-04-11,2024-04-01,2024-04-25,1357.67,1312.92,-3.3960235238097325,-3.8783920100308955
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-02,2024-04-19,2024-05-14,1292.64,1313.61,1.522145505433825,1.2022393810151688
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-08,2024-04-25,2024-05-21,1312.92,1367.14,4.029869728985124,4.212847967425192
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-09,2024-04-26,2024-05-22,1307.05,1359.94,3.9465001208985107,3.15322641289536
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-10,2024-04-29,2024-05-23,1299.79,1424.22,9.472973635962878,8.040989064713367
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-12,2024-04-30,2024-05-24,1307.34,1397.33,6.783529433405244,5.225235500523196
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-06-03,2024-05-22,2024-06-13,1359.94,1385.84,1.804664192652472,-1.7403693136155085
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-06-08,2024-05-29,2024-06-21,1391.32,1472.1,5.706634050010118,2.1989884170421248
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-07-02,2024-06-20,2024-07-12,1456.15,1473.29,1.077346670721846,-2.8907035292399574
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-01,2024-07-22,2024-08-13,1454.12,1470.07,0.9972178021241951,2.50787194290778
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-04,2024-07-24,2024-08-16,1471.41,1479.98,0.48256361007089643,-0.040304436808902194
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-05,2024-07-24,2024-08-16,1471.41,1479.98,0.48256361007089643,-0.040304436808902194
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-11,2024-07-31,2024-08-23,1555.74,1477.85,-5.106683984792671,-4.593681586121335
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-01,2024-08-21,2024-09-12,1489.94,1459.32,-2.155204336960437,-4.652968551172609
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-02,2024-08-21,2024-09-12,1489.94,1459.32,-2.155204336960437,-4.652968551172609
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-09,2024-08-28,2024-09-19,1456.55,1395.5,-4.291050986425682,-5.741817790905324
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-10,2024-08-29,2024-09-20,1462.74,1425.73,-2.630410989724652,-5.170969554162452
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-10-01,2024-09-19,2024-10-14,1395.5,1397.58,0.04913476642901546,1.18170408807855
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-01,2024-10-22,2024-11-13,1350.56,1276.29,-5.599492262367711,-1.8685135449746926
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-02,2024-10-23,2024-11-14,1328.36,1253.15,-5.762272137346114,-2.0676443161433578
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-09,2024-10-30,2024-11-25,1383.61,1156.28,-16.5302973816986,-16.04161592374248
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-12-01,2024-11-19,2024-12-12,1278.02,1232.78,-3.6397260567060274,-8.020104136728145
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2024-12-07,2024-11-27,2024-12-19,1189.13,1194.13,0.3208557280038328,1.652276935399688
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-01-05,2024-12-24,2025-01-16,1171.54,1140.37,-2.760294421962306,-1.0076994429866093
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-03-02,2025-02-18,2025-03-13,1075.36,1109.11,3.0378137535641003,5.4265449701445645
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-08,2025-03-26,2025-04-23,1170.94,1227.93,4.766281812377027,1.1808728563846072
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-11,2025-03-28,2025-04-25,1172.28,1182.24,0.7495799479639077,-1.4613655443073692
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-02,2025-04-21,2025-05-14,1231.89,1359.43,10.25316463460494,8.00927965853332
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-05,2025-04-22,2025-05-15,1222.08,1393.52,13.92853983560528,10.225803242178221
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-08,2025-04-25,2025-05-20,1182.24,1372.11,15.960346175219586,13.279113979991497
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-06-09,2025-05-28,2025-06-19,1398.28,1332.38,-4.812286417953615,-4.97712174753826
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-07-04,2025-06-24,2025-07-16,1383.67,1450.59,4.736271471413389,4.06665467364985
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-07-11,2025-07-01,2025-07-23,1440.93,1414.84,-1.9106372747854206,-0.650348725117833
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-03,2025-07-23,2025-08-14,1414.84,1294.84,-8.581135206737123,-6.24726552343814
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-08,2025-07-29,2025-08-21,1390.04,1356.08,-2.542869735919784,-3.6010436071764684
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-09-09,2025-08-28,2025-09-19,1309.88,1421.81,8.444924232102514,5.0730057415432235
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-10-11,2025-09-30,2025-10-24,1397.61,1423.0,1.7168835955637118,-3.0941602019225356
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-12-02,2025-11-20,2025-12-12,1484.84,1516.41,2.0259509856560665,2.5803200225984146
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-12-08,2025-11-26,2025-12-18,1499.88,1489.42,-0.7971185090071109,0.6901760015709413
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2025-12-11,2025-12-01,2025-12-23,1524.08,1487.33,-2.5109832748082206,-2.5163332289642626
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2026-01-04,2025-12-23,2026-01-15,1487.33,1424.0,-4.358163078296107,-2.403974888915472
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2026-01-05,2025-12-23,2026-01-15,1487.33,1424.0,-4.358163078296107,-2.403974888915472
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2026-03-02,2026-02-18,2026-03-13,1544.29,1357.48,-12.196993100378018,-1.8626894081147594
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2026-03-03,2026-02-19,2026-03-16,1506.95,1368.13,-9.311662409992383,-1.2755158986251791
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2026-03-07,2026-02-24,2026-03-19,1548.87,1350.31,-12.91985706115123,-3.3917024443496424
ADANIPORTS,ANNOUNCEMENT,buy-8d / sell+8d,2026-06-05,2026-05-26,2026-06-17,1803.6,1828.6,1.2861852940095342,0.5669322900027862
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-08-17,2023-08-04,2023-08-29,4939.14,4847.0,-1.965547551013469,-1.0722257834518523
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-09-27,2023-09-14,2023-10-10,5051.83,5034.09,-0.4510488648034604,1.6046042833671947
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-10-28,2023-10-17,2023-11-09,4996.43,5263.5,5.245228667010149,7.346024763974035
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-11-03,2023-10-23,2023-11-16,4937.57,5304.39,7.3292528164678235,4.821963702409205
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-11-09,2023-10-30,2023-11-22,4810.59,5496.4,14.156210741178132,10.650893827880658
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-11-10,2023-10-31,2023-11-23,4788.88,5458.59,13.884744315722585,10.098499292687412
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2023-11-16,2023-11-03,2023-11-29,5120.03,5387.05,5.115200438611012,0.6119607186294229
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-01-24,2024-01-11,2024-02-06,5832.12,6157.41,5.4775844061357155,4.173946143174801
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-03,2024-01-23,2024-02-15,6114.14,6584.94,7.600183208967238,4.436401855816607
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-08,2024-01-29,2024-02-20,6289.01,6722.0,6.784932438108571,4.671775430759462
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-09,2024-01-30,2024-02-21,6269.19,6722.7,7.133953001023963,4.657655699422191
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-02-14,2024-02-02,2024-02-26,6279.87,6547.53,4.162130346731951,2.934655077395043
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-03-19,2024-03-06,2024-04-02,6020.76,6384.19,5.936202209834162,6.028530914623387
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-04-10,2024-03-28,2024-04-24,6321.58,6248.54,-1.2554534060895906,-1.5936105111022503
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-04-26,2024-04-15,2024-05-09,6268.23,5774.23,-7.980979072064698,-6.566678926144842
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-04-27,2024-04-16,2024-05-10,6299.66,5810.08,-7.871411776295789,-7.452856652604522
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-04,2024-04-23,2024-05-16,6160.58,5898.84,-4.348660048227481,-4.508931907021296
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-27,2024-05-14,2024-06-06,5830.32,5928.97,1.5920316053819605,-1.1244814319343432
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-30,2024-05-17,2024-06-11,5920.07,6074.11,2.5020293450198294,-1.0533274542827376
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-05-31,2024-05-21,2024-06-12,5915.3,6134.43,3.6044606765594733,0.080573029412212
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-06-07,2024-05-28,2024-06-20,5871.79,6141.64,4.495636845524331,1.5296933429289505
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-07-06,2024-06-26,2024-07-19,6102.8,6346.6,3.8947459471672885,1.1208336109635009
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-07-08,2024-06-26,2024-07-19,6102.8,6346.6,3.8947459471672885,1.1208336109635009
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-03,2024-07-24,2024-08-16,6387.02,6660.08,4.175188242267158,3.6523201953873596
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-05,2024-07-24,2024-08-16,6387.02,6660.08,4.175188242267158,3.6523201953873596
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-13,2024-08-01,2024-08-26,6669.25,6752.8,1.1528498486670036,1.1540524493143356
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-14,2024-08-02,2024-08-27,6672.98,6754.25,1.1178973045952056,-0.09601333730787642
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-08-21,2024-08-08,2024-09-02,6505.66,6852.45,5.230635361790636,0.41370448834038287
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-04,2024-08-23,2024-09-16,6833.18,7003.15,2.387353113977253,0.12897897309173123
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-09-11,2024-08-30,2024-09-23,6899.71,7124.11,3.152251441922782,0.36594154316357264
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-10-25,2024-10-15,2024-11-06,7111.51,6940.15,-2.5096131580279013,-0.2216663597340185
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-01,2024-10-22,2024-11-13,6864.31,6831.34,-0.5802712628885652,3.1507074545044533
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-06,2024-10-25,2024-11-19,6916.99,6660.08,-3.8142662915243375,-1.0753132384742736
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-07,2024-10-28,2024-11-21,6898.52,6715.45,-2.7536500180526002,1.3107893075741561
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2024-11-12,2024-10-31,2024-11-26,6994.53,7048.16,0.6667960995473733,0.7116192876032824
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-01-30,2025-01-20,2025-02-10,6753.65,6734.13,-0.38905806661139175,-0.5469077303473456
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-02-10,2025-01-30,2025-02-20,6797.27,6374.32,-6.322457170084606,-4.875761071781415
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-02-12,2025-02-01,2025-02-24,6813.66,6235.13,-8.590721260588252,-4.635373194932335
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-02-14,2025-02-04,2025-02-27,6764.96,6169.1,-8.907923244131855,-3.8774390512866685
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-03-04,2025-02-19,2025-03-17,6405.94,6140.63,-4.241590802291729,-2.3920629039435815
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-21,2025-04-04,2025-05-02,6697.08,6909.97,3.078918035727185,-3.2178934973759454
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-04-28,2025-04-15,2025-05-09,6887.03,6704.51,-2.750248992583082,-5.662771185329396
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-20,2025-05-08,2025-05-30,6833.67,6862.59,0.32326189105328373,-1.6414013349396295
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-30,2025-05-20,2025-06-11,6894.01,6909.47,0.12425202579003933,-1.7291827748695865
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-05-31,2025-05-21,2025-06-12,6965.82,6978.29,0.07897788925955726,-0.22227003214395627
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-06-06,2025-05-27,2025-06-18,7055.09,6915.46,-2.079219489582096,-2.0222295436973736
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-06-30,2025-06-18,2025-07-10,6915.46,7339.85,6.036870869167387,3.8476152387521556
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-07-01,2025-06-19,2025-07-11,6991.26,7170.79,2.467946185023473,1.0296530634077095
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-07-08,2025-06-26,2025-07-18,7083.02,7284.49,2.7444669393166587,5.016961398493147
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-07-29,2025-07-17,2025-08-08,7331.37,7066.06,-3.718806356220028,-0.7394942863241272
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-12,2025-07-31,2025-08-25,7478.49,7840.59,4.7419489760341165,3.936887703200964
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-14,2025-08-04,2025-08-28,7288.98,7717.75,5.782481402357586,6.679831451907092
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-20,2025-08-07,2025-09-02,7151.34,7671.81,7.17800083914012,7.245290967827522
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-08-22,2025-08-11,2025-09-04,7240.11,7889.53,8.869720406519088,8.26264417418595
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-09-12,2025-09-02,2025-09-24,7671.81,7633.37,-0.6011750028338424,-2.5430324327162634
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-10-30,2025-10-17,2025-11-12,7891.02,7488.06,-5.206629200739044,-5.852106223733711
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-11-06,2025-10-24,2025-11-18,7827.11,7375.71,-5.867147045471654,-6.312581124688188
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-11-07,2025-10-27,2025-11-19,7835.1,7449.11,-5.026393847895349,-5.359904746817012
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2025-11-11,2025-10-29,2025-11-21,7848.08,7381.2,-6.048974887496761,-6.103669193479178
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-01-27,2026-01-14,2026-02-06,7262.86,7143.02,-1.7500504594054722,-1.859534008602337
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-01-30,2026-01-19,2026-02-11,7123.54,7497.05,5.1432323057291836,3.703551199731636
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-02-10,2026-01-29,2026-02-20,6791.98,7615.5,12.024840429329132,11.425484804051223
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-02-12,2026-02-02,2026-02-24,6924.31,7720.5,11.398520447915416,10.058259631105237
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-02-14,2026-02-04,2026-02-26,7106.57,7775.0,9.305873722348801,10.390018736121299
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-04-02,2026-03-19,2026-04-16,7252.0,7553.0,4.050579150579148,-1.142846633915695
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-05-16,2026-05-06,2026-05-28,7760.5,8272.5,6.497513046839776,8.239322724361154
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-05-20,2026-05-08,2026-06-01,8097.0,8108.5,0.04202791157218452,3.3243982163073893
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-05-21,2026-05-11,2026-06-02,8082.0,8089.5,-0.007201187824790092,1.3880831861334375
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-05-25,2026-05-13,2026-06-04,8004.5,8249.0,2.9545318258479614,2.9376555628915946
APOLLOHOSP,ANNOUNCEMENT,buy-8d / sell+8d,2026-06-16,2026-06-04,2026-06-26,8249.0,8592.0,4.058079767244516,1.3273222584912703
ASIANPAINT,ANNOUNCEMENT,buy-8d / sell+8d,2022-10-05,2022-09-23,2022-10-18,3260.34,3097.67,-5.0893221970776725,-6.010407146438013
ASIANPAINT,ANNOUNCEMENT,buy-8d / sell+8d,2022-11-02,2022-10-20,2022-11-15,3016.09,2961.21,-1.9197545248596848,-6.699153288885151
ASIANPAINT,ANNOUNCEMENT,buy-8d / sell+8d,2022-12-12,2022-11-30,2022-12-22,3053.38,2970.1,-2.827420139711234,0.5364152356814977
ASIANPAINT,ANNOUNCEMENT,buy-8d / sell+8d,2023-02-06,2023-01-24,2023-02-16,2702.81,2698.34,-0.26545443016272585,0.1896167868927213
ASIANPAINT,ANNOUNCEMENT,buy-8d / sell+8d,2023-02-11,2023-02-01,2023-02-23,2638.53,2602.18,-1.4776848949692445,-0.881357762761037
ASIANPAINT,ANNOUNCEMENT,buy-8d / sell+8d,2023-04-08,2023-03-24,2023-04-21,2691.18,2771.57,2.887346797291024,-1.1197229292354227
