exDate,recDate,subject,faceVal
01-Jul-2026 11:32:10,01-Jul-2026 11:32:10,Record Date,1
01-Jul-2026 11:30:40,01-Jul-2026 11:30:40,Updates,1
04-May-2026 11:28:16,04-May-2026 11:28:16,Dividend,1
24-Jul-2025 11:43:14,24-Jul-2025 11:43:14,Record Date,1
24-Jul-2025 11:41:22,24-Jul-2025 11:41:22,Updates,1
02-Jul-2025 14:42:24,02-Jul-2025 14:42:24,Updates,1
19-Jun-2025 17:07:52,19-Jun-2025 17:07:52,Record Date,1
16-May-2025 14:29:08,16-May-2025 14:29:08,Dividend,1
19-Jul-2024 13:13:30,19-Jul-2024 13:13:30,Record Date,1
21-May-2024 16:30:15,21-May-2024 16:30:15,Dividend,1
05-Oct-2023 15:35:13,05-Oct-2023 15:35:13,Press Release,1
17-Jul-2023 11:42:54,17-Jul-2023 11:42:54,Record Date,1
26-May-2023 17:41:34,26-May-2023 17:41:34,Dividend,1
22-Nov-2022 13:53:48,22-Nov-2022 13:53:48,Press Release,1
26-Aug-2022 11:34:21,26-Aug-2022 11:34:21,Record Date,1
21-May-2022 15:16:30,21-May-2022 15:16:30,Dividend,1
21-May-2022 15:16:29,21-May-2022 15:16:29,Outcome of Board Meeting,1
20-Sep-2019 11:23:00,20-Sep-2019 11:23:00,Press Release,1
26-Jul-2019 17:40:00,26-Jul-2019 17:40:00,AGM/Book Closure,1
27-May-2019 16:48:00,27-May-2019 16:48:00,Press Release,1
27-May-2019 13:36:00,27-May-2019 13:36:00,Dividend,1
27-Feb-2019 11:30:00,27-Feb-2019 11:30:00,Press Release,1
05-Feb-2019 13:47:00,05-Feb-2019 13:47:00,Dividend,1
01-Feb-2019 19:00:00,01-Feb-2019 19:00:00,Record Date,1
19-Sep-2018 13:09:00,19-Sep-2018 13:09:00,Press Release,1
30-May-2018 11:45:00,30-May-2018 11:45:00,Book Closure,1
29-May-2018 16:34:00,29-May-2018 16:34:00,Dividend,1
29-May-2018 12:55:00,29-May-2018 12:55:00,Press Release,1
29-May-2018 12:31:00,29-May-2018 12:31:00,Dividend,1
28-Feb-2018 12:20:00,28-Feb-2018 12:20:00,Press Release,1
08-Feb-2018 14:40:00,08-Feb-2018 14:40:00,Dividend,1
05-Feb-2018 17:14:00,05-Feb-2018 17:14:00,Record Date,1
04-Oct-2017 14:40:00,04-Oct-2017 14:40:00,Press Release (Revised),1
04-Oct-2017 13:33:00,04-Oct-2017 13:33:00,Press Release,1
10-Aug-2017 14:16:00,10-Aug-2017 14:16:00,Bonus,1
05-Jun-2017 11:14:00,05-Jun-2017 11:14:00,Press Release,1
30-May-2017 09:08:00,30-May-2017 09:08:00,Book Closure Updates,1
29-May-2017 19:59:00,29-May-2017 19:59:00,Dividend,1
05-May-2017 15:49:00,05-May-2017 15:49:00,Book Closure,1
07-Feb-2017 14:22:00,07-Feb-2017 14:22:00,Dividend,1
31-Jan-2017 15:06:00,31-Jan-2017 15:06:00,Record Date,1
28-May-2016 13:26:00,28-May-2016 13:26:00,Book Closure,1
27-May-2016 16:08:00,27-May-2016 16:08:00,Dividend,1
22-Sep-2015 15:17:00,22-Sep-2015 15:17:00,Press Release,1
26-May-2015 16:08:00,26-May-2015 16:08:00,AGM/Book Closure,1
26-May-2015 15:30:00,26-May-2015 15:30:00,Dividend,1
12-Feb-2015 15:44:00,12-Feb-2015 15:44:00,Date of payment of dividend,1
12-Feb-2015 15:32:00,12-Feb-2015 15:32:00,Dividend,1
29-Jan-2015 18:55:00,29-Jan-2015 18:55:00,Record Date,1
01-Oct-2014 17:25:00,01-Oct-2014 17:25:00,Press Release,1
03-Jun-2014 12:00:00,03-Jun-2014 12:00:00,Book Closure,1
29-May-2014 17:32:00,29-May-2014 17:32:00,Dividend,1
12-Feb-2014 12:32:00,12-Feb-2014 12:32:00,Press Release,1
05-Feb-2014 13:24:00,05-Feb-2014 13:24:00,Dividend,1
27-Jan-2014 11:40:00,27-Jan-2014 11:40:00,Record Date,1
05-Jun-2013 11:04:00,05-Jun-2013 11:04:00,AGM/Book Closure,1
23-May-2013 15:28:00,23-May-2013 15:28:00,Dividend,1
01-Feb-2013 12:08:00,01-Feb-2013 12:08:00,Dividend,1
23-Jan-2013 12:48:00,23-Jan-2013 12:48:00,Record Date,1
03-Oct-2012 11:07:00,03-Oct-2012 11:07:00,Date of payment of dividend,1
25-May-2012 20:28:00,25-May-2012 20:28:00,AGM / Book Closure,1
23-May-2012 14:22:00,23-May-2012 14:22:00,Dividend,1
02-Mar-2012 13:00:00,02-Mar-2012 13:00:00,Dividend,1
17-Feb-2012 21:12:00,17-Feb-2012 21:12:00,Record Date,1
26-Jul-2011 15:31:00,26-Jul-2011 15:31:00,Revision in Book Closure,1
22-Jun-2011 16:25:00,22-Jun-2011 16:25:00,AGM / Book Closure,1
23-May-2011 13:32:00,23-May-2011 13:32:00,Stock Split / Others,1
23-May-2011 13:11:00,23-May-2011 13:11:00,Dividend,1
15-Mar-2011 13:18:00,15-Mar-2011 13:18:00,Interim Dividend,1
04-Mar-2011 13:31:00,04-Mar-2011 13:31:00,Record Date,1
17-Sep-2010 15:50:00,17-Sep-2010 15:50:00,Outcome of Annual General Meeting,1
26-Jul-2010 18:55:00,26-Jul-2010 18:55:00,AGM/Book Closure,1
26-May-2010 12:21:00,26-May-2010 12:21:00,Dividend,1
21-Jan-2010 13:32:00,21-Jan-2010 13:32:00,Interim Dividend/Record Date/Others,1
17-Sep-2009 15:19:00,17-Sep-2009 15:19:00,Outcome of AGM,1
17-Sep-2009 15:18:00,17-Sep-2009 15:18:00,Payment of Dividend,1
28-Jul-2009 11:06:00,28-Jul-2009 11:06:00,AGM/Book Closure,1
27-May-2009 15:49:00,27-May-2009 15:49:00,Dividend,1
29-Jan-2009 18:57:00,29-Jan-2009 18:57:00,Interim Dividend/Record date/Others,1
17-Sep-2008 18:02:00,17-Sep-2008 18:02:00,Payment of Dividend,1
24-Jul-2008 18:37:00,24-Jul-2008 18:37:00,AGM/Book Closure,1
26-May-2008 09:09:00,26-May-2008 09:09:00,Final Dividend,1
25-Jan-2008 18:30:00,25-Jan-2008 18:30:00,Interim Dividend/Record date/Others,1
31-Jul-2007 19:44:00,31-Jul-2007 19:44:00,AGM/Book Closure,1
28-May-2007 09:47:00,28-May-2007 09:47:00,Final Dividend,1
25-Jan-2007 20:17:00,25-Jan-2007 20:17:00,Dividend/Bonus/Others,1
18-Sep-2006 00:00:00,18-Sep-2006 00:00:00,Outcome of AGM,1
18-Sep-2006 00:00:00,18-Sep-2006 00:00:00,Payment of Dividend,1
14-Aug-2006 00:00:00,14-Aug-2006 00:00:00,AGM/Book Closure,1
31-May-2006 00:00:00,31-May-2006 00:00:00,Dividend,1
07-Mar-2006 00:00:00,07-Mar-2006 00:00:00,Dividend/Record Date/Others,1
07-Dec-2005 00:00:00,07-Dec-2005 00:00:00,Interim Dividend/Record date/Others,1
30-Sep-2005 00:00:00,30-Sep-2005 00:00:00,Outcome of AGM,1
29-Sep-2005 00:00:00,29-Sep-2005 00:00:00,Payment of Dividend,1
31-May-2005 00:00:00,31-May-2005 00:00:00,Dividend,1
10-Dec-2004 00:00:00,10-Dec-2004 00:00:00,Interim Dividend/Record Date,1
29-Sep-2004 00:00:00,29-Sep-2004 00:00:00,Payment of Dividend,1
