broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
28-JAN-2025,Qtr ended 31-DEC-2024,U,Audited,01-OCT-2024,31-DEC-2024,
20-JAN-2023,Qtr ended 31-DEC-2022,U,Audited,01-OCT-2022,31-DEC-2022,
23-JAN-2020,Qtr ended 31-DEC-2019,U,Audited,01-OCT-2019,31-DEC-2019,
