bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Tata Steel Limited,12-Jun-2026,1,-,INE081A01012,-,-,12-Jun-2026,EQ,Dividend - Rs 4 Per Share,TATASTEEL,Tata Steel Ltd.,,
-,-,Tata Steel Limited,06-Jun-2025,1,-,INE081A01012,-,-,06-Jun-2025,EQ,Dividend - Rs 3.60 Per Share,TATASTEEL,Tata Steel Ltd.,,
-,-,Tata Steel Limited,21-Jun-2024,1,-,INE081A01012,-,-,21-Jun-2024,EQ,Dividend - Rs 3.60 Per Share,TATASTEEL,Tata Steel Ltd.,,
05-Jul-2023,23-Jun-2023,Tata Steel Limited,22-Jun-2023,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting/Dividend - Rs 3.60 Per Share,TATASTEEL,Tata Steel Ltd.,,
-,-,Tata Steel Limited,28-Jul-2022,1,-,INE081A01012,-,-,29-Jul-2022,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,TATASTEEL,Tata Steel Ltd.,,
28-Jun-2022,17-Jun-2022,Tata Steel Limited,15-Jun-2022,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting/Dividend - Rs  51 Per Share,TATASTEEL,Tata Steel Ltd.,,
30-Jun-2021,19-Jun-2021,Tata Steel Limited,17-Jun-2021,1,-,INE081A01012,-,-,-,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,TATASTEEL,Tata Steel Ltd.,,
20-Aug-2020,08-Aug-2020,Tata Steel Limited,06-Aug-2020,1,-,INE081A01012,-,-,-,EQ, Dividend - Rs 10 Per Share,TATASTEEL,Tata Steel Ltd.,,
19-Jul-2019,06-Jul-2019,Tata Steel Limited,04-Jul-2019,1,-,INE081A01012,-,-,-,EQ, Annual General Meeting/Dividend - Rs 13 Per Share,TATASTEEL,Tata Steel Ltd.,,
20-Jul-2018,07-Jul-2018,Tata Steel Limited,05-Jul-2018,1,-,INE081A01012,-,-,-,EQ, Annual General Meeting / Dividend- Rs 10 Per Share,TATASTEEL,Tata Steel Ltd.,,
-,-,Tata Steel Limited,31-Jan-2018,1,-,INE081A01012,-,-,01-Feb-2018,EQ, Rights - 4:25 Fully Paid Up Shares @ Premium Rs 500/- Per Share / 2:25 Partly Paid Up Shares @ Premium Rs 605/- Per Share,TATASTEEL,Tata Steel Ltd.,,
08-Aug-2017,22-Jul-2017,Tata Steel Limited,20-Jul-2017,1,-,INE081A01012,-,-,-,EQ, Annual General Meeting/Dividend - Rs 10/- Per Share,TATASTEEL,Tata Steel Ltd.,,
12-Aug-2016,30-Jul-2016,Tata Steel Limited,28-Jul-2016,1,-,INE081A01012,-,-,-,EQ, Annual General Meeting/Dividend Rs 8/- Per Share,TATASTEEL,Tata Steel Ltd.,,
12-Aug-2015,25-Jul-2015,Tata Steel Limited,23-Jul-2015,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting / Dividend - Rs. 8/- Per Share,TATASTEEL,Tata Steel Ltd.,,
22-Jul-2014,16-Jul-2014,Tata Steel Limited,14-Jul-2014,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting / Dividend - Rs.10/- Per Ordinary Share,TATASTEEL,Tata Steel Ltd.,,
23-Jul-2013,17-Jul-2013,Tata Steel Limited,15-Jul-2013,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting / Dividend - Rs.8/- Per Ordinary Share,TATASTEEL,Tata Steel Ltd.,,
24-Jul-2012,18-Jul-2012,Tata Steel Limited,16-Jul-2012,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting/Dividend Rs 12 Per Share,TATASTEEL,Tata Steel Ltd.,,
12-Jul-2011,06-Jul-2011,Tata Steel Limited,04-Jul-2011,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting/Dividend Rs 12 Per Share,TATASTEEL,Tata Steel Ltd.,,
20-Jul-2010,14-Jul-2010,Tata Steel Limited,12-Jul-2010,1,-,INE081A01012,-,-,-,EQ,Annual General Meeting And Dividend Rs.8/- Per Share,TATASTEEL,Tata Steel Ltd.,,
14-Jul-2009,08-Jul-2009,Tata Steel Limited,06-Jul-2009,1,-,INE081A01012,-,-,-,EQ,Agm/Div-Rs.16/- Per Share,TATASTEEL,Tata Steel Ltd.,,
,,TATASTEEL,18-Jul-2008,,,,,,,,Dividend - Rs 1.524379 Per Share,TATASTEEL,TATASTEEL,,yahoo
,,TATASTEEL,08-Jun-2007,,,,,,,,Dividend - Rs 1.305371 Per Share,TATASTEEL,TATASTEEL,,yahoo
