bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate,symbol,company_name,bm_source
RACE,30-May-2026,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 30-May-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .,-,25-May-2026 12:38:27,Race Eco Chain Limited,INE084Q01012,00:00:02,25-May-2026 12:38:29,14.76 KB,https://nsearchives.nseindia.com/corporate/xbrl/537785_25052026_PRIOR_INTIMATION_WebXMLFile_20260525_123825151.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260525_123825_WEB.html,3.48 KB,,,,,,
RACE,29-May-2026,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 29-May-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .,-,21-May-2026 17:17:41,Race Eco Chain Limited,INE084Q01012,00:00:03,21-May-2026 17:17:44,14.49 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_537785_2152026171651_PRIOR_INTIMATION_WebXMLFile_20260521_171739612.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260521_171739_WEB.html,3.23 KB,,,,,,
RACE,30-May-2025,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 30-May-2025 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .,-,23-May-2026 17:10:22,Race Eco Chain Limited,INE084Q01012,00:00:03,23-May-2026 17:10:25,14.76 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_537785_235202617934_PRIOR_INTIMATION_WebXMLFile_20260523_171020426.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260523_171020_WEB.html,3.48 KB,,,,,,
RACE,20-May-2025,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 20-May-2025 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2025 .,-,13-May-2025 17:10:58,Race Eco Chain Limited,INE084Q01012,00:00:02,13-May-2025 17:11:00,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_53553_1437405_13052025051056_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_53553_13052025171056_iXBRL_WEB.html,,,,,,,
RACE,28-May-2024,Outcome of Board Meeting,"Race Eco Chain Limited has informed the Exchange regarding Outcome of Board Meeting held on May 28, 2024.",,,Race Eco Chain Limited,INE084Q01012,,,,,,,,,,,RACE,,announcements
RACE,29-May-2023,Outcome of Board Meeting,"Race Eco Chain Limited has informed the Exchange regarding  Board meeting held on May 29, 2023. regarding Approval of Audited financial Results for the Year Ended on 31st March, 2023",,,Race Eco Chain Limited,INE084Q01012,,,,,,,,,,,RACE,,announcements
RACE,14-Feb-2026,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 14-Feb-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,-,07-Feb-2026 16:39:25,Race Eco Chain Limited,INE084Q01012,00:00:03,07-Feb-2026 16:39:28,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_78623_1621066_07022026043923_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_78623_07022026163923_iXBRL_WEB.html,2.93 KB,,,,,,
RACE,12-Nov-2025,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 12-Nov-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2025 .,-,06-Nov-2025 15:56:47,Race Eco Chain Limited,INE084Q01012,00:00:04,06-Nov-2025 15:56:51,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_71202_1566707_06112025035646_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_71202_06112025155646_iXBRL_WEB.html,2.93 KB,,,,,,
RACE,15-Dec-2025,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 15-Dec-2025 to consider Scheme of arrangement.,-,08-Dec-2025 16:55:51,Race Eco Chain Limited,INE084Q01012,00:00:02,08-Dec-2025 16:55:53,6.46 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_73641_1583791_08122025045549_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_73641_08122025165549_iXBRL_WEB.html,2.39 KB,,,,,,
RACE,12-Aug-2025,Board Meeting Intimation,RACE ECO CHAIN LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,-,05-Aug-2025 17:03:58,Race Eco Chain Limited,INE084Q01012,00:00:02,05-Aug-2025 17:04:00,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_62584_1502861_05082025050355_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_62584_05082025170355_iXBRL_WEB.html,2.92 KB,,,,,,
