audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,N,11-Feb-2025 17:24:49,Race Eco Chain Limited,Consolidated,Non-cumulative,00:00:09,11-Feb-2025 17:24:58,11-Feb-2025 17:24,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE084Q01012,N,01-Oct-202431-Dec-2024Q3UNNCNERACE,Quarterly,N,Third Quarter,,,1194437,RACE,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119636_1378298_11022025052449.xml
Un-Audited,N,11-Feb-2025 17:22:35,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,00:00:58,11-Feb-2025 17:23:33,11-Feb-2025 17:22,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE084Q01012,N,01-Oct-202431-Dec-2024Q3UNNNNERACE,Quarterly,N,Third Quarter,,,1194433,RACE,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119634_1378290_11022025052234.xml
Un-Audited,N,12-Nov-2024 17:07:05,Race Eco Chain Limited,Consolidated,Non-cumulative,00:01:06,12-Nov-2024 17:08:11,12-Nov-2024 17:07,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE084Q01012,N,01-Jul-202430-Sep-2024Q2UNNCNERACE,Quarterly,N,Second Quarter,,,1186046,RACE,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_115181_1306107_12112024050705.xml
Un-Audited,N,12-Nov-2024 17:05:50,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,00:00:59,12-Nov-2024 17:06:49,12-Nov-2024 17:05,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE084Q01012,N,01-Jul-202430-Sep-2024Q2UNNNNERACE,Quarterly,N,Second Quarter,,,1186042,RACE,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_115179_1306099_12112024050550.xml
Un-Audited,N,13-Aug-2024 17:05:38,Race Eco Chain Limited,Consolidated,Non-cumulative,00:01:38,13-Aug-2024 17:07:16,13-Aug-2024 17:05,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE084Q01012,N,01-Apr-202430-Jun-2024Q1UNNCNERACE,Quarterly,N,First Quarter,,,1180316,RACE,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_111756_1223379_13082024050538.xml
Un-Audited,N,13-Aug-2024 17:04:39,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,00:01:26,13-Aug-2024 17:06:05,13-Aug-2024 17:04,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE084Q01012,N,01-Apr-202430-Jun-2024Q1UNNNNERACE,Quarterly,N,First Quarter,,,1180315,RACE,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_111755_1223373_13082024050439.xml
Audited,N,29-May-2024 13:54:25,Race Eco Chain Limited,Consolidated,Cumulative,00:00:21,29-May-2024 13:54:46,29-May-2024 13:54,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE084Q01012,N,01-Apr-202331-Mar-2024ANANCCNERACE,Annual,N,Annual,,,1175102,RACE,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107716_1143665_29052024015424.xml
Audited,N,29-May-2024 13:54:24,Race Eco Chain Limited,Consolidated,Non-cumulative,00:00:10,29-May-2024 13:54:34,29-May-2024 13:54,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE084Q01012,N,01-Jan-202431-Mar-2024Q4ANNCNERACE,Quarterly,N,Fourth Quarter,,,1175101,RACE,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107716_1143665_29052024015424.xml
Audited,N,29-May-2024 13:41:04,Race Eco Chain Limited,Non-Consolidated,Cumulative,00:00:42,29-May-2024 13:41:46,29-May-2024 13:41,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE084Q01012,N,01-Apr-202331-Mar-2024ANANCNNERACE,Annual,N,Annual,,,1175096,RACE,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107713_1143630_29052024014103.xml
Audited,N,29-May-2024 13:41:03,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,00:00:09,29-May-2024 13:41:12,29-May-2024 13:41,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE084Q01012,N,01-Jan-202431-Mar-2024Q4ANNNNERACE,Quarterly,N,Fourth Quarter,,,1175095,RACE,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107713_1143630_29052024014103.xml
Un-Audited,N,12-Feb-2024 19:12:10,Race Eco Chain Limited,Consolidated,Non-cumulative,00:03:55,12-Feb-2024 19:16:05,12-Feb-2024 19:12,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE084Q01012,N,01-Oct-202331-Dec-2023Q3UNNCNERACE,Quarterly,N,Third Quarter,,,1167076,RACE,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_103551_1052463_12022024071210.xml
Un-Audited,N,12-Feb-2024 19:10:42,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,00:03:24,12-Feb-2024 19:14:06,12-Feb-2024 19:10,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE084Q01012,N,01-Oct-202331-Dec-2023Q3UNNNNERACE,Quarterly,N,Third Quarter,,,1167068,RACE,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_103547_1052447_12022024071042.xml
Un-Audited,N,07-Nov-2023 18:29:51,Race Eco Chain Limited,Consolidated,Non-cumulative,40:46:15,09-Nov-2023 11:16:06,07-Nov-2023 18:29,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE084Q01012,N,01-Jul-202330-Sep-2023Q2UNNCNERACE,Quarterly,N,Second Quarter,,,1158565,RACE,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_99232_979355_07112023062951.xml
Un-Audited,N,07-Nov-2023 18:28:17,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,40:27:48,09-Nov-2023 10:56:05,07-Nov-2023 18:28,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE084Q01012,N,01-Jul-202330-Sep-2023Q2UNNNNERACE,Quarterly,N,Second Quarter,,,1158561,RACE,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_99230_979342_07112023062816.xml
Un-Audited,N,12-Aug-2023 17:49:48,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,16:14:14,13-Aug-2023 10:04:02,12-Aug-2023 17:49,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE084Q01012,N,01-Apr-202330-Jun-2023Q1UNNNNERACE,Quarterly,N,First Quarter,,,1154653,RACE,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_96984_917349_12082023054948.xml
Audited,N,30-May-2023 12:57:29,Race Eco Chain Limited,Non-Consolidated,Cumulative,00:46:34,30-May-2023 13:44:03,30-May-2023 12:57,01-Apr-2022 To 31-Mar-2023,New,01-Apr-2022,Ind-AS New,-,INE084Q01012,N,01-Apr-202231-Mar-2023ANANCNNERACE,Annual,N,Annual,,,1150420,RACE,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_93441_857413_30052023125728.xml
Audited,N,30-May-2023 12:57:28,Race Eco Chain Limited,Non-Consolidated,Non-cumulative,00:44:35,30-May-2023 13:42:03,30-May-2023 12:57,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE084Q01012,N,01-Jan-202331-Mar-2023Q4ANNNNERACE,Quarterly,N,Fourth Quarter,,,1150419,RACE,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_93441_857413_30052023125728.xml
