bm_date,bm_purpose,bm_desc,attachment
18-Aug-2026 18:39:14,Copy of Newspaper Publication,"Patanjali Foods Limited has informed the Exchange about Copy of Newspaper Publication of extract of the Unaudited Standalone and Consolidated financial results for the quarter ended June 30, 2026.",https://nsearchives.nseindia.com/corporate/RUCHI_18082026183856_IntimationNewspaper.pdf
14-Aug-2026 20:18:01,Outcome of Board Meeting,"Patanjali Foods Limited has submitted to the Exchange, the unaudited financial results for the quarter ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/RUCHI_14082026201610_Outcome_of_BM.pdf
