bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,intimationType,meetingType,oriiginalMeetingDate,proposedMeetingDate,bm_source
ITC,31-Jul-2026,Board Meeting Intimation,ITC Limited has informed the Exchange about Board Meeting to be held on 31-Jul-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .,Cigarettes,17-Jul-2026 18:48:47,ITC Limited,INE154A01025,00:00:03,17-Jul-2026 18:48:50,15.01 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500875_1772026184459_PRIOR_INTIMATION_WebXMLFile_20260717_184845378.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_818_20260717_184845397_WEB.html,3.75 KB,ITC,ITC Ltd.,,,,,
ITC,21-May-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2026 and dividend",Cigarettes,07-May-2026 14:44:58,ITC Limited,INE154A01025,00:00:00,07-May-2026 14:44:58,312.21 KB,https://nsearchives.nseindia.com/corporate/ITC_07052026144439_SE_BM_.pdf,,,ITC,ITC Ltd.,,,,,
ITC,29-Jan-2026,Board Meeting Intimation,ITC Limited has informed the Exchange about Board Meeting to be held on 29-Jan-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended December 2025 and Dividend.,Cigarettes,15-Jan-2026 18:09:31,ITC Limited,INE154A01025,00:00:02,15-Jan-2026 18:09:33,7.16 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_75555_1601719_15012026060929_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_75555_15012026180929_iXBRL_WEB.html,3.72 KB,ITC,ITC Ltd.,,,,,
ITC,30-Oct-2025,Board Meeting Intimation,ITC LIMITED has informed the Exchange about Board Meeting to be held on 30-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2025 .,Cigarettes,16-Oct-2025 16:57:47,ITC Limited,INE154A01025,00:00:03,16-Oct-2025 16:57:50,7.09 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_68620_1550446_16102025045745_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_68620_16102025165745_iXBRL_WEB.html,3.60 KB,ITC,ITC Ltd.,,,,,
ITC,01-Aug-2025,Financial Results,"To consider and approve the Unaudited Standalone and Consolidated Financial Results of the Company along with the Segment-wise Revenue, Results, Assets and Liabilities for the Quarter ended 30th June, 2025.",Cigarettes,18-Jul-2025 19:04:07,ITC Limited,INE154A01025,00:00:00,18-Jul-2025 19:04:07,265.22 KB,https://nsearchives.nseindia.com/corporate/ITC_18072025190349_SE_BM_.pdf,,,ITC,ITC Ltd.,,,,,
ITC,22-May-2025,Board Meeting Intimation,ITC Limited has informed the Exchange about Board Meeting to be held on 22-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Cigarettes,08-May-2025 15:10:48,ITC Limited,INE154A01025,00:00:02,08-May-2025 15:10:50,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_52828_1433850_08052025031045_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_52828_08052025151045_iXBRL_WEB.html,,ITC,ITC Ltd.,,,,,
ITC,06-Feb-2025,Board Meeting Intimation,ITC Limited has informed the Exchange about Board Meeting to be held on 06-Feb-2025 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended December 2024 and Dividend.,Cigarettes,24-Jan-2025 19:11:19,ITC Limited,INE154A01025,00:00:04,24-Jan-2025 19:11:23,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_44744_1360800_24012025071116_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_44744_24012025191116_iXBRL_WEB.html,,ITC,ITC Ltd.,,,,,
ITC,24-Oct-2024,ITC LIMITED has informed the Exchange about Board Meeting to be held on 24-Oct-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2024 .,Board Meeting Intimation,Cigarettes,08-Oct-2024 18:50:04,ITC Limited,INE154A01025,00:00:03,08-Oct-2024 18:50:07,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_37136_1262265_08102024065001_WEB.xml,,,ITC,ITC Ltd.,,,,,
ITC,01-Aug-2024,ITC LIMITED has informed the Exchange about Board Meeting to be held on 01-Aug-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,Cigarettes,18-Jul-2024 18:38:01,ITC Limited,INE154A01025,00:00:03,18-Jul-2024 18:38:04,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_29960_1192645_18072024063757_WEB.xml,,,ITC,ITC Ltd.,,,,,
ITC,23-May-2024,ITC LIMITED has informed the Exchange about Board Meeting to be held on 23-May-2024 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2024 and Dividend.,Board Meeting Intimation,Cigarettes,09-May-2024 14:24:50,ITC Limited,INE154A01025,00:00:03,09-May-2024 14:24:53,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_23916_1118774_09052024022448_WEB.xml,,,,,,,,,
