exDate,recDate,subject,faceVal
2026-05-28 13:34:54,2026-05-28 13:34:54,Record Date,1
2026-05-28 13:32:55,2026-05-28 13:32:55,Dividend,1
2026-02-13 13:58:53,2026-02-13 13:58:53,Dividend,1
2026-02-13 13:57:07,2026-02-13 13:57:07,Record Date,1
2026-02-13 13:50:22,2026-02-13 13:50:22,Dividend,1
2025-05-29 14:12:54,2025-05-29 14:12:54,Record Date,1
2025-05-29 14:03:31,2025-05-29 14:03:31,Dividend,1
2025-02-07 13:49:59,2025-02-07 13:49:59,Dividend,1
2025-01-28 15:44:43,2025-01-28 15:44:43,Record Date,1
2024-05-29 14:14:06,2024-05-29 14:14:06,Record Date,1
2024-05-29 14:11:45,2024-05-29 14:11:45,Dividend,1
2024-02-09 13:16:38,2024-02-09 13:16:38,Record Date,1
2024-02-09 13:09:24,2024-02-09 13:09:24,Dividend,1
2024-02-01 17:38:09,2024-02-01 17:38:09,Record Date,1
2023-05-19 13:51:29,2023-05-19 13:51:29,Record Date,1
2023-05-19 13:45:54,2023-05-19 13:45:54,Dividend,1
2023-02-10 13:41:51,2023-02-10 13:41:51,Record Date,1
2023-02-10 13:35:50,2023-02-10 13:35:50,Dividend,1
2023-01-24 12:56:15,2023-01-24 12:56:15,Record Date,1
2022-05-13 13:47:56,2022-05-13 13:47:56,Record Date,1
2022-05-13 13:40:53,2022-05-13 13:40:53,Dividend,1
2022-05-13 13:40:51,2022-05-13 13:40:51,Outcome of Board Meeting,1
2022-02-04 13:19:46,2022-02-04 13:19:46,Record Date,1
2022-02-04 13:11:49,2022-02-04 13:11:49,Dividend,1
2022-01-24 18:05:12,2022-01-24 18:05:12,Record Date,1
2021-05-25 14:03:52,2021-05-25 14:03:52,Record Date,1
2021-05-25 13:57:36,2021-05-25 13:57:36,Dividend,1
2021-02-05 14:00:01,2021-02-05 14:00:01,Record Date,1
2021-02-05 13:49:46,2021-02-05 13:49:46,Dividend,1
2021-01-27 17:20:44,2021-01-27 17:20:44,Record Date,1
2020-06-05 14:59:00,2020-06-05 14:59:00,Record Date,1
2020-06-05 14:33:00,2020-06-05 14:33:00,Dividend,1
2020-02-07 14:39:00,2020-02-07 14:39:00,Dividend,1
2020-01-29 19:36:00,2020-01-29 19:36:00,Record Date,1
2019-05-30 15:48:00,2019-05-30 15:48:00,Date of payment of dividend,1
2019-05-30 15:00:00,2019-05-30 15:00:00,AGM/Record Date,1
2019-05-30 14:23:00,2019-05-30 14:23:00,Dividend,1
2019-02-08 13:44:00,2019-02-08 13:44:00,Dividend,1
2019-02-01 14:35:00,2019-02-01 14:35:00,Record Date,1
2018-05-30 15:08:00,2018-05-30 15:08:00,Record Date,1
2018-05-30 14:37:00,2018-05-30 14:37:00,Date of payment of dividend,1
2018-05-30 14:28:00,2018-05-30 14:28:00,Dividend,1
2018-02-09 13:50:00,2018-02-09 13:50:00,Date of payment of dividend,1
2018-02-09 13:50:00,2018-02-09 13:50:00,Dividend,1
2018-01-31 13:28:00,2018-01-31 13:28:00,Record Date,1
2017-05-26 17:57:00,2017-05-26 17:57:00,Record Date,1
2017-05-26 15:32:00,2017-05-26 15:32:00,Dividend,1
2016-11-11 14:09:00,2016-11-11 14:09:00,Record Date,1
2016-11-11 14:06:00,2016-11-11 14:06:00,Dividend,1
2016-03-09 13:29:00,2016-03-09 13:29:00,Record Date,1
2016-03-09 13:17:00,2016-03-09 13:17:00,Dividend,1
