bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate,symbol,company_name,bm_source
20MICRONS,08-Jun-2020,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on Jun 08, 2020.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,07-Nov-2019,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on November 07, 2019.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,07-Feb-2019,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on February 07, 2019.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,08-Aug-2018,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on August 08, 2018. The Board  inter-alia APPROVED �� &#61550; Un-audited Financial Results for the Quarter ended 30th June, 2018 &&#61550; Investment in 20 MCC Private Limited by purchasing the entire share capital and making the same as Company��s Wholly-owned Subsidiary.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,04-Sep-2017,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on September 04, 2017.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,11-Jan-2016,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the board of directors of the Company had in its meeting held on January 09, 2016:(1). Considered and approved providing Corporate Guarantee to its Subsidiary viz. 20 Microns Nano Minerals Limited for re-payment of the renewed credit facilities granted to it of Rs. 727 Lacs by the IDBI Bank Limited vide its Sanction Letter dated January 01, 2016. &(2). Reviewed the developments of the Company in the positive directions as per the Media Release enclosed.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,10-Feb-2016,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that 1. approved resignation of Mr. Bharat Kanani as the Chief Financial Officer of the Company & decided to be relieved w.e.f February 29, 2016 &2. took note of the following : The Hon ble Bench of Company Law Board, Mumbai, has passed Order on 20.01.2016 granting an extension for re-payment of Fixed Deposits of the Company accepted before 01.04.2014 as per the provisions of the then Companies Act, 1956 amounting to Rs. 398.27 lacs and interest thereon as and when the same gets matured until 31.03.2017 as per the contractual terms with the respective Depositors.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,05-Nov-2016,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on November 05, 2016.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,11-Sep-2015,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on September 11, 2015 has approved renewal of Bill Discounting facilities with various Banks.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,11-Feb-2015,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on February 11, 2015 has considered and approved (1). Re-structuring of the Term Loan extended to the Company by the Consortium Bank. The Consortium bank is rescheduling repayment of term loan installments enhancing the period and providing Concessional rate of interest on all sanctioned facilities. (2) Withdrawal of nomination by the IDBI Bank Limited of its Nominee Direcrtor- Mr Naresh Makhija from the Board of the Company w.e.f. February 05, 2015. ",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,12-Nov-2014,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at their meeting held on November 12, 2014 have approved approved to : (1) Issue 14,70,588 Compulsorily Convertible Warrants [CCW] @ Rs. 34/- per CCW to the persons other than the Promoters of the Company on a Preferential basis, subject to all necessary approvals including the same of the Shareholders of the Company & (2). Purchase 5,000 equity shares of Rs. 10/- each being 50% of the paid-up share capital of Polyex Minerals Private Ltd, Ahmedabad at a price of Rs. 10/- per share, a total consideration of Rs. 50,000/-. The said joint venture proposes to establish a Silca Sand Refining Project .",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,12-Feb-2014,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding a Outcome of Board of Director of the Company to be held on February 12, 2014.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,11-Apr-2014,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Meeting of the Board of Directors of the Company held on April 10, 2014, the following were approved :(1). the Scheme for acceptance of Unsecured Fixed Deposits in terms of the provisions of Sections 73 to 76 of the Companies Act, 2013 and Companies [Acceptance of Fixed Deposits] Rules, 2014 &(2). Convening & holding an Extra ordinary General Meeting of the Shareholders of the Company on May 10, 2014.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,06-Aug-2014,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on August 06, 2014.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,12-Nov-2013,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on November 12, 2013, have: 1) Decided to postpone the decision taken by the Shareholders of the Company at their Annual General Meeting held on September 28, 2013, for One Year, relating to shifting of the Registered Office of the Company from the state of Gujarat to State of Maharashtra & 2) subject to all necessary/relevant approval(s)/intimation(s), if any, considered and approved, the requests received from Promoters, viz. Mr. Bhanubhai B. Patel, Mr. Anantrai K. Kamdar and Anantrai Keshavji Kamdar (HUF) for re-classification of their respective shareholdings to Public Shareholding, due to the age factor.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,08-Jan-2013,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding the Outcome of the Meeting of the Board of Directors of the Company held on January 08, 2013.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,12-Jul-2012,Outcome of Board Meeting,"20 Microns Limited  has informed the Exchange that the Board of Directors of the Company at its meeting held on July 12, 2012, Inter alia, approved the following: 1) Allotment of 15,00,000 Fully Compulsorily Convertible Warrants on preferential basis to the persons belonging to the promoters as well as non-promoter category.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,08-Feb-2011,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that with reference to the decision, inter-alia, taken at the Board Meeting held on November 11, 2010 in respect of sale of part of Land & Building situated at Plot # 172, Village : VADADALA, Tal. : Savali, Dist. : Vadodara to Dispersive Minerals and Chemicals India Limited [DISPERSIVE], it is hereby informed that the said decision has been dropped by DISPERSIVE since they are now not desirous to purchase the same.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,12-Nov-2010,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that at the Board Meeting of the Company held on November 11, 2010 it was decided and approved to : - (1) Commence the activities of the Company in United Arab Emirates - Free Trade Zone & (2) Sale part of its Land & Building situated at Plot No. 172, Village : VADADALA, Tal.: Savali. Dist. : Vadodara of Book Value of Rs. 63.50 Lacs at Rs. 127.35 Lacs i.e. Market Value to Dispersive Minerals & Chemicals India Limited, subject to all necessary approvals and consents, including that of the Shareholders by way of Postal Ballot.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,26-Jun-2024,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on Jun 26, 2024.The Board at its meeting held today approved investment and granting of loan to foreign subsidiaries as per the disclosures attached herewith. Kindly take the same on records.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,29-Jan-2024,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on January 25, 2024.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,25-Oct-2023,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding outcome of Board meeting held on October 25, 2023.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,25-Jan-2023,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on January 25, 2023.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,22-Jul-2022,Outcome of Board Meeting,20 Microns Limited  has informed the Exchange about Board Meeting held on 22-Jul-2022 to consider financial statements for the period ended June 2022,,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,28-Mar-2022,Outcome of Board Meeting,20 Microns Limited  has informed the Exchange about Board Meeting held on 28-Mar-2022 to consider Other business matters,,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,14-Mar-2022,Outcome of Board Meeting,20 Microns Limited  has informed the Exchange about Board Meeting held on 14-Mar-2022 to consider Other business matters,,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,21-Jan-2022,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on January 21, 2022.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,21-Oct-2021,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on October 21, 2021.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,28-Jun-2021,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 28, 2021.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,23-Dec-2020,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on December 23, 2020.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,13-Aug-2020,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on August 13, 2020.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,13-Aug-2019,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding  Board meeting held on August 13, 2019.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,31-Oct-2018,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on October 31, 2018.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,13-Feb-2018,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on February 13, 2018.In terms of the provisions of the SEBI [Listing Obligations & Disclosures Requirements] Regulations, 2015, please be informed that at the Meeting of the Board of Directors of the Company held today i.e. 13.02.2018 the Board, inter-alia APPROVED Un-Audited Financial Results for the Quarter ended 31st December, 2017",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,22-Nov-2017,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Outcome of Board Meeting held on November 22, 2017.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,23-Sep-2016,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding the Outcome of Board Meeting of the Company held on September 23, 2016.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,18-Dec-2015,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the meeting of Board of Directors of the Company held on December 18, 2015, the Board took note of the extension of Mining lease, by the concerned Mining Authority(s), for a further period upto June 24, 2033 of the Morus Calcite Mines situated at SIROHI, Rajasthan.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,23-Mar-2015,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on March 23, 2015, considered and approved inter-alia, the restructuring of various financial facilities by IDBI Bank Limited and execution of documents with Consortium Banks for the same.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,17-Nov-2014,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding Revised Outcome of Board Meeting of the Company held on November 12, 2014.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,18-Jun-2013,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that at the meeting of the Board of Directors of the Company held on June 17, 2013, subject to all necessary approval(s), it was inter-alia considered and approved to : - (1) Issue and allot 3,00,000 Fully Convertible Debentures of the face value Rs. 100/- each to the non - promoter on a preferential basis; (2) Convene and hold an extra-ordinary general meeting of the Shareholders of the Company on July 17, 2013 at 3.00 p.m. at 347, GIDC Industrial Estate, WAGHODIA - 391 760. Dist. : Vadodara & (3) Authorize and empower the Management Committee of Directors of the Company to complete and comply with all the necessary process and formalities in this behalf including allotment of FCDs, from time to time. ",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,22-Apr-2013,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on April 22, 2013, inter alia, has considered and approved, subject to all necessary approval(s) in that behalf, to issue and allot of 4,00,000 Fully Convertible Debentures of the face value Rs. 100/- each to the non-promoter on a preferential basis and the Management Committee of Directors of the Company was empowered to complete and comply with all the necessary process and formalities in this behalf, from time to time.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,13-Mar-2013,Outcome of Board Meeting,"The Company had informed the Exchange regarding the meeting of Board of Directors of the Company scheduled to be held on March 13, 2013, inter-alia to consider and approve Issue of Convertible Warrants on a preferential basis.. The Company has now informed the Exchange that in the aforesaid Board Meeting, the item on Issue of Allotment of Convertible Warrants on Preferential basis was postponed. ",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,30-Oct-2012,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company held on October 29, 2012 , interalia: (1). Approved an Allotment of 15,00,000 Equity Shares of the face value of Rs. 10/- at a price of Rs. 90/- per share, including premium of Rs. 80/- to the following Promoters and Persons other than Promoters, in conversion of 15,00,000 Convertible Warrants of the face value of Rs. 90/- each, allotted on July 12, 2012.(2). Approved, subject to all necessary approval(s), including that of the Shareholders, to Split / Sub-divide 1 [one] Equity Share of the Company of the existing face value of Rs. 10/- each into 2 [Two] Equity Shares of Rs. 5/- each.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,23-Mar-2012,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on March 23, 2012, considered and approved the following : (1) Preferential Allotment of 15,00,000 compulsorily convertible warrants to the persons belonging to the Promoter as well as non promoter category; (2) To convene an Extra-Ordinary General Meeting of the Members of the Company on April 23, 2012 and obtain the Shareholders' approval for the proposed allotment.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,25-Jan-2012,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange that the Board of Directors of the company at its meeting held on January 24, 2012 has re-appointed Mr. Atil C. Parikh as the Joint Managing Director of the company, subject to all necessary approval(s).",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
20MICRONS,22-Oct-2011,Outcome of Board Meeting,"20 Microns Limited has informed the Exchange regarding the outcome of the meeting of the Board of Directors of the Company held on October 22, 2011.",,,20 Microns Limited,INE144J01019,,,,,,,,,,,20MICRONS,,announcements
