exDate,recDate,subject,faceVal
31-Jul-2026 18:53:07,31-Jul-2026 18:53:07,Record Date,1
29-May-2026 20:20:18,29-May-2026 20:20:18,Dividend,1
26-Sep-2025 11:09:03,26-Sep-2025 11:09:03,Record Date,1
26-Sep-2025 10:48:21,26-Sep-2025 10:48:21,Dividend,1
22-Sep-2025 17:44:10,22-Sep-2025 17:44:10,Record Date,1
22-Sep-2025 16:11:21,22-Sep-2025 16:11:21,Record Date,1
29-Aug-2025 19:35:05,29-Aug-2025 19:35:05,Record Date,1
23-May-2025 21:10:47,23-May-2025 21:10:47,Dividend,1
03-Sep-2024 19:57:15,03-Sep-2024 19:57:15,Book Closure,1
24-May-2024 20:33:26,24-May-2024 20:33:26,Dividend Updates,1
04-Sep-2023 22:13:59,04-Sep-2023 22:13:59,Book Closure,1
19-May-2023 19:03:47,19-May-2023 19:03:47,Dividend,1
27-Aug-2022 01:23:51,27-Aug-2022 01:23:51,Book Closure,1
24-Aug-2022 16:21:15,24-Aug-2022 16:21:15,Annual General Meeting,1
24-Aug-2021 17:59:26,24-Aug-2021 17:59:26,Book Closure,1
01-Sep-2020 22:29:29,01-Sep-2020 22:29:29,Book Closure,1
29-Jun-2020 08:27:00,29-Jun-2020 08:27:00,Dividend,1
26-Aug-2019 08:48:00,26-Aug-2019 08:48:00,AGM/Book Closure,1
30-May-2019 09:44:00,30-May-2019 09:44:00,Dividend,1
21-Aug-2018 20:59:00,21-Aug-2018 20:59:00,AGM/Book Closure,1
29-May-2018 19:17:00,29-May-2018 19:17:00,Dividend,1
04-Aug-2017 17:51:00,04-Aug-2017 17:51:00,AGM/Book Closure,1
11-May-2017 19:27:00,11-May-2017 19:27:00,Dividend,1
13-Aug-2016 11:33:00,13-Aug-2016 11:33:00,Annual General Meeting Updates,1
19-Jul-2016 17:25:00,19-Jul-2016 17:25:00,Date of payment of dividend,1
19-Jul-2016 17:23:00,19-Jul-2016 17:23:00,AGM/Book Closure,1
12-May-2016 17:59:00,12-May-2016 17:59:00,Dividend,1
31-Aug-2015 10:16:00,31-Aug-2015 10:16:00,Date of payment of dividend,1
31-Aug-2015 10:14:00,31-Aug-2015 10:14:00,AGM/Book Closure,1
30-May-2015 12:30:00,30-May-2015 12:30:00,Dividend,1
25-Jul-2014 20:12:00,25-Jul-2014 20:12:00,Annual General Meeting Updates,1
01-Jul-2014 08:48:00,01-Jul-2014 08:48:00,AGM/Book Closure,1
08-May-2014 19:16:00,08-May-2014 19:16:00,Dividend,1
05-Aug-2013 08:24:00,05-Aug-2013 08:24:00,Annual General Meeting Updates,1
05-Jul-2013 19:40:00,05-Jul-2013 19:40:00,AGM/Book Closure,1
08-May-2013 08:40:00,08-May-2013 08:40:00,Dividend,1
08-Aug-2012 08:51:00,08-Aug-2012 08:51:00,Outcome of Annual General Meeting,1
04-Jul-2012 11:41:00,04-Jul-2012 11:41:00,AGM / Book Closure,1
08-May-2012 17:31:00,08-May-2012 17:31:00,Dividend,1
11-Aug-2011 15:54:00,11-Aug-2011 15:54:00,Outcome of Annual General Meeting,1
18-Jul-2011 18:10:00,18-Jul-2011 18:10:00,AGM / Book Closure,1
10-May-2011 14:59:00,10-May-2011 14:59:00,Dividend,1
27-Sep-2010 15:27:00,27-Sep-2010 15:27:00,Outcome of Annual General Meeting,1
01-Sep-2010 17:41:00,01-Sep-2010 17:41:00,AGM/Book Closure,1
28-May-2010 13:03:00,28-May-2010 13:03:00,Dividend,1
02-Sep-2009 13:48:00,02-Sep-2009 13:48:00,AGM/Book Closure,1
27-Jun-2009 12:45:00,27-Jun-2009 12:45:00,Dividend,1
31-Oct-2007 12:20:00,31-Oct-2007 12:20:00,Interim Dividend,1
24-Oct-2007 12:21:00,24-Oct-2007 12:21:00,Record Date,1
26-Dec-2006 13:10:00,26-Dec-2006 13:10:00,Interim Dividend,1
20-Dec-2006 12:50:00,20-Dec-2006 12:50:00,Record Date,1
31-Jan-2006 00:00:00,31-Jan-2006 00:00:00,Interim Dividend,1
25-Jan-2006 00:00:00,25-Jan-2006 00:00:00,Record Date,1
26-Apr-2005 00:00:00,26-Apr-2005 00:00:00,Interim Dividend,1
15-Apr-2005 00:00:00,15-Apr-2005 00:00:00,Record Date,1
06-Jan-2005 00:00:00,06-Jan-2005 00:00:00,Bonus,1
