bm_date,bm_purpose,bm_desc,attachment
15-Jul-2026 15:02:24,Outcome of Board Meeting,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/DEEPTI_15072026145839_NSEBSE_Outcome_Result.pdf
16-Apr-2026 13:03:08,Outcome of Board Meeting,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/DEEPTI_16042026125527_NSEBSE_05.pdf
14-Jan-2026 14:33:13,Outcome of Board Meeting,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",https://nsearchives.nseindia.com/corporate/DEEPTI_14012026143028_NSEBSE_71.pdf
15-Oct-2025 14:51:27,Outcome of Board Meeting,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/DEEPTI_15102025144957_NSEBSE_48.pdf
17-Jul-2025 14:41:39,Outcome of Board Meeting,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.",https://nsearchives.nseindia.com/corporate/DEEPTI_17072025143334_NSEBSE_28.pdf
17-Jul-2025 13:50:50,Outcome of Board Meeting,"HDFC Asset Management Company Limited has informed the Exchange regarding  Board meeting held on July 17, 2025.",https://nsearchives.nseindia.com/corporate/DEEPTI_17072025134959_NSEBSE_28.pdf
17-Apr-2025 15:08:00,Outcome of Board Meeting,"HDFC Asset Management Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 17, 2025.",https://nsearchives.nseindia.com/corporate/DEEPTI_17042025150557_NSEBSE_03.pdf
14-Jan-2025 15:04:38,Financial Result Updates," HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/NSEBSE_58_14012025150438.pdf
15-Oct-2024 14:39:57,Financial Result Updates," HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/NSEBSE45_15102024143957.pdf
15-Jul-2024 14:40:29,Financial Result Updates,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.",https://nsearchives.nseindia.com/corporate/NSEBSE_29_FINAL_15072024144029.pdf
07-Jun-2024 09:39:08,Outcome of Board Meeting,"HDFC Asset Management Company Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 07, 2024.",https://nsearchives.nseindia.com/corporate/HDFCAMC_07062024093908_NSEBSE_19.pdf
19-Apr-2024 16:08:31,Financial Result Updates,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",https://nsearchives.nseindia.com/corporate/NSE_BSE_RESULT_19042024160831.pdf
11-Jan-2024 14:23:30,Financial Result Updates,"HDFC Asset Management Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.",https://nsearchives.nseindia.com/corporate/Result_New_11012024142330.pdf
