exDate,recDate,subject,faceVal
15-May-2026 14:52:34,15-May-2026 14:52:34,Copy of Newspaper Publication,1
14-May-2026 19:42:03,14-May-2026 19:42:03,Record Date,1
14-May-2026 19:35:52,14-May-2026 19:35:52,General Updates,1
20-Apr-2026 20:34:23,20-Apr-2026 20:34:23,Updates,1
15-Apr-2026 19:04:38,15-Apr-2026 19:04:38,Dividend,1
14-Oct-2025 17:54:31,14-Oct-2025 17:54:31,Dividend,1
24-Sep-2025 18:38:03,24-Sep-2025 18:38:03,Record Date,1
23-Sep-2025 18:26:19,23-Sep-2025 18:26:19,Record Date,1
13-Aug-2025 16:44:52,13-Aug-2025 16:44:52,Updates,1
31-May-2025 15:52:28,31-May-2025 15:52:28,Copy of Newspaper Publication,1
30-May-2025 22:07:58,30-May-2025 22:07:58,General Updates,1
30-May-2025 22:03:52,30-May-2025 22:03:52,Record Date,1
15-Apr-2025 19:32:38,15-Apr-2025 19:32:38,Dividend,1
06-Nov-2024 18:58:28,06-Nov-2024 18:58:28,Updates,1
21-Oct-2024 11:23:11,21-Oct-2024 11:23:11,General Updates,1
18-Oct-2024 16:59:33,18-Oct-2024 16:59:33,Dividend,1
24-Sep-2024 17:12:38,24-Sep-2024 17:12:38,Record Date,1
14-Jun-2024 18:17:55,14-Jun-2024 18:17:55,Updates,1
05-Jun-2024 10:36:33,05-Jun-2024 10:36:33,Updates,1
24-May-2024 19:56:16,24-May-2024 19:56:16,Copy of Newspaper Publication,1
23-May-2024 19:49:27,23-May-2024 19:49:27,Record Date,1
23-May-2024 19:38:48,23-May-2024 19:38:48,Updates,1
17-Apr-2024 18:16:13,17-Apr-2024 18:16:13,Dividend,1
18-Oct-2023 23:32:43,18-Oct-2023 23:32:43,Updates,1
18-Oct-2023 19:36:16,18-Oct-2023 19:36:16,Record Date,1
18-Oct-2023 19:18:25,18-Oct-2023 19:18:25,Dividend,1
28-Sep-2023 15:02:49,28-Sep-2023 15:02:49,Record Date,1
07-Jun-2023 15:48:42,07-Jun-2023 15:48:42,Copy of Newspaper Publication,1
03-Jun-2023 17:08:54,03-Jun-2023 17:08:54,Updates,1
31-May-2023 20:27:18,31-May-2023 20:27:18,Record Date,1
31-May-2023 20:20:55,31-May-2023 20:20:55,Updates,1
18-Apr-2023 18:09:37,18-Apr-2023 18:09:37,Dividend,1
18-Oct-2022 18:35:11,18-Oct-2022 18:35:11,Outcome of Board Meeting,1
18-Oct-2022 18:35:09,18-Oct-2022 18:35:09,Dividend,1
14-Oct-2022 17:55:09,14-Oct-2022 17:55:09,Record Date,1
14-Jul-2022 00:28:27,14-Jul-2022 00:28:27,Record Date,1
07-Jul-2022 20:02:51,07-Jul-2022 20:02:51,Newspaper Advertisements,1
21-Apr-2022 17:27:58,21-Apr-2022 17:27:58,Dividend,1
21-Oct-2021 19:07:31,21-Oct-2021 19:07:31,Dividend,1
21-Oct-2021 19:00:40,21-Oct-2021 19:00:40,Dividend,1
20-Oct-2021 21:52:21,20-Oct-2021 21:52:21,Record Date,1
19-Jul-2021 00:10:44,19-Jul-2021 00:10:44,Record Date,1
17-Apr-2021 17:13:31,17-Apr-2021 17:13:31,Dividend,1
17-Apr-2021 17:10:57,17-Apr-2021 17:10:57,Dividend,1
05-Mar-2021 15:20:55,05-Mar-2021 15:20:55,Record Date,1
05-Mar-2021 15:15:34,05-Mar-2021 15:15:34,Dividend,1
18-Oct-2019 17:53:00,18-Oct-2019 17:53:00,Dividend,1
18-Oct-2019 17:45:00,18-Oct-2019 17:45:00,Dividend,1
27-Sep-2019 19:36:00,27-Sep-2019 19:36:00,Record Date,1
27-Sep-2019 19:13:00,27-Sep-2019 19:13:00,Trading Window,1
06-Jun-2019 10:32:00,06-Jun-2019 10:32:00,Book Closure,1
18-Apr-2019 20:01:00,18-Apr-2019 20:01:00,Dividend,1
20-Oct-2018 13:58:00,20-Oct-2018 13:58:00,Dividend,1
27-Sep-2018 08:19:00,27-Sep-2018 08:19:00,Record Date,1
14-Jun-2018 08:19:00,14-Jun-2018 08:19:00,AGM/Book Closure,1
25-Apr-2018 17:25:00,25-Apr-2018 17:25:00,Dividend,1
25-Apr-2018 17:07:00,25-Apr-2018 17:07:00,Dividend,1
17-Oct-2017 12:59:00,17-Oct-2017 12:59:00,Dividend,1
09-Oct-2017 19:03:00,09-Oct-2017 19:03:00,Record Date,1
