Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,15,20
Reserves,11,23,68
Borrowings,4,1,4
  └─ Long term Borrowings,1.60,0.00,0.31
  └─ Short term Borrowings,2.53,1.34,3.63
  └─ Other Borrowings,0.01,0.00,
Other Liabilities,2,3,6
  └─ Trade Payables,0.73,0.95,1.14
  └─ Advance from Customers,0.05,0.11,
  └─ Other liability items,1.08,2.18,5.24
Total Liabilities,21,42,98
Fixed Assets,0,1,8
  └─ Plant Machinery,0.58,1.22,
  └─ Equipments,0.03,0.04,
  └─ Computers,0.29,0.35,
  └─ Furniture n fittings,0.04,0.04,
  └─ Vehicles,0.00,0.11,
  └─ Intangible Assets,0.00,0.00,2.78
  └─ Other fixed assets,0.16,0.51,
  └─ Gross Block,1.10,2.27,
  └─ Accumulated Depreciation,0.66,1.00,
CWIP,1,1,1
Investments,0,0,0
Other Assets,20,40,89
  └─ Inventories,2.54,14.93,44.09
  └─ Trade receivables,10.70,10.17,24.73
  └─ Cash Equivalents,0.85,6.29,12.96
  └─ Loans n Advances,4.73,6.98,6.47
  └─ Other asset items,0.75,1.34,0.75
Total Assets,21,42,98
