Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.20,18,24,26,30,30
Reserves,13,27,111,154,226,270
Borrowings,17,47,85,103,192,236
  └─ Long term Borrowings,0,0,16,18,14,92
  └─ Short term Borrowings,17,47,68,84,177,141
  └─ Lease Liabilities,0,0,1,1,1,3
  └─ Other Borrowings,0,0,0,0,-0,
Other Liabilities,17,30,39,131,189,393
  └─ Non controlling int,0,0,5,6,6,6
  └─ Trade Payables,16,18,13,48,113,113
  └─ Advance from Customers,0,0,4,0,0,
  └─ Other liability items,1,12,18,77,70,274
Total Liabilities,47,123,259,414,636,929
Fixed Assets,2,51,92,103,99,91
  └─ Land,1.33,3.68,16.59,16.32,16.30,
  └─ Building,0.00,8.17,16.12,19.08,20.12,
  └─ Plant Machinery,0.00,67.95,91.56,103.81,105.23,
  └─ Equipments,0.05,0.37,0.51,0.85,1.05,
  └─ Computers,0.07,0.18,0.30,0.44,0.68,
  └─ Furniture n fittings,0.01,2.02,3.38,3.64,3.75,
  └─ Vehicles,0.00,0.70,1.43,1.57,1.94,
  └─ Intangible Assets,0.00,0.12,0.12,0.12,0.12,0.20
  └─ Other fixed assets,0.99,0.99,1.01,3.69,3.74,
  └─ Gross Block,2.45,84.18,131.02,149.52,152.93,
  └─ Accumulated Depreciation,0.12,32.85,39.28,46.50,53.98,
CWIP,0,0,0,2,0,16
Investments,5,4,3,3,32,33
Other Assets,40,68,164,306,506,788
  └─ Inventories,25,35,65,146,282,464
  └─ Trade receivables,10,15,53,99,167,162
    └─ Receivables over 6m,3,25,98,79,92,
    └─ Receivables under 6m,7,15,52,99,125,
    └─ Prov for Doubtful,0,-25,-97,-79,-50,
  └─ Cash Equivalents,1,5,5,3,6,6
  └─ Loans n Advances,3,8,31,44,23,16
  └─ Other asset items,1,4,10,14,28,139
Total Assets,47,123,259,414,636,929
