Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,12,12,12,12,23,23,23,23
Reserves,16,18,8,12,15,41,38,41,48
Borrowings,29,43,37,31,49,61,56,65,74
  └─ Long term Borrowings,8,9,9,13,14,16,16,15,15
  └─ Short term Borrowings,20,33,26,18,35,44,39,48,59
  └─ Lease Liabilities,0,0,0,0,0,1,1,1,1
  └─ Other Borrowings,,1,1,-0,0,0,0,0,
Other Liabilities,25,23,34,47,38,32,54,48,47
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.21,-0.21
  └─ Trade Payables,17.46,17.48,28.18,42.67,34.43,27.22,46.32,25.76,37.96
  └─ Advance from Customers,,2.41,1.85,0.00,0.00,0.00,0.00,0.19,
  └─ Other liability items,7.71,3.51,4.14,3.85,3.38,5.05,7.65,22.56,9.29
Total Liabilities,75,96,91,101,114,157,170,177,192
Fixed Assets,12,15,14,29,31,31,27,27,25
  └─ Building,,9.22,9.22,8.51,12.47,12.47,9.08,9.08,
  └─ Equipments,,0.59,0.63,0.26,0.36,0.39,0.39,0.44,
  └─ Computers,,0.84,1.13,0.47,0.64,0.70,0.71,0.71,
  └─ Furniture n fittings,,3.82,3.85,1.45,1.67,1.69,0.06,0.07,
  └─ Vehicles,,1.72,1.73,1.78,2.11,2.43,2.38,2.53,
  └─ Intangible Assets,2.60,2.78,2.79,17.57,0.02,0.02,0.02,0.12,12.35
  └─ Other fixed assets,,0.08,0.08,0.81,18.81,19.90,19.37,19.86,
  └─ Gross Block,,19.05,19.43,30.85,36.08,37.60,32.01,32.81,
  └─ Accumulated Depreciation,,3.67,4.97,2.18,4.85,7.00,4.76,6.15,
CWIP,0,0,1,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0
Other Assets,63,81,76,72,82,127,143,151,168
  └─ Trade receivables,57,68,55,43,45,49,69,78,97
    └─ Receivables over 6m,,15,17,18,19,15,28,32,
    └─ Receivables under 6m,,53,38,40,39,45,53,58,
    └─ Prov for Doubtful,,0,0,-14,-13,-12,-12,-12,
  └─ Cash Equivalents,1,2,4,3,7,11,13,13,15
  └─ Loans n Advances,1,0,0,3,4,6,11,12,1
  └─ Other asset items,4,10,17,23,26,61,49,48,56
Total Assets,75,96,91,101,114,157,170,177,192
