Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,181,181,181,181,181,181,189,190
Reserves,1654,1731,2092,1807,2320,2771,4257,4760
Borrowings,2128,2327,2310,2217,2334,2335,1023,1558
  └─ Long term Borrowings,688,553,704,717,744,767,190,252
  └─ Short term Borrowings,1087,1271,1253,1366,1451,1321,542,952
  └─ Lease Liabilities,0,157,0,134,139,248,291,354
  └─ Other Borrowings,354,345,354,0,0,0,-0,
Other Liabilities,1613,1721,2184,1816,1798,2422,2653,3104
  └─ Non controlling int,65,72,95,127,149,169,195,27
  └─ Trade Payables,685,741,972,1125,1086,1309,1480,1771
  └─ Advance from Customers,0,0,12,0,0,0,0,
  └─ Other liability items,863,908,1105,564,564,943,978,1307
Total Liabilities,5577,5960,6768,6021,6634,7709,8122,9612
Fixed Assets,2247,2382,2188,2044,2147,3125,3197,3420
  └─ Land,96,93,4,182,187,210,219,
  └─ Building,596,771,558,583,644,776,878,
  └─ Plant Machinery,1061,1197,1406,1453,1635,2006,2161,
  └─ Equipments,18,19,20,20,23,27,29,
  └─ Computers,48,56,62,69,78,117,126,
  └─ Furniture n fittings,194,217,44,270,313,400,430,
  └─ Vehicles,21,21,22,31,36,37,40,
  └─ Intangible Assets,652,675,714,344,345,761,891,1101
  └─ Other fixed assets,418,474,419,520,542,718,710,
  └─ Gross Block,3104,3523,3249,3472,3802,5052,5485,
  └─ Accumulated Depreciation,857,1141,1061,1428,1656,1928,2288,
CWIP,581,485,302,320,411,159,177,172
Investments,0,0,0,25,25,318,95,20
Other Assets,2749,3093,4278,3632,4050,4108,4652,6001
  └─ Inventories,1128,1173,1514,1449,1383,1525,1932,2398
  └─ Trade receivables,972,1145,1475,1309,1648,1859,2002,2563
    └─ Receivables over 6m,0,0,0,152,181,241,230,
    └─ Receivables under 6m,990,1168,1525,1195,1517,1681,1868,
    └─ Prov for Doubtful,-18,-23,-49,-38,-50,-63,-96,
  └─ Cash Equivalents,104,164,524,313,458,232,165,148
  └─ Loans n Advances,57,74,63,175,102,100,91,41
  └─ Other asset items,488,537,702,386,459,391,462,852
Total Assets,5577,5960,6768,6021,6634,7709,8122,9612
