Metric,Mar 2009,Mar 2010,Mar 2011
Equity Capital,1.50,1.50,1.50
Reserves,191.66,195.37,199.16
Borrowing,1.55,0.55,0.32
Other Liabilities,14.06,15.46,14.44
  └─ Trade Payables,1.56,2.63,2.07
  └─ Advance from Customers,2.62,2.83,2.51
  └─ Other liability items,9.88,10.00,9.86
Total Liabilities,208.77,212.88,215.42
Fixed Assets,53.70,52.18,48.67
  └─ Land,0,0,0
  └─ Building,14,14,14
  └─ Plant Machinery,56,56,56
  └─ Furniture n fittings,1,1,1
  └─ Vehicles,10,11,11
  └─ Other fixed assets,0,0,0
  └─ Gross Block,80,82,82
  └─ Accumulated Depreciation,26,29,33
CWIP,0.65,0.00,0.00
Investments,42.91,48.53,49.77
Other Assets,111.51,112.17,116.98
  └─ Inventories,2,2,2
  └─ Trade receivables,4,5,7
    └─ Receivables over 6m,0.64,0.62,0.84
    └─ Receivables under 6m,3.55,4.31,5.94
  └─ Cash Equivalents,1,1,1
  └─ Loans n Advances,3,3,3
  └─ Other asset items,101,101,104
Total Assets,208.77,212.88,215.42
