Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,3,9,9,11,11,11,11,11,33,33,34
Reserves,4,13,24,26,49,48,55,76,117,152,280,490
Borrowings,2,10,21,40,35,31,33,28,49,116,252,442
  └─ Long term Borrowings,0,8,15,31,31,26,26,21,33,85,185,211
  └─ Short term Borrowings,2,1,2,0,5,5,6,7,7,15,42,176
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,8,15,24,56
  └─ Other Borrowings,0,1,3,10,0,0,0,0,0,-0,-0,
Other Liabilities,12,17,50,63,84,169,167,226,168,324,604,1726
  └─ Non controlling int,0,0,0,0,0,25,23,21,-1,-1,-1,-1
  └─ Trade Payables,4,11,19,37,55,44,35,102,94,176,327,657
  └─ Advance from Customers,2,0,0,0,0,0,0,29,2,3,9,
  └─ Other liability items,5,6,31,26,29,101,108,74,73,147,269,1069
Total Liabilities,19,43,104,138,179,260,265,342,346,626,1169,2691
Fixed Assets,10,25,50,85,83,81,132,135,144,174,420,542
  └─ Land,1.01,1.27,2.46,3.39,4.51,4.51,5.00,7.56,13.18,13.38,13.70,
  └─ Building,1.97,2.01,2.05,2.05,2.24,2.24,8.27,8.44,11.33,19.88,30.32,
  └─ Plant Machinery,6.50,22.30,45.83,81.80,82.43,82.51,131.72,132.86,131.40,158.83,400.51,
  └─ Equipments,0.14,0.18,0.04,0.41,0.49,0.78,0.86,3.93,6.73,7.18,8.19,
  └─ Computers,0.00,0.00,0.13,0.24,0.28,0.45,0.47,0.55,0.65,0.85,1.46,
  └─ Furniture n fittings,0.20,0.37,1.02,0.78,0.92,1.93,1.97,3.21,3.62,4.24,6.14,
  └─ Vehicles,0.23,0.25,0.73,0.71,0.66,0.84,0.89,1.68,2.45,3.37,5.79,
  └─ Other fixed assets,0.00,-0.01,0.04,0.00,-0.01,0.01,0.00,0.02,0.45,0.47,0.84,
  └─ Gross Block,10.05,26.37,52.30,89.38,91.52,93.27,149.18,158.25,169.81,208.20,466.95,
  └─ Accumulated Depreciation,0.20,0.96,2.02,4.87,8.69,12.66,17.25,22.88,25.98,34.44,46.92,
CWIP,0,0,18,8,10,50,11,11,1,1,0,0
Investments,0,0,0,0,0,0,1,5,23,22,10,10
Other Assets,9,18,36,45,86,130,121,191,177,429,738,2139
  └─ Inventories,5,5,5,12,34,80,80,127,86,120,228,1333
  └─ Trade receivables,2,8,26,15,28,11,4,16,58,253,323,168
    └─ Receivables over 6m,0,0,0,0,0,0,2,0,11,15,13,
    └─ Receivables under 6m,2,8,25,15,28,11,2,16,47,237,310,
  └─ Cash Equivalents,1,2,2,9,7,8,17,21,13,24,45,76
  └─ Loans n Advances,0,1,2,0,0,5,3,7,5,12,37,10
  └─ Other asset items,1,2,2,10,16,26,17,20,15,20,105,552
Total Assets,19,43,104,138,179,260,265,342,346,626,1169,2691
