Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69
Reserves,21.73,26.82,27.62,23.45,20.81,21.79,22.53,22.18,21.13
Borrowings,11.79,10.05,2.76,4.15,3.76,6.66,1.44,4.97,5.35
  └─ Long term Borrowings,3.40,0.75,0.05,0.02,0.00,0.00,0.00,0.00,0.34
  └─ Short term Borrowings,5.51,8.06,2.01,4.04,3.61,6.57,1.30,4.89,4.97
  └─ Lease Liabilities,0.00,0.00,0.00,0.09,0.15,0.09,0.14,0.08,0.04
  └─ Other Borrowings,2.88,1.24,0.70,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,4.57,6.59,4.78,5.94,3.49,3.73,2.98,3.32,4.65
  └─ Trade Payables,0.56,2.78,1.33,3.01,0.78,0.73,0.42,0.41,0.83
  └─ Advance from Customers,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other liability items,3.04,3.81,3.45,2.93,2.71,3.00,2.56,2.91,3.82
Total Liabilities,48.78,54.15,45.85,44.23,38.75,42.87,37.64,41.16,41.82
Fixed Assets,2.74,5.52,4.86,3.93,3.66,4.00,3.73,3.08,3.32
  └─ Building,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,
  └─ Plant Machinery,2.91,5.55,6.48,5.94,6.05,6.87,7.27,7.16,
  └─ Equipments,0.04,0.06,0.08,0.07,0.11,0.13,0.14,0.14,
  └─ Computers,1.54,2.68,2.79,2.64,1.71,1.90,1.20,1.06,
  └─ Furniture n fittings,0.35,0.36,0.52,0.37,0.41,0.70,0.70,0.70,
  └─ Vehicles,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,
  └─ Other fixed assets,0.01,0.40,0.00,0.10,0.00,0.13,0.20,0.13,
  └─ Gross Block,5.07,9.27,10.09,9.34,8.77,9.95,9.73,9.41,
  └─ Accumulated Depreciation,2.32,3.74,5.23,5.41,5.11,5.95,6.01,6.33,
CWIP,0.00,0.02,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Investments,4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,42.03,48.61,40.99,40.30,34.89,38.87,33.91,38.08,38.50
  └─ Inventories,23.52,28.16,26.53,24.29,16.37,18.79,22.82,21.68,22.74
  └─ Trade receivables,6.43,10.39,10.42,8.73,11.41,10.75,6.00,11.14,10.10
    └─ Receivables over 6m,0.21,0.79,1.49,0.00,1.18,1.72,1.38,1.57,
    └─ Receivables under 6m,6.23,9.59,8.99,8.73,10.23,9.15,4.75,9.72,
    └─ Prov for Doubtful,0.00,0.00,-0.06,0.00,0.00,-0.12,-0.14,-0.16,
  └─ Cash Equivalents,9.60,7.76,0.33,2.97,0.13,3.22,0.03,0.04,0.10
  └─ Loans n Advances,0.89,0.45,2.12,0.82,0.86,0.61,0.65,0.81,0.04
  └─ Other asset items,1.59,1.85,1.59,3.49,6.12,5.50,4.41,4.41,5.52
Total Assets,48.78,54.15,45.85,44.23,38.75,42.87,37.64,41.16,41.82
