Metric,Mar 2012,Mar 2013,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,19,19,19,19,19
Reserves,30,41,523,554,591,625,661
Borrowings,11,19,93,105,110,123,138
  └─ Long term Borrowings,1,1,1,0,5,13,17
  └─ Short term Borrowings,8,17,92,105,105,110,121
  └─ Other Borrowings,2,1,0,0,0,0,
Other Liabilities,63,82,105,114,160,259,278
  └─ Non controlling int,0,0,0,-0,0,0,0
  └─ Trade Payables,16,28,43,28,43,79,131
  └─ Advance from Customers,33,32,46,73,93,151,
  └─ Other liability items,14,22,16,13,24,29,147
Total Liabilities,120,158,739,793,880,1026,1097
Fixed Assets,21,38,245,244,249,250,249
  └─ Land,0.02,19.26,222.11,222.11,222.11,222.54,
  └─ Building,2.30,2.43,3.13,3.38,4.87,6.05,
  └─ Plant Machinery,9.20,9.09,12.22,13.29,15.45,17.45,
  └─ Equipments,2.12,2.31,2.56,2.72,2.87,3.07,
  └─ Furniture n fittings,0.62,0.63,0.87,1.22,1.21,1.63,
  └─ Vehicles,3.52,5.01,7.14,7.46,11.09,11.45,
  └─ Intangible Assets,20.61,20.61,15.97,15.97,15.97,15.97,5.59
  └─ Other fixed assets,17.42,17.41,3.30,3.48,0.64,0.78,
  └─ Gross Block,55.81,76.75,267.30,269.63,274.21,278.94,
  └─ Accumulated Depreciation,34.94,39.13,22.41,25.25,24.75,28.56,
CWIP,0,0,0,0,0,0,0
Investments,1,0,5,5,6,6,6
Other Assets,99,121,490,543,625,770,842
  └─ Inventories,66,77,220,208,230,338,451
  └─ Trade receivables,12,21,86,97,94,89,85
    └─ Receivables over 6m,3,4,0,0,55,35,
    └─ Receivables under 6m,11,19,92,105,47,68,
    └─ Prov for Doubtful,-1,-1,-6,-8,-7,-15,
  └─ Cash Equivalents,3,2,4,38,77,89,76
  └─ Loans n Advances,11,12,157,177,168,171,21
  └─ Other asset items,6,8,22,23,54,84,210
Total Assets,120,158,739,793,880,1026,1097
