Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,18,24
Reserves,9,10,16,27,99
Borrowings,56,50,48,91,77
  └─ Long term Borrowings,45.17,33.70,28.56,36.83,28.48
  └─ Short term Borrowings,10.65,15.81,19.77,54.32,48.84
  └─ Other Borrowings,0.01,0.00,0.00,0.01,
Other Liabilities,11,23,32,47,54
  └─ Trade Payables,6.37,21.68,28.59,38.63,44.01
  └─ Advance from Customers,2.48,0.44,0.38,0.54,
  └─ Other liability items,1.89,1.18,3.51,7.38,9.71
Total Liabilities,86,93,107,183,254
Fixed Assets,12,50,46,57,78
  └─ Land,0.12,0.12,0.12,0.20,
  └─ Building,2.49,12.27,12.81,17.43,
  └─ Plant Machinery,19.64,52.90,53.93,67.51,
  └─ Equipments,0.02,0.03,0.04,0.05,
  └─ Computers,0.25,0.48,0.63,0.76,
  └─ Furniture n fittings,2.82,3.99,6.33,9.21,
  └─ Vehicles,1.18,1.18,1.45,1.90,
  └─ Intangible Assets,0.00,0.00,0.07,0.95,0.92
  └─ Other fixed assets,0.02,0.01,0.00,0.01,
  └─ Gross Block,26.54,70.98,75.38,98.02,
  └─ Accumulated Depreciation,14.18,20.68,29.48,40.89,
CWIP,38,0,0,0,0
Investments,0,0,0,0,0
Other Assets,36,43,61,126,176
  └─ Inventories,9,10,24,50,72
  └─ Trade receivables,12,22,30,60,81
    └─ Receivables over 6m,0,1,0,4,
    └─ Receivables under 6m,12,21,30,56,
  └─ Cash Equivalents,0,0,0,1,1
  └─ Loans n Advances,0,0,0,0,14
  └─ Other asset items,14,11,6,14,9
Total Assets,86,93,107,183,254
