Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,38,38,39,39,39,39,39,39,39,39
Reserves,406,451,537,702,683,773,790,885,1064,1373
Borrowings,321,330,491,569,537,933,1079,1008,1143,1021
  └─ Long term Borrowings,66,77,181,226,332,381,404,444,511,578
  └─ Short term Borrowings,216,215,280,255,164,529,657,536,612,432
  └─ Lease Liabilities,0,0,0,7,6,23,19,27,20,11
  └─ Other Borrowings,39,38,29,81,34,0,0,0,0,
Other Liabilities,174,235,359,294,281,431,483,410,544,736
  └─ Non controlling int,0,0,0,0,0,7,6,17,14,28
  └─ Trade Payables,120,150,215,150,167,306,294,283,402,527
  └─ Advance from Customers,1,1,3,2,2,3,56,3,1,
  └─ Other liability items,52,84,142,143,112,115,126,108,126,181
Total Liabilities,939,1053,1426,1604,1540,2176,2391,2343,2791,3170
Fixed Assets,388,437,498,725,598,704,1017,1034,1156,1185
  └─ Land,19.29,24.03,24.57,60.94,35.38,55.49,62.67,75.96,75.96,
  └─ Building,94.33,109.39,111.09,164.09,166.52,197.72,271.51,301.09,379.71,
  └─ Plant Machinery,409.51,479.28,539.82,748.75,666.21,779.34,1073.43,1165.52,1313.01,
  └─ Equipments,35.10,31.86,37.61,11.57,15.95,22.00,23.59,24.30,31.22,
  └─ Computers,0.00,0.00,0.00,0.00,9.67,11.63,11.99,12.29,13.43,
  └─ Furniture n fittings,2.80,3.10,3.95,43.05,38.73,44.66,80.98,89.62,107.55,
  └─ Vehicles,1.96,2.00,5.02,5.25,5.96,5.96,4.97,4.50,4.15,
  └─ Intangible Assets,2.24,2.38,3.31,3.31,3.67,3.67,3.67,4.48,5.98,23.56
  └─ Other fixed assets,12.32,18.73,21.22,21.78,17.22,18.01,26.47,28.95,31.70,
  └─ Gross Block,577.55,670.77,746.59,1058.74,959.31,1138.48,1559.28,1706.71,1962.71,
  └─ Accumulated Depreciation,189.93,233.67,248.91,334.03,361.45,434.63,542.51,672.30,806.70,
CWIP,24,49,95,40,175,373,100,99,141,298
Investments,1,3,0,1,0,12,7,40,8,54
Other Assets,527,564,833,839,768,1087,1268,1169,1485,1633
  └─ Inventories,246,234,364,366,343,616,799,659,788,826
  └─ Trade receivables,174,230,331,267,239,265,296,348,394,526
  └─ Cash Equivalents,31,24,23,89,20,37,25,29,50,70
  └─ Loans n Advances,8,10,48,43,36,35,23,31,43,23
  └─ Other asset items,68,66,67,74,130,133,125,102,209,189
Total Assets,939,1053,1426,1604,1540,2176,2391,2343,2791,3170
