Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,28,37,37
Reserves,84,91,101,117,138,163,331,368
Borrowings,15,32,20,25,48,34,23,29
  └─ Long term Borrowings,0.53,11.63,5.57,2.80,1.67,0.00,0.00,0.00
  └─ Short term Borrowings,14.78,20.58,14.13,21.80,46.42,34.44,23.21,28.62
  └─ Other Borrowings,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,
Other Liabilities,31,42,33,44,40,50,52,77
  └─ Non controlling int,0.36,0.22,0.17,0.19,0.17,0.31,0.45,0.53
  └─ Trade Payables,16.43,21.86,18.95,30.85,24.74,30.92,28.49,46.58
  └─ Advance from Customers,4.64,9.84,1.53,0.89,4.07,6.60,6.56,
  └─ Other liability items,9.29,9.65,12.17,12.36,11.28,12.55,16.86,29.64
Total Liabilities,134,169,158,190,230,276,444,510
Fixed Assets,42,62,57,60,64,91,98,110
  └─ Land,9.02,8.67,8.67,8.67,8.67,31.61,34.01,
  └─ Building,18.74,31.99,26.11,24.99,25.57,26.37,27.02,
  └─ Plant Machinery,0.00,50.77,25.18,33.22,36.13,43.20,50.60,
  └─ Equipments,42.03,0.63,0.50,0.73,2.24,2.33,2.58,
  └─ Computers,0.00,1.54,0.26,0.38,0.56,0.72,0.92,
  └─ Furniture n fittings,1.51,1.67,0.86,0.90,1.32,1.59,1.80,
  └─ Vehicles,3.09,3.30,2.00,2.21,3.58,4.01,4.58,
  └─ Intangible Assets,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.60
  └─ Other fixed assets,3.17,6.00,0.30,0.31,0.43,0.66,0.80,
  └─ Gross Block,77.56,104.57,63.89,71.42,78.51,110.50,122.32,
  └─ Accumulated Depreciation,35.70,43.03,6.98,11.14,14.98,19.50,24.44,
CWIP,0,0,0,0,2,1,3,23
Investments,14,13,12,19,20,29,35,43
Other Assets,77,94,88,110,145,154,309,334
  └─ Inventories,35,47,30,44,52,53,68,74
  └─ Trade receivables,34,34,43,50,70,67,85,128
    └─ Receivables over 6m,0,0,0,0,0,11,9,
    └─ Receivables under 6m,34,34,43,50,70,56,76,
    └─ Prov for Doubtful,0,0,0,0,-0,-0,-0,
  └─ Cash Equivalents,2,3,5,4,5,8,127,98
  └─ Loans n Advances,2,2,4,3,5,16,12,21
  └─ Other asset items,6,8,7,9,14,11,16,13
Total Assets,134,169,158,190,230,276,444,510
