Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.02,1,12,12,12,12,12
Reserves,1,12,5,11,12,9,18
Borrowings,0,0,0,0,0,14,6
  └─ Long term Borrowings,0.08,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.03,0.00,0.00,0.00,0.00,9.00,1.50
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,5.22,4.20
  └─ Other Borrowings,0.08,0.08,0.00,0.00,0.00,0.00,
Other Liabilities,1,4,7,12,16,21,27
  └─ Trade Payables,0.26,0.10,0.57,0.47,0.25,0.38,0.62
  └─ Other liability items,0.76,3.67,6.44,11.23,15.46,21.03,26.35
Total Liabilities,2,17,24,34,40,56,62
Fixed Assets,1,1,1,1,2,7,6
  └─ Equipments,0.06,0.07,0.55,0.33,0.25,0.26,
  └─ Computers,0.96,1.16,1.64,2.37,4.47,5.75,
  └─ Furniture n fittings,0.35,0.36,0.38,0.40,0.39,0.39,
  └─ Vehicles,0.55,0.55,0.03,0.03,0.00,0.00,
  └─ Intangible Assets,0.06,0.06,0.06,0.06,0.06,0.06,0.06
  └─ Other fixed assets,0.00,0.00,0.07,0.13,0.00,5.94,
  └─ Gross Block,1.98,2.20,2.73,3.32,5.17,12.40,
  └─ Accumulated Depreciation,0.80,1.18,1.67,2.21,2.75,4.96,
CWIP,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0
Other Assets,1,16,23,33,37,49,56
  └─ Trade receivables,0.00,3.64,9.26,15.13,16.05,21.11,31.04
  └─ Cash Equivalents,0.06,8.09,6.94,8.61,7.92,10.48,7.08
  └─ Loans n Advances,0.27,3.32,5.70,8.16,10.15,14.16,1.19
  └─ Other asset items,0.57,1.11,0.72,1.09,3.01,3.20,16.90
Total Assets,2,17,24,34,40,56,62
