Metric,Mar 2015,Mar 2016,Mar 2017
Equity Capital,1.85,1.85,1.85
Reserves,13.26,13.12,13.09
Borrowing,0.00,0.00,0.00
Other Liabilities,0.34,0.28,0.29
  └─ Trade Payables,0.14,0.02,0.04
  └─ Other liability items,0.20,0.26,0.25
Total Liabilities,15.45,15.25,15.23
Fixed Assets,6.18,6.17,2.87
  └─ Equipments,0.11,0.06,0.02
  └─ Computers,0.09,0.09,0.09
  └─ Furniture n fittings,0.00,0.04,0.04
  └─ Intangible Assets,6.15,6.15,2.89
  └─ Gross Block,6.35,6.34,3.04
  └─ Accumulated Depreciation,0.17,0.17,0.18
CWIP,0.00,0.00,0.00
Investments,0.24,0.30,0.05
Other Assets,9.03,8.78,12.31
  └─ Inventories,0.70,0.62,1.81
  └─ Trade receivables,0.01,0.01,0.26
  └─ Cash Equivalents,0.32,0.48,1.76
  └─ Loans n Advances,-0.13,-0.04,-1.03
  └─ Other asset items,8.13,7.71,9.51
Total Assets,15.45,15.25,15.23
