Metric,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,20,40,40,40,40,40,41,41
Reserves,2035,3445,4682,6115,7395,9323,14291,16259
Borrowings,0,131,241,873,170,207,8511,6312
  └─ Long term Borrowings,0,50,58,49,23,25,5526,2821
  └─ Short term Borrowings,0,77,177,819,139,171,2957,3383
  └─ Lease Liabilities,0,4,6,5,8,11,28,107
  └─ Other Borrowings,0,-0,0,0,-0,0,0,
Other Liabilities,968,1449,1397,2080,2080,2313,4808,5468
  └─ Non controlling int,16,186,141,161,188,213,236,261
  └─ Trade Payables,274,745,667,1076,1008,777,1133,1341
  └─ Advance from Customers,2,1,1,1,1,1,1,
  └─ Other liability items,676,517,588,842,882,1322,3438,3866
Total Liabilities,3022,5065,6360,9108,9686,11883,27652,28080
Fixed Assets,316,1600,1664,3588,4251,4545,19005,19093
  └─ Land,90,291,291,308,463,465,525,
  └─ Building,96,565,589,601,1069,1279,1086,
  └─ Plant Machinery,124,869,979,1136,1349,1696,1987,
  └─ Equipments,0,20,34,63,95,110,113,
  └─ Computers,0,25,27,32,57,72,89,
  └─ Furniture n fittings,18,101,111,119,163,191,181,
  └─ Vehicles,16,32,34,42,71,82,91,
  └─ Intangible Assets,48,68,68,1861,1871,1871,15987,16134
  └─ Other fixed assets,49,23,33,89,100,150,857,
  └─ Gross Block,442,1993,2166,4252,5239,5915,20917,
  └─ Accumulated Depreciation,126,394,501,664,988,1370,1912,
CWIP,47,317,372,701,550,282,826,655
Investments,959,829,1512,1109,1346,2568,2042,1985
Other Assets,1700,2319,2811,3709,3538,4488,5780,6346
  └─ Inventories,644,899,1184,1760,1498,1553,2094,2144
  └─ Trade receivables,197,531,331,388,576,848,1538,1730
  └─ Cash Equivalents,39,420,701,406,453,708,554,483
  └─ Loans n Advances,11,85,87,208,67,91,115,69
  └─ Other asset items,808,384,510,947,943,1287,1478,1921
Total Assets,3022,5065,6360,9108,9686,11883,27652,28080
