Metric,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,27,134
Reserves,118,288,315,316
Borrowings,0,12,19,56
  └─ Long term Borrowings,0.00,0.00,0.00,12.17
  └─ Short term Borrowings,0.00,12.06,12.63,38.81
  └─ Lease Liabilities,0.00,0.00,6.36,5.40
Other Liabilities,22,7,11,46
  └─ Trade Payables,10.06,0.05,1.25,30.53
  └─ Advance from Customers,,0.14,0.09,
  └─ Other liability items,11.47,6.39,9.24,15.50
Total Liabilities,152,320,372,553
Fixed Assets,29,58,67,67
  └─ Land,,22.08,22.08,
  └─ Building,,18.87,18.87,
  └─ Plant Machinery,,36.29,37.89,
  └─ Equipments,,0.09,7.57,
  └─ Computers,,1.08,1.50,
  └─ Furniture n fittings,,8.09,9.57,
  └─ Vehicles,,0.33,1.22,
  └─ Intangible Assets,0.07,0.00,0.00,0.18
  └─ Other fixed assets,,11.54,12.64,
  └─ Gross Block,,98.37,111.34,
  └─ Accumulated Depreciation,,40.24,44.72,
CWIP,1,0,6,25
Investments,48,147,103,75
Other Assets,74,114,196,386
  └─ Inventories,14,16,42,70
  └─ Trade receivables,25,48,67,101
    └─ Receivables over 6m,,2,10,
    └─ Receivables under 6m,,47,59,
    └─ Prov for Doubtful,,-1,-3,
  └─ Cash Equivalents,19,39,69,186
  └─ Loans n Advances,2,1,2,1
  └─ Other asset items,14,10,17,28
Total Assets,152,320,372,553
