Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,12,13,16,21,27,27,31,38,39,39,43,45,
Reserves,148,113,58,45,80,14,-9,23,36,97,110,152,
Borrowings,183,198,224,250,220,187,197,237,173,194,288,325,
  └─ Long term Borrowings,129,137,157,147,88,49,65,28,31,53,127,135,
  └─ Short term Borrowings,51,48,34,45,39,64,131,208,139,139,159,181,
  └─ Lease Liabilities,0,0,0,0,0,0,1,1,3,2,2,8,
  └─ Other Borrowings,4,13,33,57,92,74,0,0,0,0,0,,
Other Liabilities,172,175,209,181,199,203,207,190,191,246,317,227,
  └─ Non controlling int,57,60,60,65,62,62,62,65,64,0,0,0,
  └─ Trade Payables,68,77,95,53,53,52,69,62,74,79,89,120,
  └─ Advance from Customers,0,1,3,1,5,10,2,3,3,47,112,,
  └─ Other liability items,47,37,51,62,79,79,74,60,50,120,116,107,
Total Liabilities,516,499,507,497,526,432,426,487,439,575,758,749,
Fixed Assets,252,223,240,221,205,187,169,150,141,148,234,367,
  └─ Land,12.40,11.18,11.19,10.17,10.17,10.07,7.58,4.43,4.43,15.03,15.03,,
  └─ Building,94.61,92.07,93.02,91.69,93.02,92.45,86.25,81.06,82.25,95.27,103.07,,
  └─ Plant Machinery,161.11,161.06,162.96,163.58,167.84,168.81,169.22,170.94,176.42,198.38,254.12,,
  └─ Equipments,75.24,75.18,1.37,1.39,1.47,1.37,77.64,80.43,80.95,91.59,129.10,,
  └─ Computers,10.90,9.12,2.62,2.78,2.81,2.82,2.94,3.14,3.34,3.63,3.90,,
  └─ Furniture n fittings,14.18,13.61,13.93,13.75,13.92,13.62,13.61,13.88,13.79,16.73,17.98,,
  └─ Vehicles,2.48,2.48,2.60,2.18,2.11,2.06,1.88,1.77,1.77,1.77,1.58,,
  └─ Intangible Assets,0.00,0.00,51.78,55.65,60.76,60.76,63.16,63.23,59.55,20.95,20.95,24.02,
  └─ Other fixed assets,25.13,24.97,88.20,88.23,88.23,83.19,9.40,9.66,16.20,16.44,16.84,,
  └─ Gross Block,396.05,389.67,427.67,429.42,440.33,435.15,431.68,428.54,438.70,459.79,562.57,,
  └─ Accumulated Depreciation,143.75,166.48,188.11,208.78,234.85,248.37,262.45,278.48,297.50,311.33,328.94,,
CWIP,-0,1,-0,3,1,1,1,4,11,15,67,6,
Investments,32,32,0,0,0,0,0,0,0,0,2,2,
Other Assets,232,244,267,273,320,244,256,333,287,412,455,374,
  └─ Inventories,154,159,163,173,172,153,153,162,163,52,67,108,
  └─ Trade receivables,27,31,54,45,44,27,45,111,76,114,127,186,
    └─ Receivables over 6m,10,15,0,0,0,0,7,4,5,10,11,,81
    └─ Receivables under 6m,17,18,57,48,44,27,37,107,71,106,118,,15
    └─ Prov for Doubtful,0,-2,-3,-3,-0,0,0,0,0,-2,-3,,0
  └─ Cash Equivalents,5,4,4,6,4,5,6,5,4,16,31,9,
  └─ Loans n Advances,4,5,3,5,7,4,10,14,12,8,7,9,
  └─ Other asset items,42,44,44,44,93,54,43,42,32,221,222,62,
Total Assets,516,499,507,497,526,432,426,487,439,575,758,749,
