Metric,Mar 2006,Mar 2007,Mar 2008
Equity Capital,7,7,7
Reserves,53,61,75
Borrowings,5,13,19
  └─ Other Borrowings,4.68,13.18,19.44
Other Liabilities,35,32,31
  └─ Trade Payables,9.25,9.05,9.15
  └─ Advance from Customers,0.12,0.09,0.08
  └─ Other liability items,25.28,23.02,21.46
Total Liabilities,99,113,131
Fixed Assets,23,30,33
  └─ Building,2.36,5.50,6.15
  └─ Plant Machinery,12.23,13.67,13.93
  └─ Equipments,1.36,1.90,2.26
  └─ Computers,3.85,3.78,4.17
  └─ Furniture n fittings,11.41,15.11,18.94
  └─ Vehicles,1.55,2.02,2.28
  └─ Other fixed assets,0.08,0.08,0.09
  └─ Gross Block,32.84,42.06,47.82
  └─ Accumulated Depreciation,10.27,11.99,14.40
CWIP,2,5,11
Investments,0,0,5
Other Assets,75,78,82
  └─ Inventories,41.53,42.68,47.67
  └─ Trade receivables,11.74,13.07,9.48
    └─ Receivables over 6m,3.75,3.44,1.56
    └─ Receivables under 6m,7.99,9.63,7.92
  └─ Cash Equivalents,1.50,1.51,2.69
  └─ Loans n Advances,12.91,12.38,12.37
  └─ Other asset items,7.39,8.20,9.81
Total Assets,99,113,131
