Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,12,12,12,12,12,24,24,24
Reserves,390,394,441,447,464,186,208,212,273
Borrowings,80,56,34,34,24,21,4,8,23
  └─ Long term Borrowings,15.62,13.66,25.78,23.80,17.19,17.53,0.31,0.00,0.00
  └─ Short term Borrowings,62.60,37.20,2.09,9.44,6.89,0.91,2.22,6.80,21.93
  └─ Lease Liabilities,0.00,0.00,0.00,0.83,0.37,2.16,1.33,1.46,0.82
  └─ Other Borrowings,2.25,4.72,5.79,0.00,-0.01,0.01,0.00,0.01,
Other Liabilities,46,70,110,87,110,128,23,19,76
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15
  └─ Trade Payables,26.43,11.57,4.47,6.88,5.08,5.80,12.75,14.07,32.36
  └─ Advance from Customers,0.00,0.00,7.49,0.00,0.99,1.07,1.11,0.00,
  └─ Other liability items,19.10,58.48,97.89,80.24,104.39,120.64,9.37,5.34,43.01
Total Liabilities,516,532,596,580,610,346,258,264,396
Fixed Assets,4,3,2,2,1,32,28,32,159
  └─ Building,0,0,0,3,1,2,0,0,
  └─ Plant Machinery,0,0,0,0,0,0,0,0,
  └─ Equipments,0,0,0,0,0,0,0,0,
  └─ Computers,13,13,13,13,4,4,30,37,
  └─ Furniture n fittings,0,0,0,0,0,0,0,0,
  └─ Intangible Assets,0,0,0,0,0,0,4,4,156
  └─ Other fixed assets,0,-0,0,0,5,36,2,2,
  └─ Gross Block,13,13,13,16,10,43,37,44,
  └─ Accumulated Depreciation,9,10,11,14,9,10,9,12,
CWIP,107,114,146,143,148,43,6,0,0
Investments,0,0,0,0,0,0,0,0,0
Other Assets,405,415,448,435,461,270,224,232,237
  └─ Trade receivables,41,30,27,23,25,17,24,29,34
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,14.92,1.14,2.02,3.11,
    └─ Receivables under 6m,46.09,34.10,31.37,27.82,14.97,17.24,23.34,26.26,
    └─ Prov for Doubtful,-4.69,-4.40,-4.81,-4.38,-4.78,-0.97,-0.97,-0.52,
  └─ Cash Equivalents,1,1,1,1,1,2,3,17,21
  └─ Loans n Advances,133,157,181,177,184,0,-17,-22,5
  └─ Other asset items,230,227,239,233,251,251,213,208,177
Total Assets,516,532,596,580,610,346,258,264,396
