Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,100,100,200,200,200,250,240,240,240,240,481,481,
Reserves,1576,1707,1838,2014,2222,2383,2152,2248,2363,2369,2160,2201,
Borrowings,-0,173,83,55,48,47,37,28,5,8,9,7,
  └─ Long term Borrowings,22.35,135.10,75.76,47.65,39.93,32.59,24.64,16.98,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,71.98,23.44,0.00,0.00,0.00,0.00,7.74,7.67,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,7.21,4.17,2.94,5.42,8.00,9.03,6.59,
  └─ Other Borrowings,-94.33,14.85,7.67,7.67,7.67,7.67,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,1929,2531,2678,2901,2956,3222,3408,3326,3381,3047,3472,3238,
  └─ Non controlling int,15,26,44,57,72,81,88,106,115,112,109,113,
  └─ Trade Payables,86,110,73,77,199,136,296,181,302,220,364,320,
  └─ Advance from Customers,44,1839,229,134,169,63,269,76,19,64,303,,
  └─ Other liability items,1784,556,2332,2633,2517,2941,2755,2964,2945,2651,2695,2805,
Total Liabilities,3605,4511,4799,5170,5426,5903,5837,5842,5991,5664,6121,5926,
Fixed Assets,212,476,406,402,478,590,584,560,552,535,884,868,
  └─ Land,29.56,39.25,31.40,27.24,27.24,38.29,38.92,38.92,38.97,38.97,32.35,,
  └─ Building,58.31,113.02,50.83,45.07,70.51,157.99,173.88,175.03,187.72,190.05,244.82,,
  └─ Plant Machinery,0.00,168.01,155.72,152.22,152.22,152.22,152.22,554.58,589.61,610.17,637.73,,
  └─ Equipments,11.30,11.89,4.01,13.98,14.74,16.15,19.53,22.79,24.16,25.98,34.54,,
  └─ Computers,25.40,18.43,7.31,9.28,11.22,12.67,14.72,18.55,26.69,35.10,39.78,,
  └─ Furniture n fittings,8.91,30.03,9.62,14.16,14.93,16.81,23.36,26.99,29.79,30.54,54.74,,
  └─ Vehicles,3.55,4.32,1.68,1.75,1.97,2.31,2.79,2.99,2.99,2.43,3.41,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,
  └─ Other fixed assets,205.38,261.05,218.77,247.50,332.32,386.33,398.47,21.83,19.07,18.56,307.12,,
  └─ Gross Block,342.41,646.00,479.34,511.20,625.15,782.77,823.89,861.68,919.00,951.80,1354.49,,
  └─ Accumulated Depreciation,130.58,169.72,72.89,109.03,147.19,192.29,239.40,301.79,366.53,416.73,470.19,,
CWIP,26,34,5,2,4,4,15,58,101,174,48,88,
Investments,226,220,328,133,141,261,289,205,130,109,117,104,
Other Assets,3141,3781,4060,4633,4803,5047,4948,5020,5208,4846,5072,4866,
  └─ Inventories,7,49,50,9,105,11,290,139,49,8,80,35,
  └─ Trade receivables,381,537,462,468,610,844,584,740,907,900,740,931,
    └─ Receivables over 6m,0,209,0,0,0,0,0,240,370,532,405,,0
    └─ Receivables under 6m,427,370,525,551,708,948,695,555,664,498,452,,375
    └─ Prov for Doubtful,-47,-42,-64,-83,-98,-104,-110,-55,-127,-130,-116,,-49
  └─ Cash Equivalents,2060,2553,2887,3596,3506,3631,3357,3299,3449,3141,3375,2946,
  └─ Loans n Advances,14,48,7,107,136,173,189,54,24,87,177,331,
  └─ Other asset items,680,593,654,453,447,389,528,788,779,710,700,623,
Total Assets,3605,4511,4799,5170,5426,5903,5837,5842,5991,5664,6121,5926,
