Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,41,41,41,41,41,42,42,44,45,90,90,91,
Reserves,489,479,523,573,624,724,823,980,1118,1240,1445,1702,
Borrowing,413,569,754,1079,1157,1237,1322,1676,2117,2655,3559,4360,
Other Liabilities,180,277,289,350,354,246,84,58,74,138,160,147,
  └─ Trade Payables,0,0,0,2,38,5,17,10,2,15,34,25,
  └─ Other liability items,180,277,289,349,316,241,67,49,73,123,126,122,
Total Liabilities,1122,1366,1606,2042,2175,2249,2270,2758,3354,4123,5255,6300,
Fixed Assets,3,3,3,7,9,66,64,64,66,66,75,84,
  └─ Land,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Building,1.85,1.85,1.85,5.40,5.40,64.25,64.25,64.29,63.13,63.13,69.83,,
  └─ Plant Machinery,0.83,0.88,0.99,1.12,1.24,1.69,1.72,1.80,2.43,2.76,3.59,,
  └─ Computers,3.82,4.10,4.29,1.76,2.06,2.18,2.19,2.42,4.01,6.19,10.15,,
  └─ Furniture n fittings,1.17,1.28,1.30,1.31,1.48,2.15,2.18,2.24,2.74,3.08,3.81,,
  └─ Vehicles,1.02,0.80,0.96,1.06,1.66,1.66,1.66,2.46,5.87,6.38,6.50,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.13,
  └─ Other fixed assets,0.00,-0.01,0.00,2.87,5.25,5.29,5.29,5.30,5.31,5.34,5.33,,
  └─ Gross Block,8.85,9.06,9.55,13.52,17.09,77.33,77.40,78.62,83.49,86.88,99.21,,
  └─ Accumulated Depreciation,5.65,5.99,6.41,6.80,7.64,11.06,13.13,15.00,17.21,20.43,24.60,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,32,27,25,24,24,24,24,26,25,20,20,20,
Other Assets,1087,1336,1578,2012,2142,2159,2182,2668,3262,4037,5160,6196,
  └─ Inventories,1011,1107,1375,0,0,0,0,0,0,0,0,0,
  └─ Trade receivables,0,0,0,15,13,12,32,28,10,12,21,18,
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.92,6.90,7.04,9.56,,0.00
    └─ Receivables under 6m,0.00,0.00,0.00,15.30,12.60,11.89,31.69,8.15,2.85,5.21,11.66,,0.00
  └─ Cash Equivalents,15,28,9,11,14,35,48,10,29,15,105,150,
  └─ Loans n Advances,25,29,33,7,8,12,9,13,12,14,29,5930,
  └─ Other asset items,36,172,162,1978,2107,2100,2093,2617,3212,3996,5005,99,
Total Assets,1122,1366,1606,2042,2175,2249,2270,2758,3354,4123,5255,6300,
