Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,14
Reserves,36,55,65,83,98,103,103,111,129,148
Borrowings,39,35,341,252,162,10,54,3,0,9
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13
  └─ Short term Borrowings,38.95,35.14,341.41,251.74,161.84,9.95,54.21,3.30,0.07,0.25
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47
Other Liabilities,2,20,323,52,32,8,2,2,43,28
  └─ Trade Payables,0.12,9.30,319.65,49.82,28.54,4.91,0.16,0.14,10.46,0.12
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.54,
  └─ Other liability items,1.67,10.84,3.23,2.20,3.84,2.74,2.00,1.83,0.59,28.17
Total Liabilities,90,124,743,400,305,134,173,130,186,198
Fixed Assets,0,0,0,0,2,8,8,8,8,24
  └─ Plant Machinery,0.00,0.00,0.12,0.12,0.13,0.13,0.13,0.13,0.13,
  └─ Equipments,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
  └─ Computers,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
  └─ Furniture n fittings,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
  └─ Other fixed assets,0.00,0.00,0.00,0.00,2.30,8.18,8.24,8.24,8.24,
  └─ Gross Block,0.03,0.03,0.18,0.18,2.49,8.37,8.43,8.43,8.43,
  └─ Accumulated Depreciation,0.02,0.02,0.03,0.04,0.06,0.07,0.27,0.47,0.67,
CWIP,-0,-0,-0,-0,3,-0,-0,-0,-0,13
Investments,23,28,50,52,49,53,56,57,66,54
Other Assets,67,96,694,348,251,72,109,65,112,107
  └─ Inventories,16,22,19,10,16,14,14,0,7,18
  └─ Trade receivables,1,1,320,252,119,0,37,0,15,1
  └─ Cash Equivalents,25,1,1,2,48,2,2,2,12,2
  └─ Loans n Advances,16,27,333,52,47,46,18,25,58,77
  └─ Other asset items,10,45,20,33,21,10,38,39,20,9
Total Assets,90,124,743,400,305,134,173,130,186,198
