Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Equity Capital,4,4,4,4,4
Reserves,7,9,10,10,10
Borrowings,20,16,27,32,44
  └─ Long term Borrowings,,1.96,10.84,9.09,16.64
  └─ Short term Borrowings,,12.89,14.61,19.89,22.77
  └─ Other Borrowings,20.10,1.08,1.11,3.39,4.93
Other Liabilities,22,32,40,44,58
  └─ Trade Payables,18,26,34,39,53
  └─ Advance from Customers,0,0,0,0,0
  └─ Other liability items,4,6,6,6,5
Total Liabilities,53,61,81,90,116
Fixed Assets,9,10,9,22,25
  └─ Land,0.21,1.28,1.28,1.77,1.77
  └─ Building,2.17,2.24,2.25,6.20,6.96
  └─ Plant Machinery,10.57,10.94,11.06,21.88,26.21
  └─ Computers,0.47,0.51,0.55,0.59,0.63
  └─ Furniture n fittings,0.23,0.38,0.39,0.46,0.56
  └─ Vehicles,0.36,0.44,0.45,0.46,0.54
  └─ Intangible Assets,0.83,0.84,0.49,0.49,0.49
  └─ Other fixed assets,0.10,0.10,0.45,0.45,0.46
  └─ Gross Block,14.94,16.73,16.92,32.30,37.62
  └─ Accumulated Depreciation,6.01,7.13,8.29,10.04,12.45
CWIP,0,0,11,3,1
Investments,0,0,0,0,0
Other Assets,44,51,61,65,91
  └─ Inventories,10.81,19.14,15.13,18.35,25.05
  └─ Trade receivables,27.13,23.74,34.40,31.77,48.03
  └─ Cash Equivalents,2.42,2.63,1.81,5.79,3.79
  └─ Loans n Advances,0.00,0.80,1.00,1.24,1.82
  └─ Other asset items,3.51,4.52,8.53,8.31,11.85
Total Assets,53,61,81,90,116
