Metric,Mar 2011,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2025,Mar 2026
Equity Capital,12,12,12,12,11,11,49
Reserves,33,78,114,167,94,212,277
Borrowings,85,78,63,119,56,28,174
  └─ Long term Borrowings,0,18,14,14,8,1,21
  └─ Short term Borrowings,0,54,45,101,46,27,135
  └─ Lease Liabilities,0,0,0,0,0,0,18
  └─ Other Borrowings,85,5,4,4,1,,
Other Liabilities,86,93,103,103,132,58,146
  └─ Non controlling int,0,0,0,0,0,0,-197
  └─ Trade Payables,67,56,57,45,56,24,195
  └─ Advance from Customers,0,3,9,12,15,,
  └─ Other liability items,19,35,37,46,61,34,148
Total Liabilities,216,261,291,400,293,309,646
Fixed Assets,54,39,39,39,8,4,64
  └─ Land,1.74,1.44,1.44,1.44,0.00,,
  └─ Plant Machinery,2.72,0.00,0.00,0.00,0.00,,
  └─ Equipments,0.00,3.95,1.90,3.48,2.23,,
  └─ Computers,4.09,4.29,0.69,1.38,0.68,,
  └─ Furniture n fittings,5.96,6.22,4.14,6.91,5.34,,
  └─ Vehicles,0.87,4.05,2.73,2.29,0.90,,
  └─ Intangible Assets,2.17,7.28,0.76,0.43,0.43,0.00,39.29
  └─ Other fixed assets,45.66,41.41,29.56,29.69,0.96,,
  └─ Gross Block,63.21,68.64,41.22,45.62,10.54,,
  └─ Accumulated Depreciation,9.07,29.51,2.31,7.03,2.62,,
CWIP,0,0,0,0,0,0,0
Investments,0,18,43,73,0,0,0
Other Assets,162,204,210,289,285,306,583
  └─ Inventories,17,14,24,24,30,3,10
  └─ Trade receivables,46,85,96,60,32,32,86
  └─ Cash Equivalents,56,48,36,163,88,82,106
  └─ Loans n Advances,6,6,32,25,75,134,180
  └─ Other asset items,37,52,22,16,61,56,201
Total Assets,216,261,291,400,293,309,646
