Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,12,27,27,27,28,28,28
Reserves,254,374,475,586,662,702,697,731
Borrowings,77,140,209,364,274,257,249,256
  └─ Long term Borrowings,44,84,75,106,71,74,51,53
  └─ Short term Borrowings,33,41,110,257,202,182,198,200
  └─ Lease Liabilities,0,0,0,1,1,1,0,3
  └─ Preference Capital,0,2,0,0,0,0,0,0
  └─ Other Borrowings,0,14,23,0,0,0,0,
Other Liabilities,112,143,165,216,276,262,209,216
  └─ Non controlling int,12,13,6,36,51,0,0,-0
  └─ Trade Payables,74,88,107,131,166,207,149,122
  └─ Other liability items,26,42,51,49,60,54,60,93
Total Liabilities,448,669,876,1192,1239,1248,1183,1231
Fixed Assets,150,276,510,543,670,643,657,695
  └─ Land,17.23,26.87,42.30,46.74,62.16,36.65,36.65,
  └─ Building,28.87,51.40,133.42,141.59,153.18,139.98,150.04,
  └─ Plant Machinery,154.31,260.28,401.35,440.96,570.25,593.02,631.12,
  └─ Equipments,0.99,1.42,1.91,1.75,2.19,3.05,3.16,
  └─ Computers,1.00,1.20,1.47,1.69,1.96,1.96,2.09,
  └─ Furniture n fittings,2.11,3.97,6.43,6.94,7.82,7.83,7.90,
  └─ Vehicles,3.44,3.62,3.97,4.38,4.40,3.18,2.94,
  └─ Intangible Assets,21.27,22.27,34.60,12.33,12.33,13.83,13.83,12.67
  └─ Other fixed assets,0.04,0.03,0.04,0.03,0.30,0.41,0.88,
  └─ Gross Block,229.26,371.06,625.49,656.41,814.59,799.91,848.61,
  └─ Accumulated Depreciation,79.56,94.68,115.80,112.97,144.34,157.10,191.78,
CWIP,66,129,46,112,71,86,66,21
Investments,12,23,6,8,41,99,94,151
Other Assets,221,241,314,529,457,420,367,364
  └─ Inventories,48,45,72,114,126,114,89,92
  └─ Trade receivables,141,133,157,321,254,209,177,243
  └─ Cash Equivalents,4,13,31,45,8,4,8,2
  └─ Loans n Advances,1,8,14,27,22,67,68,7
  └─ Other asset items,27,42,40,22,46,26,26,20
Total Assets,448,669,876,1192,1239,1248,1183,1231
