Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,6,6,6,6,6,6
Reserves,267,262,262,239,237,235,356
Borrowings,0,2,2,2,1,1,0
  └─ Long term Borrowings,0.16,0.04,0.05,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,2.00,2.00,2.00,1.16,1.11,0.00
  └─ Preference Capital,0.16,0.04,0.05,0.17,0.17,0.00,0.00
  └─ Other Borrowings,-0.16,-0.04,-0.05,0.00,0.00,0.00,
Other Liabilities,49,48,52,46,45,43,4
  └─ Trade Payables,13.77,13.84,13.96,13.96,14.01,13.99,0.04
  └─ Other liability items,35.67,33.98,38.04,32.16,30.54,29.42,4.44
Total Liabilities,316,318,322,294,289,286,367
Fixed Assets,54,43,51,44,43,41,26
  └─ Land,19.83,20.55,20.55,15.40,15.40,15.40,
  └─ Building,46.44,30.54,39.96,37.90,37.93,37.93,
  └─ Plant Machinery,0.45,0.45,0.45,2.30,2.30,2.30,
  └─ Equipments,2.27,2.34,2.42,2.65,1.94,1.98,
  └─ Computers,0.11,0.13,0.15,0.21,0.16,0.17,
  └─ Furniture n fittings,1.73,1.72,1.74,2.29,1.67,1.67,
  └─ Vehicles,2.30,2.63,2.63,2.41,2.90,2.19,
  └─ Other fixed assets,0.02,0.01,0.16,0.22,0.21,0.21,
  └─ Gross Block,73.15,58.37,68.06,63.38,62.51,61.85,
  └─ Accumulated Depreciation,19.52,15.39,17.06,18.92,19.64,20.78,
CWIP,0,0,0,0,0,0,0
Investments,7,9,28,34,38,35,339
Other Assets,255,266,243,215,208,209,2
  └─ Inventories,168.02,169.07,169.11,164.92,164.92,164.92,0.00
  └─ Trade receivables,0.05,0.04,0.01,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,3.61,3.93,12.02,10.87,10.15,13.77,1.59
  └─ Loans n Advances,1.05,4.62,4.12,10.50,14.39,12.72,0.00
  └─ Other asset items,82.52,88.18,57.83,28.93,18.57,17.97,0.21
Total Assets,316,318,322,294,289,286,367
