Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,16,19,19
Reserves,42,50,85,53
Borrowings,19,20,18,28
  └─ Long term Borrowings,7.58,2.51,0.81,3.98
  └─ Short term Borrowings,11.37,13.02,14.58,15.65
  └─ Lease Liabilities,0.00,4.78,2.40,8.43
Other Liabilities,32,22,21,18
  └─ Trade Payables,15.94,9.18,10.81,13.17
  └─ Other liability items,16.25,12.53,10.16,5.22
Total Liabilities,108,108,142,119
Fixed Assets,17,14,11,11
  └─ Plant Machinery,,8.47,9.48,
  └─ Equipments,,2.31,2.31,
  └─ Computers,,1.97,2.32,
  └─ Furniture n fittings,,3.24,3.31,
  └─ Vehicles,,1.99,2.26,
  └─ Intangible Assets,0.08,0.00,0.00,0.12
  └─ Other fixed assets,,7.37,7.50,
  └─ Gross Block,,25.35,27.18,
  └─ Accumulated Depreciation,,11.71,16.24,
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,91,95,131,107
  └─ Trade receivables,18,24,28,21
    └─ Receivables over 6m,,2.00,2.43,
    └─ Receivables under 6m,,24.10,28.38,
    └─ Prov for Doubtful,,-2.00,-2.43,
  └─ Cash Equivalents,7,6,13,6
  └─ Loans n Advances,0,2,2,1
  └─ Other asset items,66,63,88,79
Total Assets,108,108,142,119
