Metric,Mar 2010,Mar 2011,Mar 2025,Mar 2026
Equity Capital,12,23,109,118
Reserves,21,22,-32,18
Borrowings,28,29,101,12
  └─ Long term Borrowings,,,101.16,8.30
  └─ Short term Borrowings,,,0.00,3.51
  └─ Other Borrowings,27.50,28.77,,
Other Liabilities,23,3,47,53
  └─ Non controlling int,0.41,0.40,0.00,4.55
  └─ Trade Payables,11.47,0.84,34.60,32.45
  └─ Other liability items,11.55,2.12,11.97,15.96
Total Liabilities,84,77,225,201
Fixed Assets,0,0,0,4
  └─ Computers,0.01,0.01,,
  └─ Vehicles,0.43,0.43,,
  └─ Intangible Assets,0.00,0.00,0.00,2.72
  └─ Other fixed assets,0.05,0.13,,
  └─ Gross Block,0.49,0.57,,
  └─ Accumulated Depreciation,0.15,0.20,,
CWIP,0,0,0,1
Investments,0,0,0,0
Other Assets,84,77,225,196
  └─ Inventories,38,39,130,103
  └─ Trade receivables,12,9,23,27
  └─ Cash Equivalents,0,0,1,1
  └─ Loans n Advances,0,0,43,62
  └─ Other asset items,34,28,27,3
Total Assets,84,77,225,201
