Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,48,48,50,50,50
Reserves,138,183,256,327,427,667,739,891
Borrowings,132,169,181,330,343,492,535,850
  └─ Long term Borrowings,0,0,5,52,42,28,27,3
  └─ Short term Borrowings,132,169,176,278,301,461,506,847
  └─ Lease Liabilities,0,0,0,0,0,3,2,0
  └─ Other Borrowings,0,0,0,0,0,0,0,
Other Liabilities,276,117,131,151,181,230,386,622
  └─ Non controlling int,0,0,0,17,20,20,21,22
  └─ Trade Payables,254,39,68,79,87,136,99,127
  └─ Advance from Customers,8,57,51,41,33,51,237,
  └─ Other liability items,13,20,11,14,41,22,30,473
Total Liabilities,549,473,572,856,999,1439,1710,2413
Fixed Assets,84,95,93,141,261,295,273,261
  └─ Land,28.16,42.56,42.56,66.74,66.80,71.80,70.14,
  └─ Building,18.96,21.16,21.48,45.04,80.40,121.41,124.01,
  └─ Plant Machinery,40.06,43.04,0.00,56.96,139.19,154.19,161.54,
  └─ Equipments,1.47,2.12,1.80,2.74,17.87,19.04,19.87,
  └─ Vehicles,4.44,5.40,5.40,6.40,11.29,11.60,13.67,
  └─ Intangible Assets,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
  └─ Other fixed assets,0.00,0.00,47.96,0.00,0.01,3.82,4.95,
  └─ Gross Block,93.71,114.90,119.82,178.50,316.18,382.48,394.80,
  └─ Accumulated Depreciation,9.59,19.61,27.28,37.74,55.38,87.83,121.57,
CWIP,0,2,14,92,58,36,47,61
Investments,0,0,0,0,0,0,0,0
Other Assets,465,376,466,624,680,1109,1390,2090
  └─ Inventories,94,157,127,137,129,240,670,1331
  └─ Trade receivables,289,117,157,290,298,482,151,24
    └─ Receivables over 6m,0,0,0,0,9,13,11,
    └─ Receivables under 6m,289,117,157,290,290,469,141,
  └─ Cash Equivalents,7,39,52,44,74,115,94,246
  └─ Loans n Advances,30,8,41,33,27,24,89,219
  └─ Other asset items,46,55,90,120,152,248,385,271
Total Assets,549,473,572,856,999,1439,1710,2413
