Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Equity Capital,9,9,10,10,10,10,12
Reserves,20,23,20,24,25,26,3
Borrowings,26,38,42,51,60,58,58
  └─ Long term Borrowings,2.62,2.47,4.32,12.15,12.15,12.06,11.05
  └─ Short term Borrowings,22.46,34.61,35.57,36.61,46.70,45.80,46.70
  └─ Other Borrowings,1.26,0.55,1.96,1.78,0.84,0.51,0.24
Other Liabilities,26,27,26,59,30,29,20
  └─ Non controlling int,4.15,4.17,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,15.50,19.90,22.52,53.70,22.83,22.78,12.91
  └─ Advance from Customers,5.00,0.38,0.22,0.23,1.98,0.96,0.89
  └─ Other liability items,1.20,2.06,3.10,4.61,5.01,5.62,6.11
Total Liabilities,80,95,98,144,125,124,93
Fixed Assets,7,4,4,4,3,2,2
  └─ Land,0.15,0.15,0.07,0.07,0.07,0.07,0.07
  └─ Building,1.55,1.55,0.56,0.56,0.56,0.56,0.56
  └─ Plant Machinery,5.78,5.98,3.20,3.39,3.39,3.32,3.32
  └─ Equipments,0.09,0.08,0.02,0.04,0.04,0.04,0.04
  └─ Computers,0.06,0.05,0.03,0.03,0.03,0.03,0.03
  └─ Furniture n fittings,0.11,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Vehicles,0.64,0.64,0.14,0.73,0.73,0.73,0.60
  └─ Intangible Assets,0.00,0.00,0.01,0.00,0.00,0.00,0.00
  └─ Other fixed assets,-0.01,-0.01,0.36,0.35,0.00,0.00,0.01
  └─ Gross Block,8.37,8.45,4.39,5.17,4.82,4.75,4.63
  └─ Accumulated Depreciation,1.54,3.95,0.74,1.48,2.07,2.51,2.89
CWIP,0,0,0,0,0,0,0
Investments,1,3,1,2,2,0,0
Other Assets,72,88,93,138,121,121,90
  └─ Inventories,13.36,13.90,22.18,37.87,38.61,42.49,19.48
  └─ Trade receivables,33.55,48.58,53.24,73.97,45.26,35.64,18.84
  └─ Cash Equivalents,1.86,1.61,2.19,1.72,0.49,1.21,1.01
  └─ Loans n Advances,5.91,1.58,7.02,5.92,0.12,14.52,13.44
  └─ Other asset items,17.72,22.41,8.84,18.81,36.43,27.50,37.57
Total Assets,80,95,98,144,125,124,93
